market_code,code,所属概念,股票代码,所属概念数量
33,000782,军工,000782.SZ,1
33,300686,富士康概念;柔性屏(折叠屏);OLED;消费电子概念;智能穿戴;小米概念;虚拟现实;华为概念;比亚迪概念;新能源汽车;机器人概念;石墨烯;固态电池;回购增持再贷款概念,300686.SZ,14
17,600756,DRG/DIP;AIGC概念;在线教育;智慧政务;财税数字化;云计算;AI智能体;国资云;养老概念;信创;DeepSeek概念;数字孪生;人工智能;工业互联网;同花顺新质50;国企改革;回购增持再贷款概念;沪股通;融资融券,600756.SH,19
33,300075,华为鲲鹏;智慧政务;AIGC概念;鸿蒙概念;AI应用;信创;智谱AI;多模态AI;AI智能体;数据要素;元宇宙;区块链;华为昇腾;ETC;时空大数据;腾讯概念;数字经济;数字孪生;智慧城市;阿里巴巴概念;DeepSeek概念;人工智能;车联网(车路协同);安防;智能医疗;虚拟现实;华为概念;京津冀一体化;人形机器人;机器视觉;机器人概念;低空经济;无人驾驶;垃圾分类;雄安新区;地下管网;卫星导航;AI眼镜;深股通;融资融券,300075.SZ,40
151,920475,虚拟现实;数字孪生;金属铜;智能物流;无人驾驶;机器人概念;融资融券;AIGC概念;专精特新,920475.BJ,9
33,002203,PET铜箔;PCB概念;金属镍;固态电池;小金属概念;金属铜;锂电池概念;液冷服务器;特斯拉概念;华为概念;钒电池;回购增持再贷款概念;参股银行;绿色电力;深股通;融资融券,002203.SZ,16
33,002632,消费电子概念;智能穿戴;华为概念;虚拟现实;AI眼镜;新能源汽车;安防;液冷服务器;无人机;元宇宙;光伏概念;锂电池概念;中俄贸易概念;石墨烯;固态电池;共同富裕示范区;深股通,002632.SZ,17
17,688681,物联网;专精特新;工业互联网;2025年报预增;储能;充电桩;智能电网;电力物联网;特高压;虚拟电厂;柔性直流输电;绿色电力;融资融券,688681.SH,13
17,601799,华为汽车;人形机器人;智能座舱;无人驾驶;机器人概念;毫米波雷达;汽车电子;MicroLED概念;沪股通;融资融券,601799.SH,10
17,688639,维生素;合成生物;可降解塑料;人工智能;同花顺新质50;融资融券;沪股通,688639.SH,7
17,600266,新型城镇化;参股券商;旅游概念;国企改革;京津冀一体化;创投;时空大数据;卫星导航;商业航天;沪股通;融资融券,600266.SH,11
17,600967,军民融合;军工;央企国企改革;中俄贸易概念;农机;西部大开发;高铁;国企改革;核电;无人机;高端装备;减速器;风电;机器人概念;新能源汽车;无人驾驶;人工智能;工业互联网;人形机器人;氢能源;数字孪生;物联网;储能;沪股通;融资融券,600967.SH,25
33,002043,共同富裕示范区;深股通;智能家居;融资融券,002043.SZ,4
17,600773,盐湖提锂;石墨烯;锂电池概念;西部大开发;国企改革;融资融券;沪股通,600773.SH,7
33,000404,高股息精选;家用电器;国企改革;汽车热管理;冷链物流;智能家居;回购增持再贷款概念;新能源汽车;融资融券;锂电池概念;深股通,000404.SZ,11
33,300283,PCB概念;工业母机;智能电网;数据中心(AIDC);消费电子概念;比亚迪概念;专精特新;芯片概念;新能源汽车;储能;锂电池概念;光伏概念;第三代半导体;光伏建筑一体化;固态电池;医疗器械概念,300283.SZ,16
33,300492,AI应用;职业教育;在线教育;人工智能;2025年报预增;西部大开发;融资融券;深股通,300492.SZ,8
17,600435,国产航母;军工信息化;军民融合;军工;卫星导航;央企国企改革;无人机;高端装备;2025年报预增;国企改革;证金持股;沪股通;融资融券,600435.SH,13
33,300352,财税数字化;华为盘古;云办公;国产操作系统;脑机接口;智谱AI;ST板块;智慧政务;数字货币;语音技术;华为鲲鹏;数字水印;互联网金融;区块链;数据安全;ChatGPT概念;云计算;鸿蒙概念;网络安全;百度概念;信创;DeepSeek概念;智慧城市;安防;人工智能;物联网;工业互联网;军工信息化;量子科技;低空经济;华为概念;智能家居;军民融合;军工;商业航天,300352.SZ,35
33,002777,DRG/DIP;智慧政务;云计算;华为鲲鹏;数据安全;阿里巴巴概念;数字乡村;数据要素;区块链;AI智能体;信创;网络安全;华为昇腾;AI应用;鸿蒙概念;家庭医生;人脸识别;蚂蚁集团概念;智慧城市;数字经济;移动支付;DeepSeek概念;人工智能;物联网;安防;数据中心(AIDC);智能医疗;华为概念;军工信息化;军民融合;机器视觉;军工;养老概念;食品安全;乡村振兴;国企改革;西部大开发;新疆振兴;深股通,002777.SZ,39
33,001269,硅能源;光伏概念;西部大开发;芯片概念;深股通,001269.SZ,5
33,301516,换电概念;充电桩;粤港澳大湾区;新型工业化;核电;光伏概念;高压快充;储能;低空经济;比亚迪概念;5G;燃料电池;新能源汽车;氢能源;国企改革;两轮车;深股通;中字头股票;融资融券,301516.SZ,19
33,300378,ChatGPT概念;多模态AI;华为鲲鹏;数据安全;AIGC概念;抖音概念(字节概念);ERP概念;AI智能体;百度概念;阿里巴巴概念;AI应用;数据要素;DeepSeek概念;人工智能;华为概念;数字经济;工业互联网;新型工业化;C2M概念;芯片概念;富士康概念;创投;海峡两岸;深股通;融资融券,300378.SZ,25
17,603221,人民币贬值受益,603221.SH,1
33,300522,染料;光刻胶;PCB概念;石墨烯;5G;固态电池;储能;股权转让(并购重组),300522.SZ,8
33,002180,物联网;鸿蒙概念;人民币贬值受益;信创;小米概念;机器人概念;MCU芯片;高端装备;军工;智能座舱;汽车电子;储能;芯片概念;汽车芯片;人形机器人;深股通;融资融券,002180.SZ,17
151,920068,无人机;海工装备;3D打印;专精特新;小金属概念;消费电子概念;商业航天;融资融券,920068.BJ,8
17,600063,水泥概念;国企改革;参股券商;光伏概念;储能;专精特新;融资融券;沪股通,600063.SH,8
33,002067,托育服务;数字孪生;机器人概念;数字经济;光伏建筑一体化;创投;烟草;绿色电力;一带一路;长三角一体化;深股通;融资融券,002067.SZ,12
17,601519,互联网金融;AI应用;鸿蒙概念;数据中心(AIDC);股权转让(并购重组);沪股通;融资融券,601519.SH,7
33,000629,小金属概念;钛白粉概念;钒电池;储能;回购增持再贷款概念;氢能源;西部大开发;国企改革;深股通;融资融券,000629.SZ,10
33,002324,商业航天;军工;卫星导航;6G概念;低空经济;脑机接口;碳纤维;PEEK材料;2025年报预增;长三角一体化;机器人概念;毫米波雷达;专精特新;储能;新能源汽车;消费电子概念;锂电池概念;钠离子电池;固态电池;深股通;融资融券,002324.SZ,21
33,300910,人民币贬值受益;深股通;融资融券,300910.SZ,3
33,301195,鸿蒙概念;物联网;人工智能;DeepSeek概念;机器视觉;华为概念;工业互联网;机器人概念;无人驾驶;专精特新;卫星导航;5G;商业航天;芯片概念;融资融券,301195.SZ,15
33,301151,新型城镇化;地下管网;乡村振兴;雄安新区;污水处理;水利;一带一路;碳中和;海峡两岸;专精特新;核电;超超临界发电;液冷服务器;抽水蓄能;融资融券,301151.SZ,15
17,601606,兵装重组概念;军民融合;央企国企改革;国企改革;军工;新能源汽车;沪股通;融资融券,601606.SH,8
33,002225,小金属概念;中俄贸易概念;燃料电池;氢能源;碳中和;证金持股;俄乌冲突概念;深股通,002225.SZ,8
17,688286,智能穿戴;无线耳机;AI眼镜;传感器;物联网;小米概念;消费电子概念;汽车电子;芯片概念;专精特新;机器人概念;人形机器人;新型烟草(电子烟);中芯国际概念;融资融券,688286.SH,15
33,000962,超级电容;超导概念;航空发动机;商业航天;3D打印;芯片概念;小金属概念;可控核聚变;核电;西部大开发;央企国企改革;国企改革;深股通,000962.SZ,13
17,600477,雄安新区;装配式建筑;光伏建筑一体化;建筑节能;工业互联网;一带一路;储能;HJT电池;钙钛矿电池;沪股通;融资融券,600477.SH,11
33,002721,互联网金融;人工智能;数字经济;AI应用;移动支付;数字货币;DeepSeek概念;区块链;国企改革;AI智能体;智慧政务;小金属概念;阿里巴巴概念;黄金概念;3D打印;深股通;摘帽,002721.SZ,17
17,603588,金属铅;黄金概念;金属铜;金属回收;小金属概念;金属镍;固废处理;医疗废物处理;土壤修复;生物质能发电;2025年报预增;污水处理;PPP概念;一带一路;垃圾分类;沪股通;融资融券,603588.SH,17
33,300183,国产操作系统;电力物联网;信创;数据中心(AIDC);阿里巴巴概念;物联网;智慧城市;智能电网;人工智能;工业互联网;充电桩;专精特新;小米概念;知识产权保护;光伏概念;虚拟电厂;苹果概念;风电;MCU芯片;储能;智能家居;芯片概念;国企改革;深股通;融资融券,300183.SZ,25
17,603293,注册制次新股;小米汽车;智能座舱;无人驾驶;毫米波雷达;新能源汽车;汽车电子;专精特新;MCU芯片;汽车芯片;新股与次新股;融资融券,603293.SH,12
33,301012,算力租赁;东数西算(算力);数据中心(AIDC);光伏概念;储能;专精特新;股权转让(并购重组);融资融券,301012.SZ,8
33,301379,存储芯片;MiniLED;消费电子概念;PCB概念;汽车电子;智能家居;人工智能;比亚迪概念;低空经济;无人机;海峡两岸;长安汽车概念;西部大开发;深股通;融资融券,301379.SZ,15
33,300180,数字货币;跨境支付(CIPS);移动支付;蚂蚁集团概念;互联网金融;区块链;数据要素;参股券商;华为鲲鹏;信创;腾讯概念;创投;工业互联网;长安汽车概念;一带一路;华为汽车;华为概念;低空经济;比亚迪概念;深股通;融资融券,300180.SZ,21
17,600522,光纤概念;共封装光学(CPO);铜缆高速连接;6G概念;超导概念;PCB概念;5G;可控核聚变;特高压;液冷服务器;柔性直流输电;超级电容;PET铜箔;芯片概念;商业航天;量子科技;数据中心(AIDC);汽车电子;智能电网;钙钛矿电池;东数西算(算力);海工装备;核电;光伏概念;华为概念;风电;新能源汽车;储能;低空经济;机器人概念;工业互联网;阿里巴巴概念;绿色电力;锂电池概念;固态电池;氢能源;一带一路;碳中和;数据要素;DeepSeek概念;数字经济;沪股通;融资融券;证金持股,600522.SH,44
17,688255,新型工业化;人形机器人;传感器;比亚迪概念;机器人概念;2026一季报预增;融资融券,688255.SH,7
33,000792,盐湖提锂;化肥;小金属概念;锂电池概念;储能;西部大开发;特色小镇;同花顺漂亮100;2025年报预增;央企国企改革;国企改革;比亚迪概念;新能源汽车;旅游概念;融资融券;深股通;股权转让(并购重组),000792.SZ,17
17,600218,燃料电池;农机;新能源汽车;氢能源;工业互联网;中俄贸易概念;钒电池;减速器;乡村振兴;国企改革;地下管网;光伏建筑一体化;融资融券,600218.SH,13
17,688501,2025年报预增;储能;碳中和;氢能源;超超临界发电;融资融券,688501.SH,6
17,601121,金属铜;金属铅;金属锌;黄金概念;新疆振兴;西部大开发;国企改革;股权转让(并购重组);沪股通,601121.SH,9
33,002599,手机游戏;在线教育;AI应用;虚拟数字人;文化传媒概念;鸿蒙概念;职业教育;元宇宙;体育产业;语音技术;云办公;人脸识别;人工智能;跨境电商;DeepSeek概念;智谱AI;京津冀一体化;腾讯概念;三胎概念;数字孪生;人形机器人;虚拟现实;机器人概念;物联网;机器视觉;无人机;海峡两岸,002599.SZ,27
17,603019,中国AI 50;东数西算(算力);国产操作系统;量子科技;数据中心(AIDC);网络安全;液冷服务器;信创;算力租赁;芯片概念;数据安全;智谱AI;抖音概念(字节概念);云计算;腾讯概念;百度概念;智能电网;AI智能体;智慧城市;Web3.0;数字孪生;区块链;工业互联网;人工智能;DeepSeek概念;数字经济;新型工业化;智能医疗;创投;雄安新区;沪股通;同花顺中特估100;融资融券,603019.SH,33
17,600819,建筑节能;钙钛矿电池;光伏概念;国企改革;上海自贸区;上海国企改革;新能源汽车;比亚迪概念;沪股通,600819.SH,9
33,300588,华为鲲鹏;智慧政务;信创;AI应用;时空大数据;数据要素;数据安全;网络安全;人脸识别;数字经济;DeepSeek概念;人工智能;智慧城市;独角兽概念;安防;东数西算(算力);华为概念;机器视觉;新疆振兴;西部大开发;专精特新;股权转让(并购重组),300588.SZ,22
17,688095,AIGC概念;AI应用;智慧政务;信创;鸿蒙概念;DeepSeek概念;人工智能;福建自贸区;海峡两岸;人民币贬值受益;沪股通;融资融券,688095.SH,12
33,300773,数字货币;蚂蚁集团概念;移动支付;跨境支付(CIPS);互联网金融;区块链;数据确权;云计算;鸿蒙概念;数据要素;腾讯概念;AI应用;AI智能体;数字经济;DeepSeek概念;人工智能;华为概念;2025年报预增;小米概念;跨境电商;参股保险;智能穿戴;智能物流;深股通;融资融券,300773.SZ,25
33,002022,猴痘概念;流感;肝炎概念;食品安全;宠物经济;医疗器械概念;智能医疗,002022.SZ,7
17,600986,快手概念;小红书概念;算力租赁;多模态AI;抖音概念(字节概念);短剧游戏;Web3.0;虚拟数字人;百度概念;AIGC概念;NFT概念;阿里巴巴概念;腾讯概念;东数西算(算力);AI智能体;元宇宙;AI应用;电子竞技;蚂蚁集团概念;手机游戏;文化传媒概念;独角兽概念;数字经济;DeepSeek概念;人工智能;华为概念;网红经济;长安汽车概念;小米概念;国企改革;沪股通;融资融券,600986.SH,32
33,300256,两轮车;虚拟现实;智能座舱;华为概念;特斯拉概念;小米概念;新能源汽车;智能穿戴;毫米波雷达;汽车电子;柔性屏(折叠屏);消费电子概念;华为手机;OLED;深股通,300256.SZ,15
17,603165,高股息精选;污水处理;参股银行;回购增持再贷款概念;长三角一体化;传感器;芯片概念,603165.SH,7
33,301278,光伏概念;充电桩;钙钛矿电池;储能;专精特新;光伏建筑一体化;机器人概念;融资融券,301278.SZ,8
33,301072,比亚迪概念;新能源汽车;融资融券,301072.SZ,3
33,301429,装配式建筑;跨境电商;人民币贬值受益;碳中和;融资融券,301429.SZ,5
151,920689,数据中心(AIDC);氢能源;燃料电池;高端装备;高铁;海工装备;风电;融资融券;核电;专精特新,920689.BJ,10
17,603086,生态农业;大豆;人民币贬值受益;创新药,603086.SH,4
17,600552,先进封装;OLED;柔性屏(折叠屏);PCB概念;消费电子概念;汽车电子;芯片概念;无线充电;华为概念;商业航天;新能源汽车;光伏概念;固态电池;锂电池概念;有机硅概念;国企改革;央企国企改革;沪股通;融资融券,600552.SH,19
33,300229,MLOps概念;华为昇腾;AI语料;多模态AI;AI视频;华为鲲鹏;ChatGPT概念;数据安全;Web3.0;华为盘古;信创;AIGC概念;智慧政务;网络安全;AI智能体;腾讯概念;阿里巴巴概念;AI应用;虚拟数字人;数据要素;电子身份证;元宇宙;东数西算(算力);军工信息化;知识产权保护;蚂蚁集团概念;数字货币;DeepSeek概念;人工智能;互联网金融;数字经济;华为概念;数据中心(AIDC);军工;军民融合;小米概念;机器人概念;专精特新;乡村振兴;深股通;融资融券,300229.SZ,41
17,688311,军工信息化;卫星导航;军民融合;大飞机;商业航天;军工;西部大开发;沪股通;融资融券,688311.SH,9
33,301363,脑机接口;CRO概念;PEEK材料;减肥药;医疗器械概念;机器人概念;消费电子概念;传感器;人民币贬值受益;深股通;融资融券,301363.SZ,11
33,002379,股权转让(并购重组);金属回收;深股通;融资融券,002379.SZ,4
17,688380,存储芯片;汽车芯片;MCU芯片;芯片概念;消费电子概念;汽车电子;小米概念;专精特新;传感器;机器人概念;人形机器人;2025年报预增;长安汽车概念;华为汽车;沪股通;融资融券,688380.SH,16
17,688262,汽车芯片;MCU芯片;国家大基金持股;数据安全;先进封装;信创;存储芯片;量子科技;网络安全;电子身份证;东数西算(算力);星闪概念;芯片概念;鸿蒙概念;数字货币;智能座舱;车联网(车路协同);汽车电子;无线充电;安防;物联网;商业航天;比亚迪概念;无人驾驶;智能电网;长安汽车概念;沪股通;融资融券,688262.SH,28
33,300044,ST板块;无人驾驶;新型工业化;养老概念;安防;机器视觉;人脸识别;机器人概念;PPP概念;军民融合;车联网(车路协同);5G;智慧城市;军工;人工智能;无人机;时空大数据;低空经济;网络游戏;乡村振兴;粤港澳大湾区;手机游戏;数据要素;数据中心(AIDC);抖音概念(字节概念),300044.SZ,25
17,603331,人形机器人;家用电器;共同富裕示范区;机器人概念;新能源汽车;TOPCON电池;光伏概念,603331.SH,7
17,603018,乡村振兴;水利;PPP概念;新型城镇化;数字经济;人工智能;数字孪生;雅下水电概念;DeepSeek概念;高铁;虚拟数字人;数字乡村;智慧城市;低空经济;车联网(车路协同);物联网;智慧灯杆;空间计算;AIGC概念;碳中和;腾讯概念;ChatGPT概念;光伏建筑一体化;无人驾驶;机器视觉;虚拟现实;华为概念;数据中心(AIDC);毫米波雷达;机器人概念;沪股通;融资融券,603018.SH,32
33,300429,光刻胶;先进封装;芯片概念;专精特新;PCB概念;创投;深股通;融资融券,300429.SZ,8
33,301539,飞行汽车(eVTOL);低空经济;专精特新;比亚迪概念;新能源汽车;商业航天;融资融券,301539.SZ,7
17,688343,华为昇腾;华为鲲鹏;多模态AI;算力租赁;智慧政务;信创;ChatGPT概念;阿里巴巴概念;东数西算(算力);AI智能体;鸿蒙概念;人脸识别;DeepSeek概念;车联网(车路协同);智慧城市;华为概念;人工智能;安防;机器视觉;智能穿戴;低空经济;AI眼镜;芯片概念;智能座舱;消费电子概念;机器人概念;人形机器人;沪股通;融资融券,688343.SH,29
33,300639,猴痘概念;幽门螺杆菌概念;流感;肝炎概念;辅助生殖;基因测序;创新药;民营医院;智能医疗;医疗器械概念;人工智能;DeepSeek概念;AI智能体;回购增持再贷款概念;融资融券,300639.SZ,15
17,688096,超导概念;东数西算(算力);人工智能;云计算;DeepSeek概念;污水处理;算力租赁;融资融券,688096.SH,8
17,603113,煤化工概念;煤炭概念;氢能源;沪股通;融资融券,603113.SH,5
17,688007,华为汽车;智能座舱;星闪概念;虚拟现实;汽车电子;小米概念;机器人概念;家用电器;比亚迪概念;新能源汽车;AI眼镜;粤港澳大湾区;海工装备;沪股通;融资融券,688007.SH,15
17,603309,医疗器械概念;人民币贬值受益;高股息精选,603309.SH,3
151,920523,安防;专精特新;融资融券;人民币贬值受益;锂电池概念,920523.BJ,5
33,301286,芯片概念;宁德时代概念;华为概念;商业航天;军工;2025年报预增;成飞概念;军民融合;西部大开发;雅下水电概念;医疗器械概念;深股通;融资融券,301286.SZ,13
33,300719,军工信息化;军民融合;成飞概念;大飞机;低空经济;军工;无人机;飞行汽车(eVTOL);信创;商业航天;京津冀一体化;虚拟现实;高端装备;专精特新;碳纤维,300719.SZ,15
33,300191,可燃冰;俄乌冲突概念;天然气;新疆振兴;深股通;融资融券;海工装备,300191.SZ,7
33,000572,海南自贸区;网约车;自由贸易港;百度概念;乡村振兴;碳中和;参股银行;车联网(车路协同);绿色电力;中俄贸易概念;氢能源;无人驾驶;燃料电池;人民币贬值受益;充电桩;新能源汽车;融资融券;深股通,000572.SZ,18
33,001336,新型城镇化;污水处理;垃圾分类;共同富裕示范区;固废处理;创投;专精特新;碳中和;储能;氢能源,001336.SZ,10
33,000965,天津自贸区;物业管理;养老概念;参股券商;国企改革;京津冀一体化;大飞机;融资融券,000965.SZ,8
17,605333,华为汽车;人形机器人;特斯拉概念;新能源汽车;无人机;沪股通,605333.SH,6
17,600722,煤化工概念;国企改革;京津冀一体化;风电;融资融券,600722.SH,5
33,000738,国产航母;航空发动机;大飞机;军民融合;商业航天;军工;无人机;高端装备;央企国企改革;国企改革;深股通;融资融券,000738.SZ,12
33,000637,国企改革;碳中和;回购增持再贷款概念;旅游概念,000637.SZ,4
151,920271,低空经济;融资融券;人民币贬值受益;汽车热管理,920271.BJ,4
33,300411,高铁;军民融合;水利;雅下水电概念;军工;海工装备;飞行汽车(eVTOL);低空经济;核电;高端装备;商业航天;共同富裕示范区;无人机;人工智能;专精特新;可控核聚变;PM2.5;深股通,300411.SZ,18
151,920242,传感器;新能源汽车;毫米波雷达;机器人概念;一带一路;汽车拆解概念;融资融券;特斯拉概念;跨境电商;人民币贬值受益;汽车电子;无人驾驶,920242.BJ,12
17,603270,人形机器人;减速器;比亚迪概念;飞行汽车(eVTOL);机器人概念;专精特新;新能源汽车;碳纤维;低空经济;燃料电池;商业航天;氢能源;风电;沪股通;融资融券,603270.SH,15
33,300884,人脸识别;鸿蒙概念;脑机接口;信创;智慧城市;安防;人工智能;阿里巴巴概念;养老概念;DeepSeek概念;智能医疗;多模态AI;智能家居;智能物流;华为概念;福建自贸区;机器人概念;海峡两岸;小米概念;专精特新;PM2.5;融资融券,300884.SZ,22
17,601168,金属锌;金属铅;金属铜;黄金概念;金属镍;小金属概念;金属回收;盐湖提锂;钒电池;锂电池概念;西部大开发;国企改革;沪股通;融资融券,601168.SH,14
33,002806,超级电容;汽车热管理;高压快充;新能源汽车;无人驾驶;车联网(车路协同);百度概念;燃料电池;固态电池;储能;新疆振兴;股权转让(并购重组),002806.SZ,12
17,688233,存储芯片;第三代半导体;芯片概念;专精特新;2025年报预增;沪股通;融资融券,688233.SH,7
151,920476,芯片概念;核电;绿色电力;2025年报预增;医疗器械概念;鸿蒙概念;融资融券;食品安全;高端装备;人工智能;回购增持再贷款概念;储能;宠物经济;专精特新,920476.BJ,14
17,605277,5G;铜缆高速连接;汽车电子;消费电子概念;华为概念;液冷服务器;东数西算(算力);新能源汽车;机器人概念;数据中心(AIDC);F5G概念;光伏概念;充电桩;储能;融资融券;沪股通,605277.SH,16
151,920101,光伏概念;专精特新;高铁;中俄贸易概念;水利;新股与次新股;融资融券,920101.BJ,7
33,002837,液冷服务器;中国AI 50;英伟达概念;数据中心(AIDC);东数西算(算力);军工;抖音概念(字节概念);华为概念;腾讯概念;比亚迪概念;阿里巴巴概念;充电桩;新能源汽车;储能;粤港澳大湾区;高铁;家用电器;冷链物流;融资融券;深股通,002837.SZ,20
33,300722,军民融合;大飞机;民爆概念;军工;海工装备;商业航天;无人机;低空经济;国企改革;数字经济;人工智能;智慧城市;深股通;融资融券,300722.SZ,14
151,920178,PCB概念;专精特新;苹果概念;机器视觉;新股与次新股;融资融券,920178.BJ,6
33,002222,光纤概念;共封装光学(CPO);海峡两岸;福建自贸区;无人驾驶;华为概念;虚拟现实;国企改革;深股通;融资融券,002222.SZ,10
33,300249,液冷服务器;东数西算(算力);数据中心(AIDC);5G;华为数字能源;云计算;抖音概念(字节概念);腾讯概念;阿里巴巴概念;华为概念;百度概念;物联网;智慧城市;数字孪生;专精特新;数字乡村;储能;区块链;人工智能;机器人概念;碳中和;回购增持再贷款概念;西部大开发;深股通;融资融券,300249.SZ,25
17,601588,物业管理;养老概念;京津冀一体化;数字经济;国企改革;回购增持再贷款概念;小米概念;沪股通;融资融券,601588.SH,9
33,300466,AI应用;鸿蒙概念;人工智能;工业互联网;网络安全;数据安全;云计算;C2M概念;新型工业化;智能物流;机器人概念;换电概念;华为概念;无人机;燃料电池;机器视觉;一带一路;新能源汽车;数据中心(AIDC);比亚迪概念;国企改革;光伏概念;深股通,300466.SZ,23
17,601828,国企改革;沪股通;DeepSeek概念;腾讯概念;阿里巴巴概念;抖音概念(字节概念);融资融券,601828.SH,7
17,600855,军工信息化;军民融合;商业航天;军工;无人机;低空经济;信创;车联网(车路协同);智慧城市;安防;ETC;人工智能;物联网;数据中心(AIDC);央企国企改革;医疗器械概念;储能;国企改革;融资融券;沪股通,600855.SH,20
33,000823,PCB概念;共封装光学(CPO);苹果概念;毫米波雷达;5G;汽车电子;消费电子概念;AI眼镜;数据中心(AIDC);卫星导航;东数西算(算力);商业航天;传感器;无人机;比亚迪概念;虚拟现实;无人驾驶;国企改革;深股通;融资融券;证金持股,000823.SZ,21
33,301281,数字经济;维生素;仿制药一致性评价;股权转让(并购重组);融资融券,301281.SZ,5
17,688670,流感;生物疫苗;融资融券,688670.SH,3
22,600753,煤化工概念;ST板块;换电概念;充电桩,600753.SH,4
33,301102,文化传媒概念;AIGC概念;小红书概念;抖音概念(字节概念);腾讯概念;数据要素;数字经济;华为概念;融资融券,301102.SZ,9
33,301220,烟草;合成生物;参股银行;人民币贬值受益;一带一路;2025年报预增;深股通;融资融券,301220.SZ,8
33,002652,雄安新区;中芯国际概念,002652.SZ,2
33,002157,猪肉;土地流转;乡村振兴;碳中和;深股通;融资融券,002157.SZ,6
17,600530,幽门螺杆菌概念;养老概念;宠物经济;沪股通,600530.SH,4
33,301221,AI智能体;车联网(车路协同);小米汽车;数据安全;AI应用;鸿蒙概念;智慧政务;百度概念;无人驾驶;国产操作系统;华为汽车;智能座舱;财税数字化;智慧城市;华为概念;人工智能;机器人概念;小米概念;DeepSeek概念;长安汽车概念;汽车电子;时空大数据;机器视觉;新能源汽车;2025年报预增;卫星导航;融资融券,301221.SZ,27
33,300145,液冷服务器;数据中心(AIDC);空气能热泵;专精特新;中芯国际概念;核电;腾讯概念;储能;比亚迪概念;智慧城市;军工;风电;水利;创投;垃圾分类;金属回收;中俄贸易概念;污水处理;新型城镇化;净水概念;固废处理;土壤修复;PPP概念;国企改革;深股通;融资融券,300145.SZ,26
151,920026,新能源汽车;融资融券;比亚迪概念;AI眼镜;芯片概念;专精特新;光伏概念;MR(混合现实);机器视觉;富士康概念;消费电子概念;机器人概念;苹果概念;特斯拉概念,920026.BJ,14
17,603106,互联网金融;智慧政务;区块链;人脸识别;鸿蒙概念;语音技术;国产操作系统;虚拟数字人;AI应用;信创;华为鲲鹏;智慧城市;AIGC概念;数据安全;人工智能;智能医疗;云计算;京津冀一体化;物业管理;雄安新区;天津自贸区;沪股通,603106.SH,22
151,920190,智能穿戴;融资融券;多模态AI;AI智能体;星闪概念;电子竞技;信创;AIGC概念;DeepSeek概念;人工智能;跨境电商;IP经济(谷子经济);WiFi 6;消费电子概念;无线耳机;AI PC;AI眼镜,920190.BJ,17
17,688188,新型工业化;专精特新;高端装备;机器人概念;人工智能;沪股通;融资融券,688188.SH,7
17,600592,人形机器人;大飞机;军民融合;军工;新能源汽车;商业航天;海峡两岸;海工装备;国企改革;参股券商;风电;融资融券;沪股通,600592.SH,13
33,002345,NFT概念;IP经济(谷子经济);高股息精选;2025年报预增;黄金概念;小金属概念;深股通;培育钻石,002345.SZ,8
33,300803,互联网金融;AI应用;参股券商;融资融券;深股通,300803.SZ,5
17,688280,无人驾驶;汽车电子;两轮车;专精特新;新能源汽车;减速器;比亚迪概念;融资融券,688280.SH,8
33,300699,大飞机;军民融合;碳纤维;商业航天;卫星导航;军工;高铁;低空经济;PEEK材料;风电;无人机;新能源汽车;光伏概念;消费电子概念;体育产业;氢能源;深股通;融资融券,300699.SZ,18
17,603956,智慧城市;物联网;数字孪生;数据要素;AI应用;信创;人工智能;数字乡村;AI智能体;数字经济;华为鲲鹏;智谱AI;区块链;工业互联网;DeepSeek概念;空间计算;新型城镇化;水利;华为概念;专精特新;新型工业化;华为昇腾;净水概念;机器人概念;乡村振兴;液冷服务器,603956.SH,26
17,603336,农业种植;乡村振兴;创新药;冷链物流;一带一路;国企改革;股权转让(并购重组),603336.SH,7
33,002965,汽车热管理;华为汽车;人形机器人;一体化压铸;小米汽车;飞行汽车(eVTOL);新型工业化;智能座舱;无人驾驶;特斯拉概念;机器人概念;机器视觉;新能源汽车;比亚迪概念;低空经济;小米概念;华为概念;创投;信创;粤港澳大湾区;5G;液冷服务器;数据中心(AIDC);充电桩;光伏概念;储能;宁德时代概念;华为数字能源;融资融券;深股通,002965.SZ,30
17,605016,代糖概念;专精特新;海峡两岸;人民币贬值受益;参股银行;沪股通,605016.SH,6
17,600635,天然气;绿色电力;污水处理;沪股通;融资融券;互联网金融;充电桩;创投;独角兽概念;高压快充;新能源汽车;2025年报预增,600635.SH,12
33,001373,智能穿戴;华为概念;消费电子概念;海峡两岸;MiniLED;人民币贬值受益;独角兽概念;新能源汽车;OLED;融资融券,001373.SZ,10
33,002383,卫星导航;时空大数据;商业航天;无人机;数字乡村;水利;低空经济;智慧城市;京津冀一体化;智慧灯杆;车联网(车路协同);数字经济;农机;生态农业;国企改革;华为概念;机器人概念;无人驾驶;新型城镇化;芯片概念;汽车芯片;深股通;融资融券,002383.SZ,23
33,301616,机器人概念;高端装备;2025年报预增;专精特新;参股银行;可降解塑料;融资融券,301616.SZ,7
33,300371,物联网;专精特新;水利;智慧城市;雄安新区;人工智能;华为概念;AI智能体;DeepSeek概念;传感器;核电;绿色电力,300371.SZ,12
17,603135,高端装备;新型工业化;机器人概念;中俄贸易概念;数字经济;沪股通;融资融券,603135.SH,7
