股票代码,所属概念数量,code,所属概念,market_code
603995.SH,5,603995,小金属概念;特钢概念;专精特新;沪股通;融资融券,17
003006.SZ,3,003006,三胎概念;西部大开发;深股通,33
603906.SH,18,603906,磷化工;钠离子电池;动力电池回收;固态电池;锂电池概念;宁德时代概念;燃料电池;氢能源;储能;一带一路;数字经济;无人机;比亚迪概念;新能源汽车;数据中心(AIDC);液冷服务器;融资融券;沪股通,17
300561.SZ,16,300561,物业管理;语音技术;互联网金融;数据安全;网络安全;人脸识别;AI应用;信创;区块链;百度概念;人工智能;粤港澳大湾区;物联网;深股通;摘帽;股权转让(并购重组),33
300428.SZ,30,300428,稀土永磁;固态电池;锂电池概念;金属回收;钠离子电池;比亚迪概念;一体化压铸;3D打印;特斯拉概念;大飞机;无人机;新能源汽车;消费电子概念;专精特新;军工;航空发动机;低空经济;机器人概念;人形机器人;商业航天;军民融合;汽车拆解概念;芯片概念;汽车热管理;长安汽车概念;一带一路;第三代半导体;氟化工概念;融资融券;深股通,33
301043.SZ,6,301043,高铁;粤港澳大湾区;家用电器;PM2.5;建筑节能;融资融券,33
301468.SZ,6,301468,核电;海工装备;垃圾分类;人民币贬值受益;深股通;融资融券,33
920394.BJ,14,920394,长安汽车概念;华为汽车;体育产业;比亚迪概念;风电;高铁;特高压;融资融券;大飞机;新能源汽车;低空经济;无人机;国企改革;专精特新,151
002969.SZ,6,002969,海峡两岸;啤酒概念;2026中报预增;融资融券;深股通;股权转让(并购重组),33
002216.SZ,6,002216,超级品牌;预制菜;冷链物流;网红经济;融资融券;深股通,33
600990.SH,22,600990,军工信息化;军民融合;大飞机;国产航母;军工;低空经济;卫星导航;商业航天;安防;核电;水利;DeepSeek概念;量子科技;可控核聚变;央企国企改革;新能源汽车;比亚迪概念;国企改革;毫米波雷达;PCB概念;沪股通;融资融券,17
000683.SZ,7,000683,化肥;煤化工概念;高股息精选;西部大开发;碳中和;深股通;融资融券,33
002242.SZ,8,002242,净水概念;证金持股;绿色电力;家用电器;智能家居;机器人概念;深股通;融资融券,33
601600.SH,15,601600,中字头股票;小金属概念;稀土永磁;俄乌冲突概念;2026一季报预增;同花顺中特估100;锂电池概念;乡村振兴;央企国企改革;国企改革;沪股通;融资融券;风电;PCB概念;2026中报预增,17
600346.SH,8,600346,煤化工概念;可降解塑料;同花顺漂亮100;锂电池概念;沪股通;PET铜箔;2026中报预增;融资融券,17
002587.SZ,37,002587,柔性屏(折叠屏);虚拟现实;智慧灯杆;消费电子概念;MR(混合现实);足球概念;MicroLED概念;专精特新;MiniLED;粤港澳大湾区;语音技术;广东自贸区;华为概念;物联网;元宇宙;机器人概念;5G;人脸识别;苹果概念;智慧城市;体育产业;人工智能;在线教育;抖音概念(字节概念);腾讯概念;信创;AIGC概念;数字经济;智慧政务;区块链;虚拟数字人;华为鲲鹏;AI应用;ChatGPT概念;互联网金融;英伟达概念;旅游概念,33
603122.SH,6,603122,猴痘概念;智能医疗;海峡两岸;长三角一体化;人工智能;沪股通,17
601111.SH,7,601111,证金持股;央企国企改革;同花顺中特估100;国企改革;中字头股票;沪股通;融资融券,17
600793.SH,4,600793,西部大开发;国企改革;食品安全;电子纸,17
002297.SZ,12,002297,航空发动机;成飞概念;大飞机;商业航天;碳纤维;军民融合;军工;无人机;2026一季报预增;国企改革;深股通;融资融券,33
301025.SZ,6,301025,知识产权保护;文化传媒概念;IP经济(谷子经济);抖音概念(字节概念);华为概念;融资融券,33
300976.SZ,24,300976,柔性屏(折叠屏);芯片概念;苹果概念;消费电子概念;智能穿戴;汽车电子;液冷服务器;小米概念;碳纤维;虚拟现实;比亚迪概念;华为概念;光伏概念;新能源汽车;特斯拉概念;东数西算(算力);脑机接口;粤港澳大湾区;宁德时代概念;抖音概念(字节概念);储能;创投;深股通;融资融券,33
920489.BJ,5,920489,融资融券;国企改革;可降解塑料;光刻胶;专精特新,151
600765.SH,23,600765,国产航母;军民融合;大飞机;航空发动机;成飞概念;央企国企改革;军工;飞行汽车(eVTOL);低空经济;西部大开发;海工装备;无人机;核电;国企改革;商业航天;高端装备;汽车热管理;机器人概念;3D打印;液冷服务器;沪股通;融资融券;中字头股票,17
601058.SH,9,601058,同花顺出海50;DeepSeek概念;人民币贬值受益;长安汽车概念;小米汽车;沪股通;比亚迪概念;小米概念;融资融券,17
000990.SZ,17,000990,煤化工概念;人造肉;POE胶膜;NMN概念;工业大麻;合成生物;氢能源;民营医院;碳中和;国企改革;燃料电池;医美概念;深股通;小米概念;OLED;2026中报预增;融资融券,33
002668.SZ,8,002668,跨境电商;家用电器;一带一路;智能家居;人民币贬值受益;人工智能;深股通;融资融券,33
688349.SH,8,688349,绿色电力;氢能源;风电;DeepSeek概念;海工装备;数字经济;沪股通;融资融券,17
920086.BJ,7,920086,华为汽车;新能源汽车;比亚迪概念;华为概念;专精特新;新股与次新股;融资融券,151
603609.SH,6,603609,养鸡;猪肉;宠物经济;生态农业;沪股通;融资融券,17
600749.SH,6,600749,冰雪产业;旅游概念;IP经济(谷子经济);文化传媒概念;露营经济;西部大开发,17
300617.SZ,16,300617,智能电网;电力物联网;特高压;东数西算(算力);数据中心(AIDC);虚拟电厂;核电;充电桩;风电;腾讯概念;光伏概念;储能;专精特新;宁德时代概念;氟化工概念;深股通,33
301373.SZ,4,301373,光伏概念;专精特新;深股通;融资融券,33
001222.SZ,7,001222,宠物经济;IP经济(谷子经济);跨境电商;共同富裕示范区;一带一路;人民币贬值受益;创投,33
688385.SH,14,688385,MCU芯片;汽车芯片;存储芯片;芯片概念;无线充电;东数西算(算力);英伟达概念;人工智能;商业航天;2026中报预增;卫星导航;先进封装;融资融券;沪股通,17
603262.SH,4,603262,三胎概念;AI智能体;人民币贬值受益;融资融券,17
920273.BJ,6,920273,海峡两岸;乡村振兴;预制菜;专精特新;宠物经济;融资融券,151
920580.BJ,7,920580,2026中报预增;锂电池概念;硅能源;融资融券;第三代半导体;专精特新;钠离子电池,151
000923.SZ,8,000923,金属铜;人民币贬值受益;雄安新区;国企改革;京津冀一体化;同花顺中特估100;融资融券;深股通,33
600378.SH,29,600378,氟化工概念;PVDF概念;中芯国际概念;磷化工;PCB概念;俄乌冲突概念;芯片概念;煤化工概念;2026一季报预增;固态电池;锂电池概念;页岩气;钠离子电池;液冷服务器;燃料电池;氢能源;新能源汽车;西部大开发;国企改革;商业航天;军工;碳中和;国产航母;央企国企改革;大飞机;碳交易;股权转让(并购重组);沪股通;融资融券,17
002298.SZ,49,002298,云计算;电力物联网;数据安全;网络安全;虚拟电厂;东数西算(算力);智能电网;信创;智慧政务;阿里巴巴概念;腾讯概念;数据中心(AIDC);数据要素;时空大数据;充电桩;AIGC概念;人脸识别;智慧城市;物联网;华为概念;数字乡村;光伏建筑一体化;储能;军工信息化;人工智能;数字经济;安防;抽水蓄能;工业互联网;无人机;5G;碳中和;军工;水利;机器视觉;绿色电力;传感器;专精特新;碳交易;新型城镇化;无线充电;消费电子概念;高铁;锂电池概念;PPP概念;光纤概念;深股通;2026中报预增;融资融券,33
300818.SZ,6,300818,高端装备;人民币贬值受益;专精特新;一带一路;宁德时代概念;深股通,33
600183.SH,15,600183,PCB概念;先进封装;共封装光学(CPO);存储芯片;MiniLED;芯片概念;5G;汽车电子;毫米波雷达;商业航天;华为概念;新能源汽车;沪股通;融资融券;2026中报预增,17
002190.SZ,17,002190,成飞概念;大飞机;军工;国企改革;西部大开发;低空经济;航空发动机;无人机;长安汽车概念;储能;商业航天;锂电池概念;专精特新;新能源汽车;华为汽车;融资融券;深股通,33
001238.SZ,8,001238,宠物经济;跨境电商;露营经济;共同富裕示范区;长三角一体化;碳中和;人民币贬值受益;深股通,33
600693.SH,13,600693,免税店;统一大市场;IP经济(谷子经济);物业管理;旅游概念;冷链物流;跨境电商;福建自贸区;数字经济;阿里巴巴概念;海峡两岸;沪股通;融资融券,17
301149.SZ,10,301149,建筑节能;体育产业;装配式建筑;高铁;专精特新;风电;智能家居;新能源汽车;深股通;融资融券,33
300511.SZ,7,300511,人造肉;农业种植;乡村振兴;一带一路;NMN概念;细胞免疫治疗;股权转让(并购重组),33
920781.BJ,10,920781,人工智能;可控核聚变;融资融券;西部大开发;高端装备;天然气;军工;核污染防治;核电;专精特新,151
600973.SH,22,600973,智能电网;大飞机;核电;军工;充电桩;可控核聚变;超导概念;无人机;铜缆高速连接;高铁;高端装备;低空经济;新能源汽车;特斯拉概念;飞行汽车(eVTOL);信创;央企国企改革;国企改革;2026一季报预增;沪股通;2026中报预增;融资融券,17
600127.SH,10,600127,粮食概念;玉米;俄乌冲突概念;预制菜;乳业;乡村振兴;国企改革;养老概念;沪股通;融资融券,17
600396.SH,10,600396,超超临界发电;绿色电力;碳交易;风电;碳中和;海工装备;央企国企改革;氢能源;国企改革;沪股通,17
688586.SH,11,688586,军民融合;大飞机;商业航天;军工;无人机;专精特新;高端装备;央企国企改革;国企改革;沪股通;融资融券,17
300881.SZ,12,300881,比亚迪概念;光热发电;专精特新;新能源汽车;核电;一体化压铸;创投;特钢概念;氢能源;减速器;超超临界发电;融资融券,33
002915.SZ,9,002915,氟化工概念;PEEK材料;专精特新;钠离子电池;固态电池;光伏概念;超级电容;深股通;融资融券,33
920419.BJ,5,920419,一带一路;融资融券;宠物经济;IP经济(谷子经济);人民币贬值受益,151
300840.SZ,15,300840,华为盘古;鸿蒙概念;C2M概念;AIGC概念;AI应用;AI智能体;新型工业化;人工智能;DeepSeek概念;工业互联网;华为概念;网红经济;数据中心(AIDC);三胎概念;深股通,33
920036.BJ,7,920036,多模态AI;物联网;AI应用;AI智能体;新股与次新股;融资融券;人民币贬值受益,151
688227.SH,20,688227,算力租赁;华为欧拉;云计算;信创;智慧政务;东数西算(算力);芯片概念;数据要素;AI智能体;华为概念;数字经济;DeepSeek概念;人工智能;军工;区块链;互联网金融;时空大数据;云办公;沪股通;融资融券,17
003032.SZ,11,003032,机器人概念;人形机器人;华为概念;职业教育;鸿蒙概念;在线教育;阿里巴巴概念;ChatGPT概念;智谱AI;短剧游戏;摘帽,33
301588.SZ,4,301588,粤港澳大湾区;人民币贬值受益;商业航天;融资融券,33
603358.SH,10,603358,低空经济;飞行汽车(eVTOL);一体化压铸;特斯拉概念;人形机器人;新能源汽车;宁德时代概念;沪股通;中芯国际概念;融资融券,17
920122.BJ,7,920122,国企改革;中字头股票;跨境电商;融资融券;三胎概念;央企国企改革;京津冀一体化,151
002452.SZ,16,002452,智能电网;柔性直流输电;充电桩;特高压;储能;数据中心(AIDC);风电;光伏概念;军工;新能源汽车;专精特新;绿色电力;新疆振兴;2026中报预增;深股通;融资融券,33
600596.SH,20,600596,草甘膦;有机硅概念;硅能源;锂电池概念;大豆;2026一季报预增;光伏概念;转基因;玉米;华为概念;液冷服务器;乡村振兴;农业种植;共同富裕示范区;光纤概念;东数西算(算力);人形机器人;沪股通;融资融券;2026中报预增,17
603077.SH,24,603077,草甘膦;磷化工;化肥;丙烯酸;金属铜;金属铅;金属锌;稀土永磁;硅能源;锂电池概念;黄金概念;西部大开发;天然气;参股银行;一带一路;建筑节能;航运概念;绿色电力;光伏概念;TOPCON电池;沪股通;2026中报预增;小金属概念;融资融券,17
300480.SZ,15,300480,存储芯片;第三代半导体;先进封装;芯片概念;共封装光学(CPO);传感器;专精特新;华为概念;物联网;高端装备;工业母机;机器人概念;工业互联网;一带一路;深股通,33
301177.SZ,7,301177,黄金概念;DeepSeek概念;IP经济(谷子经济);抖音概念(字节概念);广东自贸区;深股通;融资融券,33
600356.SH,3,600356,烟草;国企改革;黑龙江自贸区,17
000534.SZ,8,000534,航空发动机;大飞机;无人机;军工;低空经济;创新药;深股通;融资融券,33
002922.SZ,15,002922,高压快充;华为数字能源;数据中心(AIDC);5G;充电桩;光伏概念;华为概念;储能;2026一季报预增;新能源汽车;智能家居;粤港澳大湾区;一带一路;深股通;融资融券,33
688027.SH,10,688027,量子科技;芯片概念;商业航天;专精特新;军工;央企国企改革;国企改革;股权转让(并购重组);沪股通;融资融券,17
603131.SH,13,603131,卫星导航;商业航天;军工;高端装备;海工装备;工业母机;新型工业化;专精特新;机器人概念;新能源汽车;人民币贬值受益;长三角一体化;沪股通,17
300604.SZ,8,300604,国家大基金持股;存储芯片;芯片概念;专精特新;海峡两岸;2026中报预增;融资融券;深股通,33
002998.SZ,1,002998,2026中报预增,33
600382.SH,8,600382,参股银行;白酒概念;新能源汽车;PPP概念;小金属概念;无人机;沪股通;股权转让(并购重组),17
000898.SZ,13,000898,特钢概念;证金持股;煤化工概念;国企改革;央企国企改革;金属回收;氢能源;数据要素;海工装备;比亚迪概念;深股通;融资融券;数据中心(AIDC),33
600227.SH,11,600227,化肥;煤化工概念;煤炭概念;民营医院;阿尔茨海默概念;乡村振兴;仿制药一致性评价;西部大开发;医疗器械概念;创投;沪股通,17
300420.SZ,11,300420,新型工业化;智能物流;智慧城市;物联网;机器人概念;军民融合;区块链;充电桩;液冷服务器;储能;股权转让(并购重组),33
920304.BJ,4,920304,融资融券;化肥;光热发电;储能,151
000768.SZ,14,000768,国产航母;央企国企改革;证金持股;军民融合;西部大开发;大飞机;国企改革;军工;无人机;低空经济;商业航天;深股通;融资融券;中字头股票,33
688475.SH,15,688475,物联网;机器人概念;同花顺新质50;DeepSeek概念;AI智能体;智能家居;跨境电商;养老概念;云计算;智能穿戴;国企改革;宠物经济;AI应用;沪股通;融资融券,17
603335.SH,9,603335,动力电池回收;锂电池概念;宁德时代概念;人民币贬值受益;一体化压铸;新能源汽车;存储芯片;芯片概念;融资融券,17
600312.SH,20,600312,柔性直流输电;智能电网;特高压;核电;风电;充电桩;DeepSeek概念;数字孪生;储能;央企国企改革;工业互联网;一带一路;国企改革;高端装备;机器人概念;沪股通;融资融券;数据中心(AIDC);人工智能;AI智能体,17
605162.SH,5,605162,虚拟电厂;绿色电力;碳交易;碳中和;储能,17
300978.SZ,10,300978,长安汽车概念;华为汽车;百度概念;新能源汽车;比亚迪概念;智能座舱;毫米波雷达;汽车电子;深股通;融资融券,33
600150.SH,20,600150,中船系;中字头股票;国产航母;航运概念;同花顺中特估100;同花顺出海50;国企改革;央企国企改革;一带一路;海工装备;军民融合;高端装备;军工;风电;DeepSeek概念;商业航天;2026中报预增;股权转让(并购重组);沪股通;融资融券,17
603876.SH,10,603876,钠离子电池;固态电池;锂电池概念;宁德时代概念;储能;一带一路;比亚迪概念;2026中报预增;沪股通;融资融券,17
300779.SZ,5,300779,稀土永磁;固废处理;钒电池;融资融券;深股通,33
688353.SH,11,688353,钠离子电池;固态电池;锂电池概念;氟化工概念;宁德时代概念;有机硅概念;储能;比亚迪概念;专精特新;沪股通;融资融券,17
002816.SZ,10,002816,污水处理;机器人概念;ST板块;国企改革;储能;高压快充;光刻机;芯片概念;先进封装;股权转让(并购重组),33
300440.SZ,14,300440,专精特新;军工;虚拟现实;机器人概念;高铁;无人驾驶;智能物流;人工智能;职业教育;储能;数字孪生;AI智能体;西部大开发;深股通,33
600186.SH,10,600186,算力租赁;东数西算(算力);AI智能体;DeepSeek概念;智能医疗;土壤修复;粮食概念;超级品牌;融资融券;沪股通,17
002112.SZ,11,002112,智能电网;风电;数据中心(AIDC);核电;储能;光伏概念;国企改革;专精特新;共同富裕示范区;深股通;融资融券,33
600456.SH,16,600456,大飞机;航空发动机;军工;商业航天;无人机;国产航母;小金属概念;核电;海工装备;3D打印;燃料电池;苹果概念;西部大开发;国企改革;融资融券;沪股通,17
300584.SZ,9,300584,猴痘概念;幽门螺杆菌概念;肝炎概念;辅助生殖;仿制药一致性评价;创新药;锂电池概念;固态电池;深股通,33
603049.SH,5,603049,两轮车;新能源汽车;比亚迪概念;沪股通;融资融券,17
603027.SH,3,603027,西部大开发;融资融券;沪股通,17
002199.SZ,3,002199,股权转让(并购重组);锂电池概念;摘帽,33
920136.BJ,6,920136,新能源汽车;比亚迪概念;2026中报预增;新股与次新股;融资融券;专精特新,151
603407.SH,6,603407,注册制次新股;小金属概念;牙科医疗;比亚迪概念;新股与次新股;融资融券,17
920187.BJ,3,920187,专精特新;新股与次新股;融资融券,151
000782.SZ,1,000782,军工,33
603299.SH,7,603299,NMN概念;天然气;国企改革;钠离子电池;储能;沪股通;融资融券,17
600595.SH,6,600595,煤炭概念;超导概念;风电;融资融券;2026中报预增;沪股通,17
301633.SZ,7,301633,新型工业化;高端装备;机器人概念;信创;专精特新;数据中心(AIDC);融资融券,33
300329.SZ,6,300329,托育服务;文化传媒概念;三胎概念;职业教育;在线教育;股权转让(并购重组),33
603601.SH,15,603601,大飞机;商业航天;核污染防治;特斯拉概念;PM2.5;核电;新能源汽车;家用电器;宁德时代概念;芯片概念;建筑节能;西部大开发;中芯国际概念;沪股通;融资融券,17
002686.SZ,15,002686,军工;海工装备;阿里巴巴概念;数据中心(AIDC);水利;专精特新;华为概念;液冷服务器;长安汽车概念;新能源汽车;高压快充;汽车电子;国企改革;化债概念(AMC概念);股权转让(并购重组),33
300927.SZ,5,300927,丙烯酸;草甘膦;国企改革;股权转让(并购重组);融资融券,33
300558.SZ,9,300558,重组蛋白;创新药;细胞免疫治疗;眼科医疗;基因测序;智能医疗;深股通;2026中报预增;融资融券,33
600844.SH,4,600844,煤化工概念;可降解塑料;西部大开发;股权转让(并购重组),17
600651.SH,16,600651,上海国企改革;水利;医疗器械概念;国企改革;工业互联网;网络安全;小米汽车;核电;新能源汽车;比亚迪概念;特斯拉概念;小米概念;汽车电子;芯片概念;融资融券;沪股通,17
301668.SZ,7,301668,智能电网;风电;注册制次新股;专精特新;深股通;新股与次新股;融资融券,33
300932.SZ,12,300932,智能电网;充电桩;储能;数据中心(AIDC);东数西算(算力);数字孪生;比亚迪概念;光伏概念;低空经济;新能源汽车;无人机;融资融券,33
000825.SZ,20,000825,特钢概念;央企国企改革;国企改革;一带一路;AI应用;核电;军工;氢能源;燃料电池;商业航天;可控核聚变;华为概念;比亚迪概念;超超临界发电;光伏概念;柔性屏(折叠屏);华为手机;芯片概念;深股通;融资融券,33
603885.SH,3,603885,上海自贸区;沪股通;融资融券,17
002075.SZ,7,002075,特钢概念;军工;无人机;新能源汽车;华为概念;深股通;融资融券,33
002064.SZ,5,002064,可降解塑料;深股通;融资融券;参股银行;2026中报预增,33
920035.BJ,10,920035,跨境电商;芯片概念;液冷服务器;云计算;物联网;冷链物流;专精特新;新股与次新股;融资融券;人民币贬值受益,151
000056.SZ,7,000056,租售同权;物业管理;ST板块;智能物流;物联网;固态电池;芯片概念,33
300559.SZ,15,300559,阿里巴巴概念;职业教育;在线教育;腾讯概念;信创;虚拟数字人;AI智能体;DeepSeek概念;华为概念;多模态AI;人工智能;AI应用;体育产业;西部大开发;深股通,33
002223.SZ,12,002223,眼科医疗;幽门螺杆菌概念;三胎概念;养老概念;雅下水电概念;智能医疗;蚂蚁集团概念;医疗器械概念;消毒剂;血氧仪;深股通;融资融券,33
601700.SH,11,601700,智能电网;柔性直流输电;特高压;光伏概念;一带一路;化债概念(AMC概念);国企改革;硅能源;2026中报预增;沪股通;融资融券,17
002865.SZ,8,002865,钙钛矿电池;TOPCON电池;BC电池;商业航天;光伏概念;海南自贸区;融资融券;深股通,33
920062.BJ,8,920062,数据中心(AIDC);参股银行;军工;储能;光伏概念;专精特新;智能电网;融资融券,151
688729.SH,6,688729,中芯国际概念;存储芯片;芯片概念;高端装备;国企改革;融资融券,17
301459.SZ,16,301459,汽车热管理;长安汽车概念;人形机器人;安防;机器人概念;低空经济;农机;无人机;专精特新;新能源汽车;比亚迪概念;中俄贸易概念;人民币贬值受益;共同富裕示范区;俄乌冲突概念;融资融券,33
001313.SZ,8,001313,合成生物;数据要素;粤港澳大湾区;一带一路;乡村振兴;预制菜;2026中报预增;深股通,33
000762.SZ,9,000762,盐湖提锂;小金属概念;化肥;锂电池概念;西部大开发;国企改革;央企国企改革;深股通;融资融券,33
605598.SH,8,605598,卫星导航;商业航天;无人机;钙钛矿电池;人民币贬值受益;一带一路;土壤修复;沪股通,17
301038.SZ,20,301038,地下管网;深圳国企改革;物业管理;新型城镇化;PPP概念;水利;乡村振兴;雅下水电概念;污水处理;国企改革;数字孪生;DeepSeek概念;抽水蓄能;智慧政务;粤港澳大湾区;物联网;华为概念;光伏概念;深股通;融资融券,33
300891.SZ,2,300891,钛白粉概念;融资融券,33
300400.SZ,17,300400,柔性屏(折叠屏);PCB概念;机器视觉;富士康概念;新型工业化;先进封装;MiniLED;芯片概念;OLED;MicroLED概念;华为概念;消费电子概念;第三代半导体;人工智能;比亚迪概念;高端装备;深股通,33
002218.SZ,17,002218,光伏建筑一体化;绿色电力;HJT电池;充电桩;硅能源;钙钛矿电池;POE胶膜;储能;光伏概念;卫星导航;粤港澳大湾区;商业航天;华为概念;新能源汽车;芯片概念;深股通;融资融券,33
300478.SZ,2,300478,股权转让(并购重组);核电,33
603093.SH,5,603093,期货概念;参股券商;数字经济;2026中报预增;沪股通,17
688004.SH,14,688004,网络安全;数据安全;信创;华为鲲鹏;华为概念;数字孪生;数据要素;人工智能;多模态AI;AIGC概念;在线教育;文化传媒概念;AI应用;融资融券,17
688702.SH,8,688702,国家大基金持股;芯片概念;5G;中国AI 50;数据中心(AIDC);网络安全;沪股通;融资融券,17
688252.SH,11,688252,芯片概念;消费电子概念;智能穿戴;智能音箱;电子纸;高压快充;海峡两岸;抖音概念(字节概念);人民币贬值受益;沪股通;融资融券,17
920012.BJ,8,920012,汽车电子;第三代半导体;专精特新;芯片概念;先进封装;有机硅概念;新股与次新股;融资融券,151
300777.SZ,9,300777,碳纤维;军民融合;商业航天;军工;无人机;人形机器人;专精特新;融资融券;深股通,33
920953.BJ,20,920953,AI应用;华为鲲鹏;信创;云计算;在线教育;人脸识别;智能物流;机器人概念;智慧政务;数据要素;物联网;融资融券;AIGC概念;DeepSeek概念;数据安全;人工智能;鸿蒙概念;数字经济;AI智能体;华为昇腾,151
600980.SH,8,600980,稀土永磁;小金属概念;3D打印;金属钴;机器人概念;国企改革;央企国企改革;绿色电力,17
300699.SZ,18,300699,大飞机;碳纤维;军民融合;卫星导航;商业航天;军工;低空经济;无人机;PEEK材料;高铁;风电;新能源汽车;光伏概念;氢能源;消费电子概念;体育产业;深股通;融资融券,33
300564.SZ,6,300564,装配式建筑;新型城镇化;水利;光伏建筑一体化;西部大开发;粤港澳大湾区,33
601702.SH,7,601702,锂电池概念;新能源汽车;特斯拉概念;专精特新;比亚迪概念;融资融券;沪股通,17
688029.SH,3,688029,医疗器械概念;沪股通;融资融券,17
688603.SH,7,688603,PCB概念;先进封装;芯片概念;2026中报预增;玻璃基板;沪股通;融资融券,17
601038.SH,10,601038,乡村振兴;国企改革;央企国企改革;中俄贸易概念;农机;工业互联网;高端装备;沪股通;融资融券;无人驾驶,17
300227.SZ,23,300227,光纤概念;苹果概念;富士康概念;5G;PCB概念;量子科技;3D打印;军工;无人机;比亚迪概念;成飞概念;华为概念;机器视觉;新能源汽车;大飞机;新型工业化;低空经济;宁德时代概念;军民融合;粤港澳大湾区;医美概念;深股通;股权转让(并购重组),33
920005.BJ,8,920005,智能穿戴;AI眼镜;海峡两岸;专精特新;消费电子概念;汽车热管理;融资融券;新能源汽车,151
301369.SZ,8,301369,中芯国际概念;第三代半导体;芯片概念;专精特新;创投;2026中报预增;深股通;融资融券,33
300066.SZ,14,300066,新型工业化;稀土永磁;工业互联网;华为概念;物联网;智慧城市;数字经济;DeepSeek概念;储能;污水处理;互联网金融;净水概念;深股通;融资融券,33
688290.SH,13,688290,人形机器人;军工信息化;专精特新;机器人概念;核污染防治;军工;军民融合;DeepSeek概念;可控核聚变;核电;高端装备;沪股通;融资融券,17
600703.SH,30,600703,共封装光学(CPO);第三代半导体;MicroLED概念;MiniLED;汽车芯片;先进封装;AI眼镜;芯片概念;5G;消费电子概念;苹果概念;光伏概念;数据中心(AIDC);小米概念;卫星导航;商业航天;充电桩;比亚迪概念;无人驾驶;新能源汽车;华为汽车;安防;低空经济;海峡两岸;数字经济;福建自贸区;金属回收;沪股通;融资融券;同花顺漂亮100,17
300748.SZ,11,300748,稀土永磁;比亚迪概念;特斯拉概念;新能源汽车;人形机器人;低空经济;机器人概念;风电;绿色电力;融资融券;深股通,33
920693.BJ,7,920693,液冷服务器;机器人概念;融资融券;专精特新;芯片概念;医疗器械概念;人民币贬值受益,151
600255.SH,8,600255,铜缆高速连接;消费电子概念;金属铜;2026一季报预增;沪股通;国企改革;2026中报预增;融资融券,17
300880.SZ,11,300880,虚拟电厂;电力物联网;智能电网;鸿蒙概念;物联网;充电桩;储能;高压快充;专精特新;传感器;融资融券,33
300260.SZ,10,300260,光刻机;中芯国际概念;OLED;芯片概念;液冷服务器;数据中心(AIDC);海峡两岸;食品安全;融资融券;深股通,33
688313.SH,9,688313,共封装光学(CPO);光纤概念;F5G概念;芯片概念;5G;数据中心(AIDC);专精特新;沪股通;融资融券,17
601020.SH,10,601020,金属铅;金属锌;黄金概念;金属铜;小金属概念;一带一路;人民币贬值受益;西部大开发;沪股通;融资融券,17
603216.SH,5,603216,参股银行;工业互联网;智能家居;芯片概念;沪股通,17
300131.SZ,26,300131,第三代半导体;存储芯片;共封装光学(CPO);汽车芯片;OLED;芯片概念;AI眼镜;汽车电子;传感器;小米概念;数据中心(AIDC);新能源汽车;智能座舱;无人驾驶;智能家居;物联网;机器人概念;粤港澳大湾区;ERP概念;长安汽车概念;车联网(车路协同);阿里巴巴概念;腾讯概念;智慧城市;深股通;融资融券,33
600391.SH,10,600391,国产航母;航空发动机;大飞机;军工;高端装备;央企国企改革;西部大开发;国企改革;沪股通;融资融券,17
603285.SH,3,603285,锂电池概念;沪股通;融资融券,17
001358.SZ,4,001358,净水概念;碳中和;光刻胶;融资融券,33
600862.SH,19,600862,大飞机;航空发动机;央企国企改革;飞行汽车(eVTOL);军工;低空经济;碳纤维;国企改革;无人机;商业航天;高铁;高端装备;创投;工业母机;人形机器人;沪股通;PEEK材料;中字头股票;融资融券,17
688223.SH,11,688223,BC电池;TOPCON电池;钙钛矿电池;光伏概念;数据中心(AIDC);储能;DeepSeek概念;人民币贬值受益;同花顺漂亮100;沪股通;融资融券,17
920299.BJ,6,920299,数据中心(AIDC);商业航天;智能电网;融资融券;特高压;阿里巴巴概念,151
603186.SH,18,603186,先进封装;PCB概念;MiniLED;芯片概念;消费电子概念;6G概念;5G;毫米波雷达;固态电池;锂电池概念;石墨烯;华为概念;海峡两岸;储能;冷链物流;绿色电力;2026中报预增;沪股通,17
000735.SZ,13,000735,海南自贸区;生态农业;猪肉;宠物经济;乡村振兴;动物疫苗;自由贸易港;养鸡;冷链物流;统一大市场;职业教育;深股通;融资融券,33
000425.SZ,13,000425,同花顺出海50;雅下水电概念;农机;工业互联网;高端装备;一带一路;机器人概念;无人驾驶;国企改革;深股通;融资融券;氢能源;军工,33
300236.SZ,8,300236,中芯国际概念;光刻胶;存储芯片;先进封装;芯片概念;专精特新;深股通;融资融券,33
603636.SH,44,603636,Web3.0;云计算;智谱AI;电子身份证;虚拟数字人;华为昇腾;数据确权;智慧政务;数据安全;华为鲲鹏;数字水印;华为盘古;网络安全;算力租赁;信创;鸿蒙概念;数据要素;百度概念;区块链;AI智能体;数字乡村;阿里巴巴概念;AI应用;蚂蚁集团概念;人脸识别;智慧城市;数字经济;DeepSeek概念;人工智能;智慧灯杆;东数西算(算力);车联网(车路协同);物联网;智能医疗;房屋检测;水利;华为概念;海峡两岸;军工;无人驾驶;乡村振兴;PPP概念;沪股通;融资融券,17
000717.SZ,12,000717,特钢概念;乡村振兴;国企改革;央企国企改革;DeepSeek概念;氢能源;人工智能;核电;机器人概念;融资融券;深股通;中字头股票,33
300138.SZ,7,300138,代糖概念;农业种植;NMN概念;乡村振兴;工业大麻;一带一路;深股通,33
