股票代码,所属概念,所属概念数量,code,market_code
000928.SZ,医疗废物处理;同花顺中特估100;国企改革;央企国企改革;中俄贸易概念;超超临界发电;一带一路;碳中和;数字经济;3D打印;深股通;融资融券;中字头股票,13,000928,33
300214.SZ,丙烯酸;专精特新;数据中心;新疆振兴;液冷服务器;东数西算(算力);DeepSeek概念;算力租赁,8,300214,33
300365.SZ,虚拟电厂;电力物联网;华为数字能源;碳交易;光伏建筑一体化;智能电网;换电概念;智慧城市;职业教育;水利;信创;智慧政务;时空大数据;数据要素;碳中和;物联网;京津冀一体化;储能;数字经济;工业互联网;东数西算(算力);MLOps概念;人工智能;数据中心;空间计算;在线教育;风电;鸿蒙概念;DeepSeek概念;华为概念;AI智能体;低空经济;AIGC概念;无人机;养老概念;柔性直流输电;机器视觉;燃料电池;特高压;氢能源;一带一路;AI应用,42,300365,33
002999.SZ,供销社;农业种植;粮食概念;化肥;乡村振兴;农机;智能物流;2025年报预增;数字乡村;数字经济;低空经济;无人机,12,002999,33
600807.SH,物业管理;基因测序;医疗器械概念;生态农业;国企改革;猴痘概念,6,600807,17
603226.SH,智能家居;沪股通;股权转让(并购重组),3,603226,17
688276.SH,流感;生物疫苗;阿尔茨海默概念;国企改革;沪股通;融资融券,6,688276,17
301283.SZ,2025年报预增;人民币贬值受益;专精特新;粤港澳大湾区;三胎概念;融资融券,6,301283,33
002898.SZ,医美概念;ST板块;仿制药一致性评价;创新药;幽门螺杆菌概念;肝炎概念;医疗器械概念;横琴新区;新疆振兴;东数西算(算力);股权转让(并购重组),11,002898,33
688068.SH,重组蛋白;创新药;阿尔茨海默概念;肝炎概念;猴痘概念;流感;智能医疗;医疗器械概念;食品安全;人工智能;回购增持再贷款概念;京津冀一体化;沪股通;融资融券,14,688068,17
002120.SZ,统一大市场;冷链物流;跨境电商;乡村振兴;智能物流;回购增持再贷款概念;一带一路;低空经济;无人驾驶;阿里巴巴概念;抖音概念(字节概念);深股通;融资融券,13,002120,33
000850.SZ,小金属概念;国企改革;参股银行;金属铜;金属铅;冷链物流;创投;金属锌;参股保险;参股券商;数字经济;融资融券,12,000850,33
000506.SZ,黄金概念;金属铜;小金属概念;股权转让(并购重组);一带一路;国企改革;人民币贬值受益;深股通;摘帽,9,000506,33
002887.SZ,足球概念;土壤修复;污水处理;新型城镇化;PPP概念;露营经济;体育产业;碳交易;雄安新区;碳中和;乡村振兴;水利;冰雪产业;旅游概念;京津冀一体化;IP经济(谷子经济),16,002887,33
002852.SZ,农业种植;乡村振兴,2,002852,33
600661.SH,职业教育;养老概念;旅游概念;在线教育;人工智能;AI应用;融资融券,7,600661,17
603367.SH,仿制药一致性评价;肝炎概念;创新药;流感;眼科医疗;智能医疗;沪股通,7,603367,17
688085.SH,智能医疗;医疗器械概念;2025年报预增;专精特新;机器人概念;沪股通;融资融券,7,688085,17
603717.SH,乡村振兴;雄安新区;PPP概念;特色小镇;生态农业;猪肉;西部大开发;绿色电力;锂电池概念;氟化工概念;钠离子电池,11,603717,17
000912.SZ,化肥;煤化工概念;乡村振兴;西部大开发;国企改革;回购增持再贷款概念;深股通;融资融券,8,000912,33
600533.SH,物业管理;雄安新区;参股银行;国企改革;互联网金融;长三角一体化;独角兽概念;融资融券,8,600533,17
002228.SZ,福建自贸区;海峡两岸;回购增持再贷款概念;数字水印;小米概念,5,002228,33
600482.SH,中船系;国产航母;数据中心;海工装备;核电;燃料电池;核污染防治;风电;储能;新能源汽车;长安汽车概念;军工;石墨烯;军民融合;锂电池概念;雄安新区;氢能源;央企国企改革;京津冀一体化;DeepSeek概念;固态电池;国企改革;钠离子电池;沪股通;融资融券;中字头股票,26,600482,17
002399.SZ,创新药;生物疫苗;CRO概念;人民币贬值受益;深股通;融资融券,6,002399,33
000679.SZ,跨境电商,1,000679,33
000957.SZ,中俄贸易概念;燃料电池;国企改革;新能源汽车;人民币贬值受益;回购增持再贷款概念;氢能源;无人驾驶;汽车电子;车联网(车路协同);人工智能;深股通;融资融券,13,000957,33
002514.SZ,医疗废物处理;污水处理;养老概念;机器人概念;工业母机;人形机器人;华为概念;碳中和;换电概念;光伏概念;新能源汽车;HJT电池;华为数字能源;储能;充电桩;一带一路;高端装备;智能电网;钙钛矿电池;高压快充;TOPCON电池;深股通,22,002514,33
300266.SZ,土壤修复;碳交易;PPP概念;污水处理;固废处理;水利;乡村振兴;虚拟电厂;生态农业;国企改革;共同富裕示范区;储能;阿里巴巴概念;东数西算(算力);股权转让(并购重组);固态电池;融资融券,17,300266,33
002677.SZ,净水概念;人工智能;长三角一体化;家用电器;智能家居;无人驾驶;深股通,7,002677,33
601101.SH,煤炭概念;煤化工概念;国企改革;融资融券;沪股通,5,601101,17
000852.SZ,页岩气;可燃冰;天然气;俄乌冲突概念;央企国企改革;氢能源;地下管网;国企改革;海工装备;一带一路;雄安新区;燃料电池;高端装备;数字经济;储能;工业互联网;专精特新;深股通;融资融券,19,000852,33
603459.SH,注册制次新股;华为手机;东数西算(算力);MiniLED;锂电池概念;卫星导航;商业航天;华为概念;机器人概念;智能穿戴;小米概念;无人驾驶;一带一路;共封装光学(CPO);比亚迪概念;智能座舱;虚拟现实;PCB概念;汽车电子;芯片概念;消费电子概念;存储芯片;富士康概念;新股与次新股;融资融券,25,603459,17
688612.SH,飞行汽车(eVTOL);无线充电;长安汽车概念;新能源汽车;低空经济;华为概念;粤港澳大湾区;回购增持再贷款概念;高压快充;充电桩;沪股通;融资融券,12,688612,17
003036.SZ,共同富裕示范区;新型工业化;高端装备;机器人概念;参股银行;锂电池概念;固态电池,7,003036,33
605055.SH,减速器;共同富裕示范区;长三角一体化;机器人概念,4,605055,17
603567.SH,医药电商;仿制药一致性评价;流感;创新药;黑龙江自贸区;智能医疗;沪股通;融资融券,8,603567,17
002022.SZ,猴痘概念;流感;肝炎概念;宠物经济;医疗器械概念;食品安全;智能医疗,7,002022,33
603806.SH,BC电池;HJT电池;POE胶膜;光伏概念;储能;固态电池;MicroLED概念;MiniLED;PCB概念;沪股通;融资融券,11,603806,17
688331.SH,细胞免疫治疗;创新药;眼科医疗;沪股通;融资融券,5,688331,17
002234.SZ,养鸡;生态农业;预制菜;生物质能发电;融资融券,5,002234,33
600396.SH,超超临界发电;碳交易;绿色电力;碳中和;风电;国企改革;氢能源;央企国企改革;海工装备,9,600396,17
002986.SZ,可降解塑料;回购增持再贷款概念;粤港澳大湾区;深股通,4,002986,33
600196.SH,仿制药一致性评价;流感;创新药;阿尔茨海默概念;生物疫苗;辅助生殖;减肥药;青蒿素;猴痘概念;细胞免疫治疗;民营医院;医美概念;医疗器械概念;智能医疗;家庭医生;证金持股;DeepSeek概念;AI智能体;机器人概念;沪股通;融资融券,21,600196,17
601588.SH,物业管理;京津冀一体化;养老概念;国企改革;数字经济;回购增持再贷款概念;小米概念;沪股通;融资融券,9,601588,17
600547.SH,黄金概念;2025年报预增;国企改革;证金持股;沪股通;融资融券;数字经济,7,600547,17
600126.SH,算力租赁;国资云;东数西算(算力);阿里巴巴概念;DeepSeek概念;智慧城市;数字经济;数据中心;汽车拆解概念;特钢概念;比亚迪概念;国企改革;绿色电力;沪股通;融资融券,15,600126,17
600351.SH,维生素;医药电商;仿制药一致性评价;流感;幽门螺杆菌概念;创新药;重组蛋白;农业种植;三胎概念;沪股通;融资融券,11,600351,17
001201.SZ,猪肉;绿色电力;粤港澳大湾区,3,001201,33
600308.SH,环氧丙烷;一带一路;生物质能发电;绿色电力;智能物流;光伏概念;工业互联网;数字经济;数字孪生;DeepSeek概念;新型工业化;数据要素;AI应用;元宇宙;AI语料;沪股通;融资融券,17,600308,17
600052.SH,体育产业;文化传媒概念;国企改革;储能;锂电池概念,5,600052,17
600708.SH,租售同权;物业管理;特色小镇;上海国企改革;新型城镇化;土地流转;统一大市场;冷链物流;乡村振兴;国企改革;沪股通;融资融券,12,600708,17
300218.SZ,中俄贸易概念;一带一路;足球概念;石墨烯;新能源汽车;比亚迪概念;绿色电力;华为手机;消费电子概念;苹果概念;小米概念;芯片概念;华为概念,13,300218,33
300533.SZ,手机游戏;网络游戏;IP经济(谷子经济);阿里巴巴概念;创投;粤港澳大湾区;人民币贬值受益;新能源汽车;深股通,9,300533,33
002391.SZ,化肥;乡村振兴;人民币贬值受益,3,002391,33
605338.SH,预制菜;沪股通,2,605338,17
688698.SH,人形机器人;机器视觉;机器人概念;新能源汽车;专精特新;人工智能;高端装备;AI智能体;智能物流;储能;光伏概念;医疗器械概念;海工装备;氢能源;融资融券;沪股通,16,688698,17
603030.SH,建筑节能;装配式建筑;新型城镇化;养老概念;跨境电商;一带一路;长三角一体化;智能家居;人工智能;物联网,10,603030,17
300143.SZ,高压氧舱;养老概念;脑机接口;智能医疗;民营医院;医美概念;AI智能体;医疗器械概念;人工智能;DeepSeek概念;创投;物联网;机器人概念;AI应用;融资融券;深股通,16,300143,33
002719.SZ,乳业;西部大开发;新疆振兴,3,002719,33
300603.SZ,算力租赁;云计算;东数西算(算力);网络安全;智慧政务;信创;数据确权;腾讯概念;阿里巴巴概念;抖音概念(字节概念);百度概念;数据中心;区块链;数字乡村;时空大数据;ETC;智慧城市;安防;华为概念;DeepSeek概念;车联网(车路协同);物联网;数字经济;5G;独角兽概念;互联网金融;液冷服务器;文化传媒概念;AI应用;水利;网红经济;一带一路;西部大开发;新疆振兴;深股通,35,300603,33
301060.SZ,CRO概念;辅助生殖;猴痘概念;基因测序;幽门螺杆菌概念;肝炎概念;智能医疗;AI智能体;人工智能;专精特新;融资融券,11,301060,33
601118.SH,海南自贸区;可降解塑料;碳中和;农业种植;国企改革;乡村振兴;军工;融资融券;沪股通,9,601118,17
300961.SZ,新型城镇化;PPP概念;水利;鸿蒙概念;创投;净水概念;污水处理;海工装备;机器人概念;碳中和;股权转让(并购重组);融资融券,12,300961,33
603116.SH,跨境电商;C2M概念,2,603116,17
002425.SZ,手机游戏;文化传媒概念;NFT概念;IP经济(谷子经济);网络游戏;AIGC概念;元宇宙;抖音概念(字节概念);快手概念;阿里巴巴概念;腾讯概念;人工智能;云游戏;虚拟现实;AI应用;创投;华为概念;摘帽,18,002425,33
000068.SZ,PPP概念;国企改革;创投;粤港澳大湾区;锂电池概念;智慧城市,6,000068,33
002398.SZ,房屋检测;建筑节能;装配式建筑;新型城镇化;水利;地下管网;数字经济;光伏建筑一体化;人工智能;数字孪生;高铁;医疗器械概念;DeepSeek概念;海峡两岸;福建自贸区;ERP概念;碳中和;一带一路;AI智能体;AIGC概念;机器人概念;阿里巴巴概念;腾讯概念;华为鲲鹏;光伏概念;数据安全;水泥概念;华为欧拉;核电;3D打印;新能源汽车;储能;风电;华为昇腾;AI应用;数据中心;算力租赁;汽车电子;创新药,39,002398,33
300377.SZ,Web3.0;数字货币;华为鲲鹏;互联网金融;华为昇腾;AI智能体;区块链;信创;阿里巴巴概念;腾讯概念;DeepSeek概念;人工智能;华为概念;AI应用;机器人概念;粤港澳大湾区;深股通;股权转让(并购重组);融资融券,19,300377,33
605580.SH,培育钻石;固废处理;芯片概念;碳交易;绿色电力;沪股通,6,605580,17
000070.SZ,光纤概念;F5G概念;成飞概念;共封装光学(CPO);6G概念;大飞机;军工信息化;5G;卫星导航;军工;无人机;高铁;数据中心;智慧灯杆;国资云;特高压;深圳国企改革;低空经济;东数西算(算力);算力租赁;传感器;一带一路;华为概念;光伏概念;智慧城市;抖音概念(字节概念);百度概念;信创;腾讯概念;国企改革;人工智能;创投;阿里巴巴概念;智能电网;粤港澳大湾区;绿色电力;物业管理;深股通;摘帽,39,000070,33
605001.SH,高铁;高压氧舱;养老概念;一带一路;医美概念;机器人概念;新能源汽车;比亚迪概念;碳纤维;储能;芯片概念,11,605001,17
300875.SZ,核污染防治;军民融合;军工;核电;无人机;高端装备;低空经济;京津冀一体化;食品安全;专精特新;机器人概念;融资融券,12,300875,33
600692.SH,农业种植;乡村振兴;生态农业;土地流转;国企改革;创投;光伏建筑一体化;粮食概念;绿色电力;风电;2025年报预增;文化传媒概念;融资融券,13,600692,17
002154.SZ,证金持股;C2M概念;创投;数据要素;融资融券;深股通,6,002154,33
600180.SH,统一大市场;粮食概念;煤化工概念;大豆;航运概念;一带一路;煤炭概念;互联网金融;工业互联网;数据要素;沪股通;融资融券,12,600180,17
603456.SH,创新药;CRO概念;仿制药一致性评价;合成生物;智能医疗;人民币贬值受益;人工智能;DeepSeek概念;沪股通;融资融券,10,603456,17
002793.SZ,幽门螺杆菌概念;仿制药一致性评价;创新药;流感;医药电商;民营医院;医疗器械概念;股权转让(并购重组);深股通,9,002793,33
002162.SZ,职业教育;牙科医疗;人工智能;海峡两岸;智能医疗;养老概念;三胎概念;创投;机器人概念;民营医院;辅助生殖;参股保险;物业管理;租售同权,14,002162,33
002907.SZ,医药电商;仿制药一致性评价;流感;维生素;肝炎概念;创新药;幽门螺杆菌概念;减肥药;猴痘概念;西部大开发;人工智能;工业互联网;深股通,13,002907,33
688802.SH,科创次新股;注册制次新股;先进封装;芯片概念;人工智能;东数西算(算力);信创;新股与次新股;融资融券,9,688802,17
300181.SZ,医药电商;创新药;细胞免疫治疗;共同富裕示范区;独角兽概念;融资融券;深股通,7,300181,33
600774.SH,民营医院;辅助生殖;幽门螺杆菌概念;医美概念;创新药;医药电商;流感;三胎概念;医疗器械概念;物业管理;智能医疗;低空经济;DeepSeek概念;股权转让(并购重组),14,600774,17
000056.SZ,租售同权;物业管理;智能物流;物联网;固态电池;芯片概念;融资融券,7,000056,33
603402.SH,注册制次新股;旅游概念;文化传媒概念;西部大开发;国企改革;新股与次新股;融资融券,7,603402,17
600702.SH,白酒概念;旅游概念;C2M概念;西部大开发;回购增持再贷款概念;融资融券;沪股通,7,600702,17
601898.SH,煤炭概念;中字头股票;煤化工概念;化肥;同花顺中特估100;高股息精选;证金持股;央企国企改革;国企改革;沪股通;融资融券;乡村振兴,12,601898,17
300658.SZ,三胎概念;海峡两岸;福建自贸区;人民币贬值受益;股权转让(并购重组),5,300658,33
002283.SZ,高端装备;新能源汽车;比亚迪概念;减速器;机器人概念;工业互联网;回购增持再贷款概念;绿色电力;深股通;高股息精选;融资融券,11,002283,33
603385.SH,装配式建筑;雄安新区;智能家居,3,603385,17
300750.SZ,钠离子电池;动力电池回收;固态电池;同花顺漂亮100;宁德时代概念;锂电池概念;储能;长安汽车概念;华为汽车;换电概念;特斯拉概念;小米汽车;新能源汽车;同花顺出海50;同花顺新质50;融资融券;深股通,17,300750,33
601866.SH,航运概念;同花顺中特估100;参股银行;国企改革;上海自贸区;回购增持再贷款概念;央企国企改革;沪股通;融资融券;储能;数字经济;中字头股票,12,601866,17
301358.SZ,磷化工;动力电池回收;固态电池;锂电池概念;宁德时代概念;金属铜;储能;比亚迪概念;新能源汽车;2025年报预增;深股通;融资融券,12,301358,33
002116.SZ,装配式建筑;新型城镇化;污水处理;土壤修复;固废处理;垃圾分类;乡村振兴;雄安新区;建筑节能;特色小镇;国企改革;一带一路;参股券商;啤酒概念;智能物流;央企国企改革;光伏建筑一体化;机器人概念;人工智能;DeepSeek概念;数据要素;动力电池回收;固态电池;深股通;中字头股票,25,002116,33
603707.SH,仿制药一致性评价;减肥药;创新药;重组蛋白;智能医疗;人民币贬值受益;回购增持再贷款概念;AI应用;沪股通;融资融券,10,603707,17
688036.SH,语音技术;AI智能体;人工智能;DeepSeek概念;国产操作系统;MLOps概念;人民币贬值受益;AI手机;智能穿戴;AI眼镜;储能;同花顺漂亮100;消费电子概念;沪股通;融资融券,15,688036,17
300567.SZ,国家大基金持股;中芯国际概念;存储芯片;先进封装;OLED;富士康概念;MiniLED;柔性屏(折叠屏);芯片概念;苹果概念;AI眼镜;小米概念;比亚迪概念;宁德时代概念;MR(混合现实);机器视觉;锂电池概念;华为概念;虚拟现实;深股通;融资融券,21,300567,33
603117.SH,统一大市场;自由贸易港;航运概念,3,603117,17
600731.SH,农业种植;合成生物;乡村振兴;回购增持再贷款概念;国企改革;锂电池概念;人民币贬值受益;储能;商业航天,9,600731,17
300268.SZ,人民币贬值受益;ST板块;三胎概念;预制菜,4,300268,33
300359.SZ,在线教育;职业教育;数字经济;人工智能;DeepSeek概念;横琴新区;三胎概念;创投,8,300359,33
002592.SZ,ST板块;长安汽车概念;细胞免疫治疗;华为汽车;燃料电池;新能源汽车;西部大开发;文化传媒概念;汽车热管理;网络游戏;专精特新;2025年报预增;华为概念;军工,14,002592,33
300555.SZ,物联网;WiFi 6;数字孪生;量子科技;ST板块;人工智能;智慧城市;乡村振兴;文化传媒概念;农村电商,10,300555,33
000721.SZ,预制菜;职业教育;独角兽概念;国企改革;西部大开发;深股通,6,000721,33
300163.SZ,建筑节能;人民币贬值受益;专精特新;摘帽,4,300163,33
603939.SH,医药电商;家庭医生;沪股通;融资融券,4,603939,17
002546.SZ,电力物联网;智能电网;虚拟电厂;充电桩;2025年报预增;物联网;数据要素;深股通,8,002546,33
600300.SH,农业种植;乳业;粮食概念;生态农业;白酒概念;大豆;参股银行;乡村振兴;国企改革;创投;数字经济;沪股通,12,600300,17
002539.SZ,磷化工;化肥;硅能源;生态农业;锂电池概念;玉米;西部大开发;农业种植;乡村振兴;电子竞技;融资融券;深股通,12,002539,33
300534.SZ,流感;医药电商;创新药;三胎概念;医疗器械概念;食品安全;中俄贸易概念;西部大开发;参股券商;国企改革;专精特新;2025年报预增;股权转让(并购重组),13,300534,33
301638.SZ,电力物联网;虚拟电厂;智能电网;算力租赁;数据中心;东数西算(算力);多模态AI;网络安全;国产操作系统;数字孪生;碳中和;数据要素;区块链;AI应用;DeepSeek概念;鸿蒙概念;量子科技;注册制次新股;物联网;人工智能;数字经济;卫星导航;央企国企改革;无人机;传感器;粤港澳大湾区;国企改革;芯片概念;深股通;新股与次新股;融资融券,31,301638,33
600340.SH,特色小镇;低空经济;京津冀一体化;智慧城市;雄安新区;人工智能;DeepSeek概念;PPP概念;新型城镇化;沪股通;融资融券;股权转让(并购重组),12,600340,17
000856.SZ,建筑节能;水泥概念;京津冀一体化;智能电网;机器人概念;高端装备;国企改革,7,000856,33
002512.SZ,卫星导航;商业航天;6G概念;虚拟数字人;智慧政务;华为鲲鹏;数字乡村;在线教育;鸿蒙概念;人工智能;智慧城市;数字经济;互联网金融;DeepSeek概念;福建自贸区;5G;海峡两岸;物联网;机器人概念;小米概念;消费电子概念;一带一路;乡村振兴;ST板块,24,002512,33
000503.SZ,DRG/DIP;家庭医生;AI智能体;数据要素;数据确权;智能医疗;人工智能;数字经济;养老概念;华为概念;国企改革;AI应用;央企国企改革;回购增持再贷款概念;深股通;融资融券,16,000503,33
300142.SZ,生物疫苗;流感;创新药;合成生物;西部大开发;深股通;融资融券,7,300142,33
000597.SZ,流感;仿制药一致性评价;维生素;医药电商;创新药;辅助生殖;细胞免疫治疗;回购增持再贷款概念;深股通,9,000597,33
300004.SZ,3D打印;核电;专精特新;PM2.5;粤港澳大湾区;一带一路;国企改革,7,300004,33
002408.SZ,环氧丙烷;可降解塑料;氢能源;国企改革;碳纤维;深股通;融资融券,7,002408,33
300604.SZ,国家大基金持股;存储芯片;芯片概念;专精特新;2025年报预增;海峡两岸;融资融券;深股通,8,300604,33
688796.SH,科创次新股;CRO概念;基因测序;智能医疗;AI智能体;注册制次新股;人民币贬值受益;2025年报预增;沪股通;新股与次新股;融资融券,11,688796,17
603345.SH,预制菜;福建自贸区;海峡两岸;沪股通;融资融券,5,603345,17
600479.SH,医药电商;流感;仿制药一致性评价;肝炎概念;创新药;农业种植;三胎概念;国企改革;数字经济;人工智能;DeepSeek概念;工业互联网,12,600479,17
600212.SH,换电概念;充电桩;储能;新能源汽车;机器人概念;宁德时代概念;无人机;高压快充;专精特新;人工智能;一带一路;回购增持再贷款概念;新疆振兴;沪股通;融资融券,15,600212,17
000573.SZ,金属回收;广东自贸区;物业管理;锂电池概念;动力电池回收;金属铅;粤港澳大湾区;创投;互联网金融,9,000573,33
600477.SH,HJT电池;钙钛矿电池;建筑节能;光伏建筑一体化;工业互联网;雄安新区;装配式建筑;一带一路;储能;沪股通;融资融券,11,600477,17
002707.SZ,冰雪产业;旅游概念;AI应用;IP经济(谷子经济);体育产业;露营经济;跨境支付(CIPS);区块链;足球概念;AI智能体;互联网金融;阿里巴巴概念;宠物经济;乡村振兴;人工智能;京津冀一体化;一带一路;深股通;融资融券,19,002707,33
600833.SH,医药电商;宠物经济;上海国企改革;国企改革,4,600833,17
002573.SZ,固废处理;PPP概念;污水处理;土壤修复;国企改革;碳中和;雄安新区;天然气;煤化工概念;水利;京津冀一体化;金属回收;创投;PM2.5;金属铜;数字孪生;机器人概念;深股通;融资融券,19,002573,33
600076.SH,芯片概念;碳交易;碳中和;回购增持再贷款概念;乡村振兴;国企改革;土地流转;融资融券,8,600076,17
300105.SZ,风电;超超临界发电;碳中和;固废处理;储能;雄安新区;光伏概念;PM2.5;国企改革;央企国企改革;华为概念;DeepSeek概念,12,300105,33
301266.SZ,BC电池;HJT电池;光伏概念;专精特新;数据中心;超导概念;硅能源;融资融券,8,301266,33
002321.SZ,养鸡;土地流转;预制菜;农村电商;乡村振兴;食品安全;区块链;深股通,8,002321,33
600602.SH,算力租赁;云计算;东数西算(算力);智慧政务;信创;国资云;腾讯概念;阿里巴巴概念;AI智能体;数据要素;区块链;数据中心;液冷服务器;智慧城市;华为概念;数字孪生;DeepSeek概念;物联网;数字经济;人工智能;职业教育;智能医疗;军工;食品安全;PPP概念;上海国企改革;国企改革;沪股通;融资融券,29,600602,17
300491.SZ,高压快充;数据中心;智能电网;汽车电子;充电桩;换电概念;军工;2025年报预增;新能源汽车;储能;京津冀一体化;雄安新区,12,300491,33
300715.SZ,长三角一体化;光伏概念;光伏建筑一体化;专精特新;芯片概念,5,300715,33
601216.SH,煤化工概念;煤炭概念;水泥概念;可降解塑料;天然气;绿色电力;参股银行;氢能源;参股券商;西部大开发;航运概念;统一大市场;互联网金融;数字经济;生物疫苗;智能物流;阿里巴巴概念;沪股通;融资融券,19,601216,17
000953.SZ,维生素;化肥;西部大开发;CRO概念;海峡两岸;股权转让(并购重组),6,000953,33
001287.SZ,国家大基金持股;存储芯片;MCU芯片;华为海思概念股;芯片概念;WiFi 6;富士康概念;无线耳机;英伟达概念;毫米波雷达;智能座舱;汽车电子;消费电子概念;小米概念;星闪概念;人形机器人;机器视觉;卫星导航;比亚迪概念;语音技术;物联网;小米汽车;机器人概念;网络安全;低空经济;新能源汽车;智能家居;充电桩;粤港澳大湾区;长安汽车概念;储能;智能电网;核污染防治;数据要素;人工智能;DeepSeek概念;智能物流;跨境电商;央企国企改革;乡村振兴;国企改革;深股通;中字头股票;融资融券,44,001287,33
600389.SH,草甘膦;磷化工;乡村振兴;2025年报预增;融资融券;沪股通,6,600389,17
600089.SH,柔性直流输电;抽水蓄能;特高压;智能电网;虚拟电厂;超超临界发电;风电;高压快充;核电;绿色电力;充电桩;储能;光伏概念;雅下水电概念;海工装备;黄金概念;煤炭概念;数据中心;水利;一带一路;硅能源;新疆振兴;新能源汽车;工业互联网;雄安新区;煤化工概念;西部大开发;沪股通;融资融券;物联网;创投;天然气;数字经济,33,600089,17
600125.SH,航运概念;统一大市场;冷链物流;国企改革;中俄贸易概念;一带一路;碳中和;沪股通;融资融券,9,600125,17
600845.SH,算力租赁;云计算;东数西算(算力);AI智能体;中国AI 50;ERP概念;数据中心;DeepSeek概念;车联网(车路协同);华为概念;工业互联网;液冷服务器;新型工业化;机器人概念;人形机器人;央企国企改革;上海自贸区;国企改革;AI应用;融资融券;沪股通,21,600845,17
605099.SH,足球概念;体育产业;人民币贬值受益;沪股通,4,605099,17
301529.SZ,传感器;新能源汽车;汽车电子;比亚迪概念;5G;中俄贸易概念;回购增持再贷款概念;深股通;融资融券,9,301529,33
300558.SZ,细胞免疫治疗;重组蛋白;创新药;眼科医疗;基因测序;智能医疗;深股通;融资融券,8,300558,33
600620.SH,物业管理;民营医院;养老概念;智能物流;光伏概念;储能;HJT电池;融资融券,8,600620,17
300081.SZ,网络游戏;在线教育;Web3.0;数字水印;数据确权;区块链;智慧政务;IP经济(谷子经济);三胎概念;ChatGPT概念;数据安全;数字乡村;虚拟数字人;AIGC概念;AI智能体;数字经济;短剧游戏;文化传媒概念;空间计算;元宇宙;人工智能;京津冀一体化;量子科技;算力租赁;乡村振兴;ST板块;虚拟现实;东数西算(算力);海峡两岸;华为概念;MR(混合现实);机器人概念;AI应用,33,300081,33
000055.SZ,装配式建筑;建筑节能;乡村振兴;物业管理;房屋检测;一带一路;光伏建筑一体化;绿色电力;数字经济;粤港澳大湾区;高铁;DeepSeek概念;AI应用;光伏概念;融资融券,15,000055,33
000910.SZ,锂电池概念;融资融券,2,000910,33
600730.SH,物业管理;创投;化债概念(AMC概念);人工智能;参股券商;信创;职业教育;在线教育;DeepSeek概念;国企改革;AI应用;融资融券;沪股通;股权转让(并购重组),14,600730,17
605177.SH,合成生物;阿尔茨海默概念;仿制药一致性评价,3,605177,17
301049.SZ,医疗废物处理;固废处理;储能;汽车拆解概念;锂电池概念;动力电池回收;金属回收;融资融券,8,301049,33
002331.SZ,ETC;智能物流;水利;安防;数字孪生;华为概念;雄安新区;智慧城市;数字乡村;数字经济;DeepSeek概念;区块链;智慧政务;华为鲲鹏;鸿蒙概念;华为昇腾;航运概念,17,002331,33
605296.SH,猪肉;预制菜;乡村振兴;西部大开发;回购增持再贷款概念;沪股通,6,605296,17
002479.SZ,生物质能发电;绿色电力;固废处理;污水处理;PPP概念;垃圾分类;国企改革;金属回收;金属铜;黄金概念,10,002479,33
301039.SZ,冷链物流;氢能源;高端装备;统一大市场;新能源汽车;人民币贬值受益;智能物流;无人驾驶;华为概念;融资融券;深股通,11,301039,33
603320.SH,空气能热泵;家用电器,2,603320,17
002755.SZ,创新药;仿制药一致性评价;幽门螺杆菌概念;流感;医药电商;融资融券;深股通,7,002755,33
002004.SZ,毛发医疗;医药电商;仿制药一致性评价;民营医院;创新药;医美概念;煤化工概念;细胞免疫治疗;氟化工概念;转基因;西部大开发;三胎概念;旅游概念;深股通;融资融券,15,002004,33
300126.SZ,人民币贬值受益,1,300126,33
601007.SH,预制菜;网红经济;物业管理;参股保险;国企改革;2025年报预增,6,601007,17
300895.SZ,算力租赁;数据确权;国资云;云计算;数据安全;网络安全;东数西算(算力);抖音概念(字节概念);阿里巴巴概念;数据要素;电力物联网;量子科技;数字孪生;DeepSeek概念;数据中心;数字经济;华为概念;物联网;京津冀一体化;核电;国企改革;深股通;融资融券,23,300895,33
001207.SZ,特高压;固态电池,2,001207,33
002352.SZ,超级品牌;统一大市场;冷链物流;同花顺漂亮100;跨境电商;智能物流;深股通;人工智能;区块链;数据要素;低空经济;机器人概念;无人驾驶;无人机;融资融券,15,002352,33
002659.SZ,在线教育;百度概念;智谱AI;职业教育;腾讯概念;人工智能;数字经济;体育产业;足球概念;京津冀一体化;华为概念;冰雪产业;国企改革;股权转让(并购重组),14,002659,33
600080.SH,流感;创新药;医疗器械概念;西部大开发,4,600080,17
001286.SZ,煤炭概念;超超临界发电;国企改革;西部大开发;回购增持再贷款概念;充电桩;换电概念;深股通;融资融券,9,001286,33
688372.SH,先进封装;存储芯片;汽车芯片;MCU芯片;芯片概念;消费电子概念;2025年报预增;沪股通;融资融券,9,688372,17
002311.SZ,猪肉;宠物经济;同花顺漂亮100;生态农业;深股通;融资融券,6,002311,33
002551.SZ,养老概念;医疗器械概念;人民币贬值受益;粤港澳大湾区;独角兽概念,5,002551,33
605162.SH,虚拟电厂;碳交易;碳中和;绿色电力;储能,5,605162,17
301035.SZ,草甘膦;回购增持再贷款概念;人民币贬值受益;2025年报预增;深股通;融资融券,6,301035,33
