股票代码,code,所属概念数量,所属概念,market_code
002651.SZ,002651,11,西部大开发;军民融合;成飞概念;大飞机;军工;低空经济;高端装备;无人机;机器人概念;商业航天;深股通,33
000498.SZ,000498,13,高股息精选;同花顺中特估100;PPP概念;国企改革;装配式建筑;水利;一带一路;绿色电力;高铁;智慧城市;腾讯概念;深股通;融资融券,33
000530.SZ,000530,21,无人零售;空气能热泵;数字经济;体育产业;独角兽概念;中俄贸易概念;数据中心(AIDC);海工装备;碳中和;冰雪产业;储能;军工;比亚迪概念;核电;液冷服务器;统一大市场;军民融合;冷链物流;氢能源;汽车热管理;融资融券,33
300492.SZ,300492,8,AI应用;职业教育;人工智能;在线教育;西部大开发;2025年报预增;融资融券;深股通,33
600525.SH,600525,20,ST板块;虚拟电厂;智能电网;特高压;充电桩;MR(混合现实);储能;华为概念;粤港澳大湾区;新型工业化;锂电池概念;医疗器械概念;光伏概念;宁德时代概念;新能源汽车;比亚迪概念;消费电子概念;芯片概念;富士康概念;PCB概念,22
920066.BJ,920066,5,染料;新能源汽车;专精特新;家用电器;融资融券,151
300888.SZ,300888,8,医药电商;医美概念;三胎概念;养老概念;跨境电商;医疗器械概念;深股通;融资融券,33
920123.BJ,920123,4,融资融券;合成生物;医美概念;DeepSeek概念,151
920160.BJ,920160,6,专精特新;高端装备;新股与次新股;融资融券;国企改革;央企国企改革,151
920519.BJ,920519,4,西部大开发;融资融券;专精特新;军工,151
605499.SH,605499,4,数字经济;粤港澳大湾区;融资融券;沪股通,17
002779.SZ,002779,7,机器人概念;人民币贬值受益;2025年报预增;华为概念;乡村振兴;融资融券;深股通,33
920950.BJ,920950,2,融资融券;人民币贬值受益,151
600787.SH,600787,14,证金持股;统一大市场;冷链物流;国企改革;央企国企改革;京津冀一体化;中俄贸易概念;一带一路;智能物流;车联网(车路协同);物联网;沪股通;融资融券;中字头股票,17
601877.SH,601877,18,虚拟电厂;智能电网;绿色电力;光伏建筑一体化;充电桩;风电;储能;阿里巴巴概念;数据中心(AIDC);光伏概念;人工智能;物联网;一带一路;锂电池概念;机器人概念;特斯拉概念;沪股通;融资融券,17
603229.SH,603229,6,CRO概念;创新药;肝炎概念;人民币贬值受益;融资融券;沪股通,17
600550.SH,600550,18,柔性直流输电;抽水蓄能;智能电网;虚拟电厂;特高压;超超临界发电;核电;可控核聚变;雄安新区;央企国企改革;京津冀一体化;海峡两岸;国企改革;乡村振兴;2025年报预增;股权转让(并购重组);沪股通;融资融券,17
600018.SH,600018,18,高股息精选;同花顺中特估100;证金持股;免税店;航运概念;自由贸易港;上海国企改革;参股银行;国企改革;体育产业;足球概念;一带一路;创投;上海自贸区;长三角一体化;沪股通;融资融券;F5G概念,17
601789.SH,601789,18,国资云;东数西算(算力);腾讯概念;阿里巴巴概念;数据中心(AIDC);区块链;百度概念;房屋检测;水利;新型城镇化;装配式建筑;PPP概念;低空经济;地下管网;国企改革;参股券商;沪股通;融资融券,17
601500.SH,601500,9,国企改革;一带一路;AI应用;人民币贬值受益;工业互联网;新能源汽车;股权转让(并购重组);融资融券;沪股通,17
600529.SH,600529,5,国企改革;医疗器械概念;股权转让(并购重组);沪股通;融资融券,17
301008.SZ,301008,9,减速器;人形机器人;专精特新;传感器;机器人概念;家用电器;新能源汽车;智能家居;融资融券,33
601696.SH,601696,3,期货概念;沪股通;融资融券,17
601886.SH,601886,13,高股息精选;眼科医疗;民营医院;医美概念;装配式建筑;建筑节能;一带一路;光伏建筑一体化;绿色电力;融资融券;数字经济;光伏概念;沪股通,17
002137.SZ,002137,20,先进封装;芯片概念;汽车电子;消费电子概念;无线耳机;5G;智能穿戴;光伏概念;华为概念;新能源汽车;物联网;抖音概念(字节概念);粤港澳大湾区;智能家居;区块链;数字经济;人民币贬值受益;文化传媒概念;网红经济;深股通,33
920239.BJ,920239,11,锂电池概念;钠离子电池;西部大开发;融资融券;无人机;智能穿戴;国企改革;固态电池;储能;人形机器人;专精特新,151
688635.SH,688635,11,科创次新股;光纤概念;注册制次新股;数据中心(AIDC);东数西算(算力);华为概念;商业航天;专精特新;军工;新股与次新股;融资融券,17
301571.SZ,301571,7,商业航天;军工;卫星导航;芯片概念;专精特新;深股通;融资融券,33
600009.SH,600009,9,证金持股;免税店;同花顺中特估100;上海国企改革;同花顺漂亮100;上海自贸区;国企改革;沪股通;融资融券,17
300056.SZ,300056,16,垃圾分类;污水处理;算力租赁;海峡两岸;PPP概念;燃料电池;福建自贸区;固废处理;钙钛矿电池;金属回收;东数西算(算力);PVDF概念;锂电池概念;金属铜;黄金概念;股权转让(并购重组),33
300951.SZ,300951,14,苹果概念;富士康概念;汽车电子;消费电子概念;智能穿戴;智能座舱;虚拟现实;专精特新;新能源汽车;新型烟草(电子烟);低空经济;锂电池概念;深股通;融资融券,33
301198.SZ,301198,6,跨境电商;智能物流;比亚迪概念;华为概念;特斯拉概念;融资融券,33
002183.SZ,002183,39,卫星导航;5G;商业航天;数据中心(AIDC);消费电子概念;东数西算(算力);充电桩;无人机;华为概念;新能源汽车;低空经济;储能;粤港澳大湾区;信创;芯片概念;国产操作系统;云计算;智能物流;华为鲲鹏;鸿蒙概念;人工智能;DeepSeek概念;一带一路;深圳国企改革;创投;金属回收;锂电池概念;存储芯片;统一大市场;智能医疗;跨境支付(CIPS);冷链物流;国企改革;物业管理;乳业;医药电商;白酒概念;深股通;融资融券,33
603130.SH,603130,2,共同富裕示范区;沪股通,17
688231.SH,688231,7,3D打印;航空发动机;军工;军民融合;高铁;沪股通;融资融券,17
000048.SZ,000048,11,养鸡;猪肉;文化传媒概念;乡村振兴;物业管理;IP经济(谷子经济);粤港澳大湾区;机器人概念;人形机器人;融资融券;深股通,33
002036.SZ,002036,37,华为汽车;智能座舱;人形机器人;毫米波雷达;MR(混合现实);虚拟现实;特斯拉概念;元宇宙;汽车电子;无人驾驶;机器视觉;安防;智能穿戴;传感器;机器人概念;百度概念;英伟达概念;无线充电;无线耳机;新能源汽车;华为概念;比亚迪概念;苹果概念;无人机;消费电子概念;智能家居;AI眼镜;低空经济;军民融合;创投;一带一路;OLED;芯片概念;共封装光学(CPO);深股通;股权转让(并购重组);融资融券,33
600283.SH,600283,20,地下管网;PPP概念;新疆振兴;生物质能发电;新型城镇化;绿色电力;水利;固废处理;污水处理;净水概念;数据确权;创投;DeepSeek概念;数字经济;数字孪生;数据要素;AI智能体;人工智能;智慧城市;沪股通,17
600637.SH,600637,21,AI智能体;AI应用;腾讯概念;短剧游戏;云游戏;百度概念;智慧城市;虚拟现实;人工智能;在线教育;文化传媒概念;5G;电子竞技;网络游戏;创投;旅游概念;上海国企改革;国企改革;证金持股;沪股通;融资融券,17
000333.SZ,000333,25,超级品牌;高股息精选;证金持股;同花顺漂亮100;同花顺出海50;净水概念;空气能热泵;深股通;融资融券;家用电器;一带一路;智能家居;汽车热管理;工业互联网;机器人概念;AI智能体;人形机器人;物联网;储能;华为概念;智能电网;液冷服务器;芯片概念;数据中心(AIDC);MCU芯片,33
603619.SH,603619,8,俄乌冲突概念;天然气;新疆振兴;一带一路;海工装备;沪股通;机器人概念;融资融券,17
601238.SH,601238,28,同花顺漂亮100;国企改革;两轮车;网约车;氢能源;动力电池回收;飞行汽车(eVTOL);华为汽车;燃料电池;车联网(车路协同);低空经济;机器人概念;石墨烯;无人驾驶;储能;人形机器人;充电桩;新能源汽车;锂电池概念;华为概念;商业航天;宁德时代概念;智能座舱;固态电池;沪股通;融资融券;英伟达概念;汽车芯片,17
300069.SZ,300069,6,特高压;燃料电池;智能电网;商业航天;核电;文化传媒概念,33
600933.SH,600933,10,汽车热管理;人形机器人;一体化压铸;机器人概念;人民币贬值受益;新能源汽车;一带一路;沪股通;共封装光学(CPO);融资融券,17
603173.SH,603173,11,共同富裕示范区;长三角一体化;专精特新;海工装备;一带一路;2025年报预增;核电;氢能源;天然气;芯片概念;沪股通,17
000538.SZ,000538,13,超级品牌;高股息精选;医药电商;证金持股;创新药;同花顺漂亮100;医美概念;工业大麻;参股券商;西部大开发;深股通;融资融券;华为概念,33
603139.SH,603139,14,牙科医疗;NMN概念;医疗器械概念;农业种植;毛发医疗;乡村振兴;西部大开发;幽门螺杆菌概念;合成生物;三胎概念;流感;医药电商;肝炎概念;股权转让(并购重组),17
000603.SZ,000603,10,金属铅;金属锌;黄金概念;金属铜;金属镍;小金属概念;2026一季报预增;文化传媒概念;深股通;融资融券,33
300410.SZ,300410,22,PCB概念;苹果概念;先进封装;消费电子概念;OLED;5G;芯片概念;宁德时代概念;BC电池;比亚迪概念;光伏概念;锂电池概念;华为概念;新能源汽车;专精特新;储能;粤港澳大湾区;高端装备;机器人概念;工业互联网;食品安全;国企改革,33
000596.SZ,000596,4,白酒概念;国企改革;深股通;融资融券,33
601827.SH,601827,10,生物质能发电;绿色电力;PPP概念;国企改革;固废处理;垃圾分类;污水处理;西部大开发;储能;沪股通,17
920261.BJ,920261,3,融资融券;环氧丙烷;体育产业,151
603727.SH,603727,8,俄乌冲突概念;天然气;京津冀一体化;中俄贸易概念;一带一路;锂电池概念;海工装备;融资融券,17
002664.SZ,002664,14,人形机器人;华为汽车;特斯拉概念;机器人概念;新能源汽车;比亚迪概念;无人机;低空经济;汽车电子;小米概念;华为概念;2025年报预增;深股通;融资融券,33
002737.SZ,002737,9,流感;医药电商;创新药;肝炎概念;维生素;三胎概念;黑龙江自贸区;深股通;融资融券,33
600666.SH,600666,19,算力租赁;东数西算(算力);云计算;数据确权;AI视频;AIGC概念;AI智能体;数据要素;AI应用;蚂蚁集团概念;短剧游戏;DeepSeek概念;人工智能;比亚迪概念;高端装备;OLED;黑龙江自贸区;新疆振兴;沪股通,17
688175.SH,688175,11,网络安全;军工信息化;物联网;5G;6G概念;军工;人工智能;商业航天;数据要素;股权转让(并购重组);融资融券,17
002516.SZ,002516,18,智能穿戴;机器人概念;华为汽车;新能源汽车;汽车电子;消费电子概念;无人驾驶;芯片概念;商业航天;华为手机;卫星导航;先进封装;汽车芯片;5G;国企改革;绿色电力;深股通;股权转让(并购重组),33
000589.SZ,000589,10,参股银行;国企改革;西部大开发;一带一路;机器人概念;新能源汽车;军工;无人机;深股通;融资融券,33
688739.SH,688739,6,生物疫苗;流感;重组蛋白;创新药;融资融券;沪股通,17
000001.SZ,000001,5,高股息精选;证金持股;跨境支付(CIPS);深股通;融资融券,33
920111.BJ,920111,4,共同富裕示范区;专精特新;融资融券;新能源汽车,151
301589.SZ,301589,12,人工智能;智慧城市;创投;虚拟现实;西部大开发;芯片概念;体育产业;MicroLED概念;MiniLED;足球概念;融资融券;深股通,33
600583.SH,600583,16,天然气;国企改革;央企国企改革;氢能源;京津冀一体化;一带一路;绿色电力;海工装备;数字孪生;风电;DeepSeek概念;高端装备;机器人概念;沪股通;融资融券;数据中心(AIDC),17
300043.SZ,300043,21,NFT概念;手机游戏;电子竞技;网络游戏;IP经济(谷子经济);文化传媒概念;云游戏;元宇宙;AI应用;跨境电商;抖音概念(字节概念);鸿蒙概念;三胎概念;腾讯概念;人工智能;数字货币;横琴新区;粤港澳大湾区;人民币贬值受益;华为概念;深股通,33
600871.SH,600871,13,可燃冰;页岩气;俄乌冲突概念;天然气;国企改革;碳中和;央企国企改革;氢能源;雄安新区;一带一路;海工装备;融资融券;沪股通,17
001330.SZ,001330,12,短剧游戏;IP经济(谷子经济);文化传媒概念;AI视频;AIGC概念;腾讯概念;抖音概念(字节概念);AI应用;阿里巴巴概念;新疆振兴;西部大开发;深股通,33
600233.SH,600233,7,统一大市场;跨境电商;长三角一体化;智能物流;沪股通;阿里巴巴概念;融资融券,17
688506.SH,688506,5,创新药;西部大开发;人民币贬值受益;沪股通;融资融券,17
300652.SZ,300652,10,人形机器人;无人驾驶;机器人概念;长安汽车概念;新能源汽车;芯片概念;专精特新;共封装光学(CPO);脑机接口;深股通,33
600827.SH,600827,10,参股券商;上海国企改革;IP经济(谷子经济);国企改革;创投;阿里巴巴概念;沪股通;融资融券;华为概念;AI眼镜,17
002101.SZ,002101,22,农机;国企改革;创投;横琴新区;一体化压铸;华为汽车;飞行汽车(eVTOL);机器人概念;低空经济;粤港澳大湾区;特斯拉概念;新能源汽车;无人机;比亚迪概念;华为概念;3D打印;宁德时代概念;毫米波雷达;汽车电子;5G;深股通;融资融券,33
600265.SH,600265,4,ST板块;农业种植;西部大开发;算力租赁,22
301552.SZ,301552,13,军民融合;军工;血氧仪;低空经济;专精特新;比亚迪概念;新能源汽车;小米汽车;特斯拉概念;医疗器械概念;华为概念;小米概念;融资融券,33
001289.SZ,001289,15,抽水蓄能;碳交易;绿色电力;新疆振兴;碳中和;风电;国企改革;央企国企改革;乡村振兴;光热发电;同花顺漂亮100;DeepSeek概念;一带一路;融资融券;深股通,33
301286.SZ,301286,13,芯片概念;商业航天;成飞概念;华为概念;宁德时代概念;军工;2025年报预增;军民融合;医疗器械概念;雅下水电概念;西部大开发;深股通;融资融券,33
002060.SZ,002060,18,抽水蓄能;绿色电力;PPP概念;高股息精选;国企改革;风电;水利;新型城镇化;乡村振兴;污水处理;一带一路;氢能源;智慧城市;储能;粤港澳大湾区;燃料电池;深股通;融资融券,33
603055.SH,603055,4,一带一路;长三角一体化;沪股通;融资融券,17
603666.SH,603666,19,新型工业化;机器视觉;人形机器人;传感器;机器人概念;专精特新;低空经济;人工智能;华为概念;充电桩;无人机;ChatGPT概念;AIGC概念;多模态AI;腾讯概念;脑机接口;医疗器械概念;智能电网;沪股通,17
301587.SZ,301587,8,固态电池;锂电池概念;特斯拉概念;新能源汽车;储能;低空经济;商业航天;融资融券,33
301507.SZ,301507,9,维生素;医药电商;医美概念;三胎概念;毛发医疗;医疗器械概念;共同富裕示范区;深股通;融资融券,33
600537.SH,600537,8,ST板块;绿色电力;光伏建筑一体化;硅能源;光伏概念;TOPCON电池;钙钛矿电池;5G,22
002194.SZ,002194,14,6G概念;职业教育;毫米波雷达;卫星导航;军工;华为概念;商业航天;5G;汽车电子;创投;芯片概念;共封装光学(CPO);融资融券;深股通,33
301520.SZ,301520,7,仿制药一致性评价;创新药;CRO概念;减肥药;食品安全;DeepSeek概念;融资融券,33
600259.SH,600259,11,稀土永磁;小金属概念;2026一季报预增;金属铜;粤港澳大湾区;海南自贸区;央企国企改革;国企改革;融资融券;中字头股票;沪股通,17
605066.SH,605066,17,电力物联网;智能电网;充电桩;虚拟数字人;AI应用;人工智能;物联网;AI智能体;碳中和;风电;储能;工业互联网;东数西算(算力);智能家居;数据中心(AIDC);光伏概念;机器人概念,17
002695.SZ,002695,6,预制菜;冷链物流;宠物经济;2025年报预增;深股通;融资融券,33
688365.SH,688365,19,小红书概念;ERP概念;智谱AI;财税数字化;云办公;ChatGPT概念;拼多多概念;AIGC概念;云计算;抖音概念(字节概念);AI应用;AI智能体;阿里巴巴概念;数字经济;DeepSeek概念;人工智能;跨境电商;沪股通;融资融券,17
688176.SH,688176,3,创新药;沪股通;融资融券,17
605288.SH,605288,9,新能源汽车;智能家居;人民币贬值受益;医疗器械概念;智能医疗;一带一路;光伏概念;创投;沪股通,17
001227.SZ,001227,6,高股息精选;参股券商;西部大开发;一带一路;互联网金融;深股通,33
002541.SZ,002541,7,同花顺中特估100;PPP概念;装配式建筑;机器人概念;光伏概念;融资融券;深股通,33
301059.SZ,301059,3,有机硅概念;专精特新;融资融券,33
603459.SH,603459,25,共封装光学(CPO);PCB概念;注册制次新股;华为手机;存储芯片;MiniLED;富士康概念;汽车电子;智能座舱;消费电子概念;智能穿戴;芯片概念;小米概念;卫星导航;比亚迪概念;东数西算(算力);商业航天;无人驾驶;虚拟现实;华为概念;机器人概念;锂电池概念;一带一路;新股与次新股;融资融券,17
002163.SZ,002163,7,海南自贸区;国企改革;免税店;光伏建筑一体化;宠物经济;融资融券;深股通,33
688687.SH,688687,5,重组蛋白;肝炎概念;创新药;仿制药一致性评价;融资融券,17
300145.SZ,300145,26,中芯国际概念;空气能热泵;液冷服务器;数据中心(AIDC);专精特新;腾讯概念;智慧城市;比亚迪概念;军工;水利;储能;垃圾分类;净水概念;土壤修复;中俄贸易概念;新型城镇化;核电;创投;风电;污水处理;PPP概念;固废处理;国企改革;金属回收;深股通;融资融券,33
300979.SZ,300979,6,三胎概念;体育产业;人民币贬值受益;绿色电力;融资融券;深股通,33
300760.SZ,300760,11,同花顺漂亮100;宠物经济;医疗器械概念;智能医疗;同花顺出海50;AI应用;DeepSeek概念;AIGC概念;机器人概念;融资融券;深股通,33
603338.SH,603338,7,人民币贬值受益;高端装备;一带一路;机器人概念;军民融合;沪股通;融资融券,17
600057.SH,600057,16,玉米;土地流转;统一大市场;农业种植;冷链物流;乡村振兴;国企改革;福建自贸区;一带一路;智能物流;海峡两岸;DeepSeek概念;数据要素;商业航天;沪股通;融资融券,17
600019.SH,600019,16,同花顺中特估100;证金持股;高股息精选;同花顺漂亮100;特钢概念;参股银行;国企改革;央企国企改革;石墨电极;一带一路;沪股通;融资融券;AI智能体;核电;新能源汽车;特斯拉概念,17
601127.SH,601127,18,华为汽车;参股银行;飞行汽车(eVTOL);人形机器人;沪股通;西部大开发;车联网(车路协同);机器人概念;人工智能;抖音概念(字节概念);无人驾驶;低空经济;新能源汽车;无线充电;华为概念;固态电池;股权转让(并购重组);融资融券,17
000987.SZ,000987,14,期货概念;化债概念(AMC概念);参股券商;乡村振兴;国企改革;绿色电力;独角兽概念;创投;2025年报预增;风电;粤港澳大湾区;2026一季报预增;深股通;融资融券,33
002797.SZ,002797,4,期货概念;区块链;深股通;融资融券,33
300311.SZ,300311,18,网络安全;数据安全;人脸识别;华为鲲鹏;智慧政务;创投;数字经济;工业互联网;人工智能;电子身份证;DeepSeek概念;区块链;AI应用;车联网(车路协同);粤港澳大湾区;数据中心(AIDC);网络游戏;ST板块,33
688298.SH,688298,14,禽流感;猴痘概念;肝炎概念;生物疫苗;基因测序;芬太尼;宠物经济;动物疫苗;智能医疗;医疗器械概念;食品安全;人民币贬值受益;沪股通;融资融券,17
600475.SH,600475,30,垃圾分类;PPP概念;碳交易;土壤修复;生物质能发电;信托概念;光伏建筑一体化;建筑节能;碳中和;乡村振兴;污水处理;固废处理;数字孪生;数字经济;智慧城市;绿色电力;一带一路;化债概念(AMC概念);氢能源;国企改革;抖音概念(字节概念);参股券商;储能;专精特新;数据中心(AIDC);华为概念;硅能源;光伏概念;沪股通;融资融券,17
688282.SH,688282,9,卫星导航;商业航天;无人机;军民融合;军工;无人驾驶;专精特新;沪股通;融资融券,17
600600.SH,600600,7,超级品牌;啤酒概念;证金持股;同花顺漂亮100;国企改革;沪股通;融资融券,17
603271.SH,603271,18,锂电池概念;家用电器;钠离子电池;高铁;华为概念;固态电池;宁德时代概念;低空经济;比亚迪概念;储能;绿色电力;消费电子概念;新能源汽车;数据中心(AIDC);5G;PCB概念;沪股通;融资融券,17
600449.SH,600449,14,国资云;水泥概念;算力租赁;统一大市场;参股银行;人工智能;智能物流;国企改革;西部大开发;东数西算(算力);央企国企改革;数据中心(AIDC);融资融券;沪股通,17
000009.SZ,000009,35,石墨电极;动力电池回收;钠离子电池;土地流转;农机;物业管理;金属回收;石墨烯;金属钴;固态电池;一带一路;锂电池概念;创投;氢能源;小金属概念;金属镍;宁德时代概念;燃料电池;黄金概念;硅能源;储能;粤港澳大湾区;减速器;机器人概念;新能源汽车;军工;比亚迪概念;充电桩;人形机器人;3D打印;高压快充;液冷服务器;深股通;融资融券;无线充电,33
688646.SH,688646,21,固态电池;锂电池概念;芯片概念;比亚迪概念;宁德时代概念;钠离子电池;专精特新;钙钛矿电池;储能;机器视觉;新能源汽车;长安汽车概念;动力电池回收;机器人概念;人形机器人;超级电容;新型工业化;一带一路;智能物流;装配式建筑;ST板块,22
600874.SH,600874,13,证金持股;PPP概念;固废处理;国企改革;污水处理;雄安新区;地下管网;绿色电力;京津冀一体化;储能;机器人概念;沪股通;融资融券,17
000863.SZ,000863,17,Web3.0;人工智能;智能家居;数字经济;物业管理;元宇宙;虚拟现实;文化传媒概念;创投;租售同权;长三角一体化;一带一路;旅游概念;光伏建筑一体化;IP经济(谷子经济);深股通;融资融券,33
000488.SZ,000488,8,期货概念;参股银行;ST板块;区块链;国企改革;碳交易;污水处理;碳中和,33
601965.SH,601965,18,国企改革;DeepSeek概念;西部大开发;中字头股票;华为汽车;车联网(车路协同);央企国企改革;机器人概念;无人驾驶;燃料电池;华为概念;新能源汽车;动力电池回收;氢能源;无人机;汽车电子;沪股通;融资融券,17
002332.SZ,002332,8,医药电商;毛发医疗;仿制药一致性评价;创新药;辅助生殖;国企改革;深股通;融资融券,33
600690.SH,600690,20,超级品牌;高股息精选;证金持股;同花顺漂亮100;净水概念;同花顺出海50;空气能热泵;沪股通;融资融券;家用电器;DeepSeek概念;智能家居;AI应用;工业互联网;阿里巴巴概念;机器人概念;物联网;华为概念;液冷服务器;无线充电,17
688410.SH,688410,7,医疗器械概念;智能医疗;专精特新;2025年报预增;西部大开发;沪股通;融资融券,17
002116.SZ,002116,25,装配式建筑;新型城镇化;雄安新区;乡村振兴;土壤修复;污水处理;特色小镇;固废处理;建筑节能;垃圾分类;国企改革;一带一路;参股券商;智能物流;央企国企改革;DeepSeek概念;人工智能;数据要素;光伏建筑一体化;啤酒概念;机器人概念;动力电池回收;固态电池;深股通;中字头股票,33
600710.SH,600710,22,航运概念;土壤修复;央企国企改革;阿里巴巴概念;污水处理;创投;光伏建筑一体化;固废处理;乡村振兴;国企改革;工业互联网;人民币贬值受益;机器人概念;数据中心(AIDC);华为数字能源;新能源汽车;可降解塑料;高股息精选;储能;光伏概念;沪股通;融资融券,17
603212.SH,603212,29,BC电池;MicroLED概念;TOPCON电池;钙钛矿电池;特斯拉概念;新能源汽车;MiniLED;比亚迪概念;HJT电池;风电;高压快充;高铁;专精特新;先进封装;宁德时代概念;光伏概念;无线耳机;消费电子概念;储能;POE胶膜;芯片概念;锂电池概念;固态电池;AI应用;人工智能;OLED;长三角一体化;沪股通;融资融券,17
601377.SH,601377,5,国企改革;福建自贸区;沪股通;融资融券;海峡两岸,17
002283.SZ,002283,10,比亚迪概念;新能源汽车;高端装备;工业互联网;机器人概念;减速器;绿色电力;深股通;高股息精选;融资融券,33
000717.SZ,000717,12,特钢概念;乡村振兴;国企改革;央企国企改革;DeepSeek概念;氢能源;人工智能;核电;机器人概念;融资融券;深股通;中字头股票,33
688113.SH,688113,9,专精特新;比亚迪概念;小米概念;新能源汽车;华为汽车;小米汽车;军工;航空发动机;融资融券,17
001338.SZ,001338,6,啤酒概念;粮食概念;乡村振兴;国企改革;粤港澳大湾区;深股通,33
003021.SZ,003021,16,减速器;人形机器人;新型工业化;华为汽车;机器人概念;MR(混合现实);比亚迪概念;新能源汽车;小米概念;汽车电子;华为概念;5G;充电桩;医疗器械概念;融资融券;深股通,33
300649.SZ,300649,8,新型城镇化;共同富裕示范区;PPP概念;水利;雄安新区;碳中和;IP经济(谷子经济);区块链,33
603013.SH,603013,14,长安汽车概念;中俄贸易概念;汽车热管理;一带一路;国企改革;燃料电池;氢能源;新能源汽车;比亚迪概念;储能;专精特新;传感器;汽车电子;沪股通,17
603235.SH,603235,3,维生素;人民币贬值受益;沪股通,17
001914.SZ,001914,7,物业管理;国企改革;央企国企改革;智慧城市;充电桩;深股通;融资融券,33
600222.SH,600222,12,CRO概念;流感;三胎概念;医药电商;养老概念;创新药;农业种植;参股银行;乡村振兴;国企改革;融资融券;股权转让(并购重组),17
002092.SZ,002092,16,煤化工概念;消毒剂;煤炭概念;水泥概念;可降解塑料;新疆振兴;西部大开发;国企改革;碳中和;碳交易;石墨烯;跨境电商;一带一路;职业教育;风电;深股通,33
600993.SH,600993,9,医药电商;仿制药一致性评价;创新药;眼科医疗;民营医院;基因测序;数字经济;沪股通;融资融券,17
600623.SH,600623,16,煤化工概念;丙烯酸;消毒剂;氟化工概念;PVDF概念;新疆振兴;超级品牌;参股券商;上海国企改革;国企改革;锂电池概念;创投;DeepSeek概念;沪股通;芯片概念;融资融券,17
001285.SZ,001285,12,飞行汽车(eVTOL);低空经济;无人驾驶;新能源汽车;比亚迪概念;注册制次新股;专精特新;传感器;汽车电子;深股通;新股与次新股;融资融券,33
600639.SH,600639,7,物业管理;参股券商;国企改革;创投;上海自贸区;融资融券;沪股通,17
300253.SZ,300253,25,DRG/DIP;AIGC概念;AI应用;ChatGPT概念;AI智能体;数据要素;鸿蒙概念;互联网保险;区块链;虚拟数字人;华为鲲鹏;阿里巴巴概念;腾讯概念;蚂蚁集团概念;信创;家庭医生;DeepSeek概念;人工智能;智慧城市;智能医疗;养老概念;华为概念;中国AI 50;融资融券;深股通,33
600126.SH,600126,15,算力租赁;国资云;东数西算(算力);阿里巴巴概念;数据中心(AIDC);智慧城市;DeepSeek概念;数字经济;特钢概念;绿色电力;汽车拆解概念;比亚迪概念;国企改革;沪股通;融资融券,17
603529.SH,603529,14,共享单车;两轮车;虚拟数字人;AIGC概念;钠离子电池;AI智能体;鸿蒙概念;人工智能;百度概念;抖音概念(字节概念);换电概念;新能源汽车;融资融券;沪股通,17
001226.SZ,001226,1,专精特新,33
002375.SZ,002375,17,百度概念;新型城镇化;光伏建筑一体化;装配式建筑;腾讯概念;建筑节能;智慧城市;人工智能;高铁;工业互联网;安防;智能家居;华为概念;虚拟现实;3D打印;深股通;融资融券,33
601606.SH,601606,8,兵装重组概念;国企改革;央企国企改革;军民融合;军工;新能源汽车;沪股通;融资融券,17
600169.SH,600169,11,国企改革;ST板块;中俄贸易概念;一带一路;高铁;减速器;海工装备;高端装备;核电;储能;商业航天,22
605266.SH,605266,4,医药电商;家庭医生;西部大开发;职业教育,17
000858.SZ,000858,10,白酒概念;超级品牌;高股息精选;证金持股;同花顺漂亮100;参股券商;国企改革;西部大开发;深股通;融资融券,33
601988.SH,601988,6,高股息精选;同花顺中特估100;证金持股;跨境支付(CIPS);沪股通;融资融券,17
002780.SZ,002780,5,冰雪产业;体育产业;露营经济;三胎概念;旅游概念,33
920981.BJ,920981,7,共封装光学(CPO);融资融券;芯片概念;消费电子概念;汽车电子;专精特新;华为海思概念股,151
600990.SH,600990,22,军工信息化;军民融合;大飞机;国产航母;军工;低空经济;卫星导航;商业航天;安防;核电;水利;DeepSeek概念;量子科技;可控核聚变;央企国企改革;新能源汽车;比亚迪概念;国企改革;毫米波雷达;PCB概念;沪股通;融资融券,17
601169.SH,601169,4,高股息精选;参股保险;沪股通;融资融券,17
601096.SH,601096,11,智能电网;特高压;风电;核电;央企国企改革;光伏概念;国企改革;2025年报预增;股权转让(并购重组);沪股通;融资融券,17
002153.SZ,002153,17,区块链;腾讯概念;AI应用;云计算;移动支付;AI智能体;抖音概念(字节概念);阿里巴巴概念;DeepSeek概念;ERP概念;人工智能;跨境支付(CIPS);京津冀一体化;旅游概念;证金持股;深股通;融资融券,33
003816.SZ,003816,11,同花顺中特估100;绿色电力;央企国企改革;国企改革;一带一路;DeepSeek概念;核电;核污染防治;中字头股票;融资融券;深股通,33
920237.BJ,920237,8,锂电池概念;融资融券;智能穿戴;安防;固态电池;人民币贬值受益;专精特新;AI PC,151
001319.SZ,001319,14,一体化压铸;华为汽车;飞行汽车(eVTOL);人形机器人;汽车热管理;低空经济;机器人概念;特斯拉概念;新能源汽车;比亚迪概念;中俄贸易概念;粤港澳大湾区;一带一路;储能,33
688229.SH,688229,21,华为昇腾;数据安全;云计算;华为鲲鹏;信创;东数西算(算力);数据中心(AIDC);抖音概念(字节概念);百度概念;腾讯概念;鸿蒙概念;数据要素;阿里巴巴概念;AI应用;华为概念;数字经济;DeepSeek概念;人工智能;互联网金融;工业互联网;融资融券,17
