code,所属概念数量,所属概念,market_code,股票代码
300353,43,军工信息化;卫星导航;大飞机;军民融合;商业航天;人工智能;AI智能体;军工;网络安全;信创;无人机;智慧城市;DeepSeek概念;国产操作系统;华为概念;物联网;新型工业化;工业互联网;5G;数据中心;机器视觉;车联网(车路协同);华为欧拉;机器人概念;核电;工业母机;高铁;人形机器人;智能电网;芯片概念;汽车芯片;汽车电子;智能物流;风电;虚拟电厂;储能;2025年报预增;雄安新区;绿色电力;深股通;页岩气;股权转让(并购重组);融资融券,33,300353.SZ
600846,10,房屋检测;垃圾分类;PPP概念;建筑节能;装配式建筑;污水处理;雄安新区;国企改革;沪股通;融资融券,17,600846.SH
002327,1,深股通,33,002327.SZ
688282,9,卫星导航;商业航天;军民融合;军工;无人机;无人驾驶;专精特新;融资融券;摘帽,17,688282.SH
601059,6,期货概念;京津冀一体化;国企改革;央企国企改革;沪股通;融资融券,17,601059.SH
920057,6,中俄贸易概念;海峡两岸;装配式建筑;光伏建筑一体化;融资融券;专精特新,151,920057.BJ
600796,13,生态农业;医疗废物处理;生物质能发电;地下管网;乡村振兴;土壤修复;合成生物;污水处理;固废处理;净水概念;国企改革;绿色电力;沪股通,17,600796.SH
002881,34,AI智能体;鸿蒙概念;卫星导航;人工智能;东数西算(算力);DeepSeek概念;车联网(车路协同);移动支付;物联网;商业航天;华为概念;无人机;毫米波雷达;机器人概念;华为海思概念股;工业互联网;机器视觉;5G;AI眼镜;无人驾驶;人形机器人;智能座舱;电力物联网;MCU芯片;创投;消费电子概念;专精特新;芯片概念;华为汽车;比亚迪概念;新能源汽车;回购增持再贷款概念;深股通;融资融券,33,002881.SZ
002412,9,医药电商;流感;幽门螺杆菌概念;仿制药一致性评价;肝炎概念;创新药;参股银行;农业种植;融资融券,33,002412.SZ
000027,24,天然气;碳交易;绿色电力;碳中和;超超临界发电;固废处理;PPP概念;氢能源;参股券商;国企改革;光伏建筑一体化;深圳国企改革;垃圾分类;虚拟电厂;风电;充电桩;创投;储能;特高压;DeepSeek概念;粤港澳大湾区;华为概念;深股通;融资融券,33,000027.SZ
000828,10,参股券商;期货概念;PPP概念;国企改革;动力电池回收;粤港澳大湾区;充电桩;深股通;融资融券;新能源汽车,33,000828.SZ
600446,18,互联网金融;互联网保险;华为鲲鹏;信创;区块链;数据要素;智慧城市;数字经济;AI智能体;DeepSeek概念;人工智能;独角兽概念;腾讯概念;虚拟数字人;华为概念;AI应用;沪股通;融资融券,17,600446.SH
002425,18,手机游戏;文化传媒概念;NFT概念;网络游戏;AIGC概念;快手概念;IP经济(谷子经济);抖音概念(字节概念);元宇宙;腾讯概念;阿里巴巴概念;云游戏;虚拟现实;人工智能;AI应用;华为概念;创投;摘帽,33,002425.SZ
603639,7,化肥;生态农业;乡村振兴;一带一路;DeepSeek概念;沪股通;融资融券,17,603639.SH
300026,10,流感;仿制药一致性评价;创新药;医疗器械概念;养老概念;血氧仪;国企改革;京津冀一体化;深股通;融资融券,33,300026.SZ
000625,31,网约车;证金持股;智能物流;车联网(车路协同);长安汽车概念;兵装重组概念;国企改革;华为汽车;无人驾驶;换电概念;DeepSeek概念;西部大开发;低空经济;飞行汽车(eVTOL);智能座舱;一带一路;机器人概念;腾讯概念;燃料电池;央企国企改革;新能源汽车;华为概念;动力电池回收;人形机器人;俄乌冲突概念;深股通;融资融券;固态电池;锂电池概念;宁德时代概念;股权转让(并购重组),33,000625.SZ
688116,12,固态电池;比亚迪概念;宁德时代概念;钠离子电池;锂电池概念;机器人概念;专精特新;高压快充;储能;石墨烯;沪股通;融资融券,17,688116.SH
605222,13,特高压;核电;风电;商业航天;海工装备;光伏概念;充电桩;军工;大飞机;数据中心;机器人概念;特斯拉概念;沪股通,17,605222.SH
600763,9,牙科医疗;民营医院;医美概念;辅助生殖;智能医疗;DeepSeek概念;AI应用;沪股通;融资融券,17,600763.SH
002012,8,烟草;共同富裕示范区;超级电容;碳中和;数字经济;互联网金融;储能;数据要素,33,002012.SZ
002001,9,青蒿素;氟化工概念;维生素;合成生物;回购增持再贷款概念;人民币贬值受益;深股通;融资融券;商业航天,33,002001.SZ
688027,10,量子科技;商业航天;芯片概念;军工;专精特新;央企国企改革;国企改革;股权转让(并购重组);沪股通;融资融券,17,688027.SH
300722,14,军民融合;大飞机;商业航天;军工;无人机;低空经济;海工装备;智慧城市;民爆概念;人工智能;数字经济;国企改革;深股通;融资融券,33,300722.SZ
301259,13,人工智能;算力租赁;东数西算(算力);数据中心;新型城镇化;土壤修复;垃圾分类;乡村振兴;污水处理;芯片概念;固废处理;深股通;融资融券,33,301259.SZ
301116,7,预制菜;养鸡;宠物经济;乡村振兴;体育产业;深股通;融资融券,33,301116.SZ
002583,29,卫星导航;商业航天;无人机;低空经济;6G概念;量子科技;安防;智慧城市;机器人概念;工业互联网;人工智能;物联网;DeepSeek概念;信创;华为汽车;5G;智慧政务;区块链;互联网金融;新能源汽车;芯片概念;一带一路;粤港澳大湾区;星闪概念;中俄贸易概念;汽车电子;俄乌冲突概念;深股通;融资融券,33,002583.SZ
600055,14,智能医疗;医疗器械概念;DeepSeek概念;阿里巴巴概念;AI智能体;京津冀一体化;云计算;机器人概念;数据中心;一带一路;绿色电力;超导概念;沪股通;融资融券,17,600055.SH
600033,8,福建自贸区;海峡两岸;参股保险;参股银行;国企改革;回购增持再贷款概念;融资融券;沪股通,17,600033.SH
002133,8,物业管理;农业种植;粮食概念;养老概念;乡村振兴;玉米;互联网金融;机器人概念,33,002133.SZ
603918,23,云办公;Web3.0;AIGC概念;数据确权;蚂蚁集团概念;智慧政务;抖音概念(字节概念);在线教育;阿里巴巴概念;AI应用;信创;区块链;智能医疗;DeepSeek概念;互联网金融;人工智能;华为概念;化债概念(AMC概念);机器视觉;上海自贸区;机器人概念;融资融券;沪股通,17,603918.SH
603798,5,氢能源;燃料电池;回购增持再贷款概念;军工;军民融合,17,603798.SH
920122,7,跨境电商;融资融券;央企国企改革;国企改革;京津冀一体化;中字头股票;三胎概念,151,920122.BJ
603337,5,机器视觉;人形机器人;人工智能;工业互联网;沪股通,17,603337.SH
600098,15,可燃冰;天然气;超超临界发电;抽水蓄能;绿色电力;氢能源;国企改革;风电;广东自贸区;回购增持再贷款概念;融资融券;储能;充电桩;粤港澳大湾区;沪股通,17,600098.SH
002462,8,民营医院;医疗器械概念;冷链物流;国企改革;医药电商;央企国企改革;证金持股;股权转让(并购重组),33,002462.SZ
000995,4,白酒概念;农业种植;乡村振兴;西部大开发,33,000995.SZ
002372,11,地下管网;净水概念;污水处理;数字经济;一带一路;水利;智能家居;海峡两岸;石墨烯;深股通;融资融券,33,002372.SZ
920007,5,新股与次新股;融资融券;一带一路;光伏概念;人民币贬值受益,151,920007.BJ
002154,6,C2M概念;证金持股;创投;数据要素;融资融券;深股通,33,002154.SZ
688633,4,专精特新;高端装备;一带一路;融资融券,17,688633.SH
603248,6,注册制次新股;风电;专精特新;高端装备;新股与次新股;融资融券,17,603248.SH
300831,5,柔性直流输电;特高压;芯片概念;国企改革;西部大开发,33,300831.SZ
920819,5,人民币贬值受益;染料;融资融券;转基因;草甘膦,151,920819.BJ
002060,17,PPP概念;绿色电力;污水处理;国企改革;乡村振兴;新型城镇化;一带一路;水利;氢能源;抽水蓄能;风电;燃料电池;储能;粤港澳大湾区;智慧城市;深股通;融资融券,33,002060.SZ
920370,7,西部大开发;融资融券;物业管理;新型城镇化;垃圾分类;乡村振兴;DeepSeek概念,151,920370.BJ
601633,19,证金持股;同花顺漂亮100;两轮车;雄安新区;燃料电池;氢能源;车联网(车路协同);同花顺出海50;无人驾驶;机器人概念;新能源汽车;沪股通;融资融券;DeepSeek概念;智能座舱;华为概念;固态电池;宁德时代概念;MCU芯片,17,601633.SH
920599,5,西部大开发;融资融券;无人驾驶;工业互联网;回购增持再贷款概念,151,920599.BJ
600132,5,啤酒概念;西部大开发;融资融券;粤港澳大湾区;沪股通,17,600132.SH
600020,12,信托概念;参股银行;参股保险;国企改革;化债概念(AMC概念);回购增持再贷款概念;创投;充电桩;沪股通;融资融券;文化传媒概念;AI应用,17,600020.SH
300048,11,可控核聚变;核电;光伏概念;储能;虚拟电厂;充电桩;2025年报预增;光伏建筑一体化;DeepSeek概念;深股通;融资融券,33,300048.SZ
002168,15,ST板块;新能源汽车;光伏概念;储能;高压快充;充电桩;网络游戏;创投;智能电网;国企改革;手机游戏;华为概念;西部大开发;区块链;腾讯概念,33,002168.SZ
601908,11,硅能源;光伏概念;绿色电力;风电;第三代半导体;高端装备;京津冀一体化;专精特新;芯片概念;沪股通;融资融券,17,601908.SH
920263,21,金属回收;小金属概念;数字孪生;京津冀一体化;工业互联网;天然气;农业种植;页岩气;融资融券;稀土永磁;碳交易;碳中和;污水处理;水泥概念;机器人概念;新疆振兴;土壤修复;专精特新;人形机器人;人工智能;AIGC概念,151,920263.BJ
601933,11,预制菜;统一大市场;IP经济(谷子经济);冷链物流;跨境电商;福建自贸区;海峡两岸;股权转让(并购重组);腾讯概念;沪股通;融资融券,17,601933.SH
301515,7,脑机接口;智能医疗;医疗器械概念;专精特新;西部大开发;回购增持再贷款概念;融资融券,33,301515.SZ
002459,18,TOPCON电池;BC电池;钙钛矿电池;HJT电池;硅能源;光伏概念;储能;风电;比亚迪概念;京津冀一体化;一带一路;雄安新区;绿色电力;回购增持再贷款概念;DeepSeek概念;人民币贬值受益;融资融券;深股通,33,002459.SZ
301220,8,烟草;合成生物;人民币贬值受益;参股银行;一带一路;2025年报预增;深股通;融资融券,33,301220.SZ
688148,9,固态电池;动力电池回收;锂电池概念;宁德时代概念;比亚迪概念;特斯拉概念;芯片概念;人形机器人;融资融券,17,688148.SH
000848,5,网红经济;京津冀一体化;回购增持再贷款概念;融资融券;深股通,33,000848.SZ
002613,8,建筑节能;装配式建筑;光伏概念;一带一路;高铁;钙钛矿电池;高端装备;苹果概念,33,002613.SZ
600488,6,仿制药一致性评价;创新药;辅助生殖;京津冀一体化;数字经济;沪股通,17,600488.SH
600067,16,福建自贸区;海峡两岸;储能;长安汽车概念;新能源汽车;比亚迪概念;人形机器人;机器人概念;锂电池概念;创投;无人机;氢能源;两轮车;参股银行;融资融券;股权转让(并购重组),17,600067.SH
002228,5,福建自贸区;海峡两岸;数字水印;小米概念;回购增持再贷款概念,33,002228.SZ
601698,12,商业航天;6G概念;同花顺新质50;军工;低空经济;央企国企改革;中字头股票;一带一路;国企改革;同花顺中特估100;沪股通;融资融券,17,601698.SH
601975,7,航运概念;央企国企改革;国企改革;回购增持再贷款概念;人民币贬值受益;沪股通;融资融券,17,601975.SH
000812,10,物业管理;信托概念;民营医院;参股券商;烟草;创投;职业教育;西部大开发;在线教育;融资融券,33,000812.SZ
600827,11,免税店;参股券商;IP经济(谷子经济);上海国企改革;国企改革;创投;阿里巴巴概念;华为概念;沪股通;融资融券;AI眼镜,17,600827.SH
603696,3,海峡两岸;互联网金融;融资融券,17,603696.SH
920023,6,西部大开发;融资融券;土地流转;创投;农业种植;乡村振兴,151,920023.BJ
600199,5,白酒概念;啤酒概念;国企改革;融资融券;沪股通,17,600199.SH
000876,11,猪肉;养鸡;农村电商;预制菜;证金持股;乡村振兴;参股银行;西部大开发;一带一路;深股通;融资融券,33,000876.SZ
920062,8,融资融券;智能电网;数据中心;参股银行;军工;光伏概念;储能;专精特新,151,920062.BJ
000520,3,航运概念;统一大市场;一带一路,33,000520.SZ
600757,9,IP经济(谷子经济);文化传媒概念;知识产权保护;托育服务;在线教育;证金持股;国企改革;沪股通;融资融券,17,600757.SH
600094,17,卫星导航;数字经济;商业航天;低空经济;旅游概念;参股保险;物业管理;无人机;参股券商;6G概念;算力租赁;东数西算(算力);数据中心;5G;芯片概念;沪股通;融资融券,17,600094.SH
300078,20,家庭医生;数据要素;阿里巴巴概念;养老概念;百度概念;无人零售;区块链;人工智能;辅助生殖;智慧城市;电子纸;共同富裕示范区;食品安全;安防;物联网;机器人概念;人民币贬值受益;芯片概念;股权转让(并购重组);融资融券,33,300078.SZ
002987,23,数字货币;跨境支付(CIPS);移动支付;电子身份证;互联网金融;区块链;智慧政务;鸿蒙概念;国产操作系统;数据要素;数字经济;信创;数据安全;AI智能体;百度概念;DeepSeek概念;虚拟数字人;人工智能;知识产权保护;京津冀一体化;AI应用;融资融券;深股通,33,002987.SZ
002807,2,深股通;融资融券,33,002807.SZ
002278,16,可燃冰;页岩气;俄乌冲突概念;天然气;海工装备;氢能源;商业航天;中俄贸易概念;一带一路;碳纤维;高端装备;无人机;人工智能;机器人概念;专精特新;2025年报预增,33,002278.SZ
600588,29,AI应用;AIGC概念;ChatGPT概念;ERP概念;AI智能体;华为鲲鹏;财税数字化;云计算;阿里巴巴概念;智慧政务;信创;鸿蒙概念;区块链;网络安全;智能医疗;DeepSeek概念;中国AI 50;数字经济;人工智能;互联网金融;华为概念;工业互联网;机器人概念;参股保险;参股银行;同花顺漂亮100;证金持股;沪股通;融资融券,17,600588.SH
000088,11,统一大市场;航运概念;国企改革;冷链物流;深圳国企改革;雄安新区;中俄贸易概念;粤港澳大湾区;深股通;融资融券;华为概念,33,000088.SZ
600490,11,金属锌;黄金概念;金属铜;小金属概念;金属钴;金属镍;俄乌冲突概念;锂电池概念;一带一路;沪股通;融资融券,17,600490.SH
920974,4,金属回收;融资融券;燃料电池;氢能源,151,920974.BJ
002791,10,光伏建筑一体化;雄安新区;垃圾分类;粤港澳大湾区;智能家居;海峡两岸;光伏概念;充电桩;融资融券;深股通,33,002791.SZ
002440,5,染料;氟化工概念;2025年报预增;深股通;融资融券,33,002440.SZ
600557,11,流感;医药电商;创新药;毛发医疗;禽流感;减肥药;养老概念;智能医疗;证金持股;沪股通;融资融券,17,600557.SH
600984,3,西部大开发;一带一路;国企改革,17,600984.SH
001258,11,光热发电;绿色电力;风电;充电桩;储能;新疆振兴;国企改革;西部大开发;2025年报预增;碳中和;深股通,33,001258.SZ
601577,2,融资融券;沪股通,17,601577.SH
300568,13,钠离子电池;固态电池;宁德时代概念;锂电池概念;比亚迪概念;储能;机器人概念;芯片概念;回购增持再贷款概念;氢能源;DeepSeek概念;融资融券;深股通,33,300568.SZ
920642,9,低空经济;融资融券;碳纤维;新能源汽车;小米概念;大飞机;军民融合;军工;专精特新,151,920642.BJ
603800,11,光刻机;PET铜箔;固态电池;芯片概念;机器视觉;锂电池概念;海工装备;天然气;页岩气;沪股通;融资融券,17,603800.SH
002481,13,预制菜;人造肉;宠物经济;网红经济;跨境电商;合成生物;国企改革;一带一路;回购增持再贷款概念;绿色电力;化肥;深股通;融资融券,33,002481.SZ
000589,11,参股银行;国企改革;回购增持再贷款概念;一带一路;西部大开发;新能源汽车;机器人概念;无人机;军工;深股通;融资融券,33,000589.SZ
001282,11,减速器;机器人概念;专精特新;人形机器人;新能源汽车;特斯拉概念;比亚迪概念;华为汽车;小米汽车;小米概念;融资融券,33,001282.SZ
601658,3,国企改革;融资融券;沪股通,17,601658.SH
002586,8,ST板块;PPP概念;雄安新区;国企改革;水利;高端装备;海工装备;文化传媒概念,33,002586.SZ
000778,16,特钢概念;央企国企改革;国企改革;钒电池;地下管网;回购增持再贷款概念;参股银行;PPP概念;小金属概念;水利;核电;京津冀一体化;2025年报预增;储能;深股通;融资融券,33,000778.SZ
600941,26,同花顺中特估100;超级品牌;国企改革;移动支付;数字经济;国资云;DeepSeek概念;数据要素;AI应用;卫星导航;虚拟数字人;AI智能体;人工智能;云计算;ChatGPT概念;元宇宙;量子科技;多模态AI;6G概念;东数西算(算力);5G;中国AI 50;低空经济;中字头股票;融资融券;沪股通,17,600941.SH
600332,13,青蒿素;证金持股;流感;医药电商;仿制药一致性评价;白酒概念;创新药;生物疫苗;国企改革;医疗器械概念;沪股通;融资融券;阿里巴巴概念,17,600332.SH
601816,5,同花顺中特估100;国企改革;高铁;沪股通;融资融券,17,601816.SH
300496,56,MLOps概念;多模态AI;华为欧拉;ChatGPT概念;鸿蒙概念;AI智能体;AIGC概念;百度概念;语音技术;中国AI 50;元宇宙;国产操作系统;阿里巴巴概念;虚拟数字人;抖音概念(字节概念);智能音箱;车联网(车路协同);腾讯概念;区块链;虚拟现实;人工智能;AI手机;DeepSeek概念;智能座舱;英伟达概念;华为概念;华为海思概念股;机器视觉;独角兽概念;MR(混合现实);物联网;数字经济;智能穿戴;无人驾驶;AI PC;智能医疗;AI眼镜;低空经济;小米概念;传感器;无人机;5G;机器人概念;新型工业化;消费电子概念;小米汽车;智能家居;比亚迪概念;长安汽车概念;华为汽车;智能物流;AI应用;智能电网;回购增持再贷款概念;深股通;融资融券,33,300496.SZ
603687,13,数字水印;ChatGPT概念;数字孪生;DeepSeek概念;AIGC概念;工业互联网;烟草;人工智能;物联网;共同富裕示范区;光伏概念;钙钛矿电池;锂电池概念,17,603687.SH
000697,8,大飞机;航空发动机;军工;ST板块;无人机;国企改革;西部大开发;人民币贬值受益,33,000697.SZ
600800,7,环氧丙烷;丙烯酸;天津自贸区;国企改革;氢能源;融资融券;芯片概念,17,600800.SH
300779,4,固废处理;稀土永磁;融资融券;深股通,33,300779.SZ
603505,6,氟化工概念;民爆概念;锂电池概念;液冷服务器;融资融券;沪股通,17,603505.SH
002882,7,固态电池;锂电池概念;比亚迪概念;粤港澳大湾区;无人机;核电;深股通,33,002882.SZ
300006,13,细胞免疫治疗;辅助生殖;创新药;仿制药一致性评价;眼科医疗;幽门螺杆菌概念;肝炎概念;医疗器械概念;医药电商;知识产权保护;西部大开发;国企改革;融资融券,33,300006.SZ
300274,14,宁德时代概念;光伏概念;储能;氢能源;充电桩;虚拟电厂;新能源汽车;风电;数据中心;深股通;融资融券;同花顺漂亮100;回购增持再贷款概念;数字经济,33,300274.SZ
600378,25,磷化工;氟化工概念;国产航母;PVDF概念;央企国企改革;大飞机;氢能源;锂电池概念;军工;固态电池;燃料电池;中芯国际概念;钠离子电池;西部大开发;芯片概念;新能源汽车;碳中和;液冷服务器;国企改革;俄乌冲突概念;碳交易;页岩气;股权转让(并购重组);沪股通;融资融券,17,600378.SH
000831,8,稀土永磁;小金属概念;央企国企改革;国企改革;同花顺中特估100;深股通;中字头股票;融资融券,33,000831.SZ
600056,14,流感;医药电商;肝炎概念;仿制药一致性评价;猴痘概念;创新药;证金持股;国企改革;医疗器械概念;央企国企改革;中字头股票;沪股通;融资融券;脑机接口,17,600056.SH
000801,27,军民融合;卫星导航;商业航天;大飞机;军工;军工信息化;低空经济;无人机;WiFi 6;同花顺新质50;华为概念;智能座舱;专精特新;人工智能;数字经济;DeepSeek概念;数据要素;消费电子概念;智能家居;智能物流;西部大开发;PCB概念;回购增持再贷款概念;国企改革;物业管理;深股通;融资融券,33,000801.SZ
600880,36,小红书概念;Sora概念(文生视频);短剧游戏;AIGC概念;虚拟数字人;NFT概念;抖音概念(字节概念);文化传媒概念;网络游戏;知识产权保护;手机游戏;AI智能体;数据确权;百度概念;腾讯概念;阿里巴巴概念;数据要素;鸿蒙概念;蚂蚁集团概念;区块链;人工智能;DeepSeek概念;数字经济;互联网金融;虚拟现实;智慧城市;华为概念;AI应用;旅游概念;跨境电商;乡村振兴;西部大开发;国企改革;融资融券;股权转让(并购重组);沪股通,17,600880.SH
601169,4,证金持股;参股保险;沪股通;融资融券,17,601169.SH
300122,13,猴痘概念;生物疫苗;流感;肝炎概念;重组蛋白;创新药;减肥药;合成生物;同花顺漂亮100;创投;西部大开发;深股通;融资融券,33,300122.SZ
920578,8,西部大开发;融资融券;机器人概念;新能源汽车;新型工业化;工业母机;工业互联网;专精特新,151,920578.BJ
600704,22,参股保险;国企改革;期货概念;参股银行;统一大市场;汽车拆解概念;化债概念(AMC概念);一带一路;医美概念;小金属概念;大豆;养老概念;辅助生殖;跨境电商;共同富裕示范区;DeepSeek概念;脑机接口;储能;机器人概念;小米汽车;沪股通;融资融券,17,600704.SH
603043,10,超级品牌;预制菜;网红经济;农村电商;乡村振兴;国企改革;创投;粤港澳大湾区;融资融券;沪股通,17,603043.SH
301155,6,2025年报预增;风电;绿色电力;海工装备;深股通;融资融券,33,301155.SZ
002083,17,氟化工概念;硅能源;锂电池概念;军工;新能源汽车;军民融合;托育服务;高铁;回购增持再贷款概念;海工装备;中俄贸易概念;人民币贬值受益;一带一路;创投;国企改革;三胎概念;深股通,33,002083.SZ
601665,2,融资融券;沪股通,17,601665.SH
000712,6,期货概念;算力租赁;粤港澳大湾区;深股通;融资融券;股权转让(并购重组),33,000712.SZ
300528,4,短剧游戏;文化传媒概念;国企改革;深股通,33,300528.SZ
603271,19,注册制次新股;固态电池;钠离子电池;宁德时代概念;消费电子概念;家用电器;锂电池概念;储能;新能源汽车;绿色电力;比亚迪概念;高铁;PCB概念;华为概念;5G;数据中心;低空经济;新股与次新股;融资融券,17,603271.SH
603955,9,宠物经济;雄安新区;PPP概念;新型城镇化;碳中和;旅游概念;特色小镇;机器人概念;股权转让(并购重组),17,603955.SH
600787,14,统一大市场;证金持股;国企改革;冷链物流;中俄贸易概念;一带一路;央企国企改革;智能物流;京津冀一体化;物联网;车联网(车路协同);沪股通;融资融券;中字头股票,17,600787.SH
600207,11,光热发电;光伏概念;建筑节能;储能;国企改革;芯片概念;富士康概念;医疗器械概念;天然气;沪股通;融资融券,17,600207.SH
920433,2,融资融券;西部大开发,151,920433.BJ
688303,8,硅能源;光伏概念;有机硅概念;芯片概念;西部大开发;新疆振兴;沪股通;融资融券,17,688303.SH
300654,10,AIGC概念;ChatGPT概念;文化传媒概念;AI语料;在线教育;AI智能体;职业教育;人工智能;三胎概念;AI应用,33,300654.SZ
300158,13,仿制药一致性评价;创新药;肝炎概念;维生素;医药电商;流感;毛发医疗;医美概念;乡村振兴;土地流转;农业种植;融资融券;深股通,33,300158.SZ
688066,25,军工信息化;卫星导航;商业航天;时空大数据;军工;华为昇腾;空间计算;无人机;低空经济;云计算;AI智能体;数据要素;数字孪生;智慧城市;人工智能;DeepSeek概念;华为概念;钙钛矿电池;MR(混合现实);水利;碳中和;雄安新区;AI应用;沪股通;融资融券,17,688066.SH
002995,25,快手概念;小红书概念;拼多多概念;短剧游戏;Web3.0;抖音概念(字节概念);虚拟数字人;文化传媒概念;云办公;AIGC概念;腾讯概念;IP经济(谷子经济);元宇宙;AI智能体;财税数字化;阿里巴巴概念;百度概念;区块链;人工智能;数字经济;DeepSeek概念;预制菜;虚拟现实;京津冀一体化;AI应用,33,002995.SZ
001234,5,体育产业;三胎概念;长三角一体化;国企改革;股权转让(并购重组),33,001234.SZ
600111,14,稀土永磁;小金属概念;金属回收;2025三季报预增;军工;回购增持再贷款概念;西部大开发;2025年报预增;专精特新;国企改革;氢能源;同花顺漂亮100;沪股通;融资融券,17,600111.SH
300579,30,数字货币;电子身份证;数据确权;财税数字化;知识产权保护;华为鲲鹏;DRG/DIP;数据安全;智慧政务;鸿蒙概念;网络安全;信创;区块链;云计算;在线教育;阿里巴巴概念;互联网金融;车联网(车路协同);数字经济;星闪概念;量子科技;东数西算(算力);华为概念;京津冀一体化;芯片概念;雄安新区;国企改革;股权转让(并购重组);融资融券;深股通,33,300579.SZ
600377,3,国企改革;沪股通;融资融券,17,600377.SH
920826,4,预制菜;跨境电商;人民币贬值受益;融资融券,151,920826.BJ
920770,3,融资融券;绿色电力;光伏概念,151,920770.BJ
002702,5,福建自贸区;人造肉;预制菜;海峡两岸;网红经济,33,002702.SZ
002216,6,预制菜;超级品牌;冷链物流;网红经济;融资融券;深股通,33,002216.SZ
603893,29,MCU芯片;汽车芯片;国家大基金持股;智能音箱;AI眼镜;中国AI 50;智能穿戴;芯片概念;小米概念;消费电子概念;智能座舱;机器视觉;人形机器人;虚拟现实;物联网;华为概念;机器人概念;比亚迪概念;2025年报预增;智能家居;百度概念;腾讯概念;人工智能;2025三季报预增;电力物联网;海峡两岸;福建自贸区;融资融券;沪股通,17,603893.SH
688036,15,MLOps概念;国产操作系统;语音技术;AI智能体;AI手机;DeepSeek概念;人工智能;智能穿戴;AI眼镜;人民币贬值受益;消费电子概念;储能;同花顺漂亮100;沪股通;融资融券,17,688036.SH
002090,23,智能电网;电力物联网;虚拟电厂;风电;换电概念;核电;垃圾分类;储能;光伏建筑一体化;建筑节能;碳中和;氢能源;数据中心;机器人概念;华为概念;智慧城市;安防;5G;人工智能;数字经济;智慧政务;信创;股权转让(并购重组),33,002090.SZ
688639,6,合成生物;维生素;可降解塑料;同花顺新质50;融资融券;沪股通,17,688639.SH
301171,33,快手概念;小红书概念;Sora概念(文生视频);智谱AI;拼多多概念;多模态AI;ChatGPT概念;华为盘古;AIGC概念;短剧游戏;AI智能体;虚拟数字人;抖音概念(字节概念);云计算;阿里巴巴概念;数据要素;AI应用;百度概念;腾讯概念;移动支付;文化传媒概念;人工智能;DeepSeek概念;跨境支付(CIPS);独角兽概念;华为概念;小米概念;跨境电商;创投;人民币贬值受益;西部大开发;深股通;融资融券,33,301171.SZ
600586,8,钙钛矿电池;光伏建筑一体化;光伏概念;建筑节能;特斯拉概念;一带一路;融资融券;沪股通,17,600586.SH
601222,23,虚拟电厂;光伏建筑一体化;智能电网;电力物联网;绿色电力;TOPCON电池;光伏概念;风电;充电桩;储能;氢能源;华为数字能源;锂电池概念;物联网;华为概念;人工智能;飞行汽车(eVTOL);量子科技;低空经济;区块链;蚂蚁集团概念;沪股通;融资融券,17,601222.SH
002727,10,医药电商;养老概念;三胎概念;跨境电商;医疗器械概念;职业教育;西部大开发;2025年报预增;深股通;融资融券,33,002727.SZ
600073,6,猪肉;预制菜;上海国企改革;国企改革;沪股通;融资融券,17,600073.SH
300166,51,MLOps概念;AI语料;华为欧拉;华为昇腾;ChatGPT概念;算力租赁;云计算;多模态AI;华为鲲鹏;AIGC概念;Web3.0;数字水印;数据安全;智慧政务;AI智能体;虚拟数字人;信创;数据要素;电子身份证;东数西算(算力);数字乡村;鸿蒙概念;互联网保险;区块链;元宇宙;时空大数据;DeepSeek概念;数字经济;互联网金融;人工智能;数字孪生;数据中心;职业教育;智慧城市;虚拟现实;华为概念;物联网;5G;工业互联网;AI手机;机器视觉;AI应用;新型工业化;京津冀一体化;人形机器人;虚拟电厂;乡村振兴;海工装备;碳中和;深股通;融资融券,33,300166.SZ
002953,14,高压快充;风电;充电桩;储能;新能源汽车;机器人概念;数据中心;5G;家用电器;物联网;粤港澳大湾区;华为概念;东数西算(算力);深股通,33,002953.SZ
600780,6,绿色电力;风电;国企改革;证金持股;沪股通;融资融券,17,600780.SH
603235,3,维生素;人民币贬值受益;沪股通,17,603235.SH
603029,6,乡村振兴;农机;供销社;专精特新;新型工业化;新疆振兴,17,603029.SH
002562,13,PEEK材料;丙烯酸;2025年报预增;2025三季报预增;长三角一体化;NMN概念;人民币贬值受益;合成生物;中俄贸易概念;仿制药一致性评价;维生素;小金属概念;深股通,33,002562.SZ
920964,9,数字乡村;融资融券;股权转让(并购重组);物联网;水利;国企改革;农机;乡村振兴;专精特新,151,920964.BJ
002187,11,免税店;预制菜;广东自贸区;物业管理;农村电商;网红经济;IP经济(谷子经济);创投;国企改革;粤港澳大湾区;深股通,33,002187.SZ
300530,8,钠离子电池;锂电池概念;储能;国企改革;高压快充;新能源汽车;充电桩;深股通,33,300530.SZ
300010,21,Sora概念(文生视频);AIGC概念;智谱AI;在线教育;财税数字化;AI智能体;智慧政务;百度概念;腾讯概念;信创;DeepSeek概念;人工智能;语音技术;托育服务;旅游概念;京津冀一体化;AI应用;机器人概念;PPP概念;融资融券;深股通,33,300010.SZ
301321,9,MicroLED概念;MiniLED;OLED;华为概念;汽车电子;消费电子概念;虚拟现实;回购增持再贷款概念;融资融券,33,301321.SZ
002999,12,农业种植;供销社;粮食概念;化肥;乡村振兴;农机;智能物流;数字乡村;数字经济;低空经济;2025年报预增;无人机,33,002999.SZ
