code,所属概念数量,所属概念,股票代码,market_code
300373,27,第三代半导体;中芯国际概念;汽车芯片;AI眼镜;芯片概念;英伟达概念;高压快充;5G;光伏概念;数据中心(AIDC);小米概念;宁德时代概念;固态电池;储能;华为概念;比亚迪概念;充电桩;新能源汽车;无人机;特斯拉概念;深股通;人形机器人;低空经济;小米汽车;回购增持再贷款概念;华为汽车;融资融券,300373.SZ,33
300034,13,航空发动机;大飞机;商业航天;军民融合;军工;3D打印;核电;特钢概念;京津冀一体化;央企国企改革;国企改革;融资融券;深股通,300034.SZ,33
300566,15,MiniLED;柔性屏(折叠屏);OLED;富士康概念;AI眼镜;智能穿戴;小米概念;虚拟现实;华为概念;锂电池概念;光伏概念;TOPCON电池;POE胶膜;深股通;融资融券,300566.SZ,33
300466,23,AI应用;鸿蒙概念;人工智能;数据安全;网络安全;工业互联网;C2M概念;云计算;新型工业化;智能物流;机器人概念;燃料电池;换电概念;无人机;华为概念;机器视觉;一带一路;新能源汽车;数据中心(AIDC);比亚迪概念;国企改革;光伏概念;深股通,300466.SZ,33
001287,44,国家大基金持股;存储芯片;WiFi 6;MCU芯片;华为海思概念股;芯片概念;卫星导航;英伟达概念;网络安全;富士康概念;星闪概念;消费电子概念;无线耳机;毫米波雷达;汽车电子;小米概念;语音技术;物联网;智能座舱;智能电网;机器视觉;数据要素;充电桩;低空经济;粤港澳大湾区;比亚迪概念;人工智能;储能;核污染防治;智能家居;DeepSeek概念;机器人概念;新能源汽车;小米汽车;人形机器人;智能物流;长安汽车概念;跨境电商;乡村振兴;央企国企改革;国企改革;深股通;中字头股票;融资融券,001287.SZ,33
002912,31,财税数字化;网络安全;ChatGPT概念;信创;数据安全;华为鲲鹏;智慧政务;国产操作系统;云计算;数据要素;多模态AI;AI智能体;AI应用;车联网(车路协同);数字孪生;数字经济;人工智能;DeepSeek概念;智能医疗;东数西算(算力);华为概念;低空经济;工业互联网;职业教育;数据中心(AIDC);无人机;专精特新;粤港澳大湾区;深圳国企改革;国企改革;融资融券,002912.SZ,33
300718,10,人形机器人;汽车热管理;特斯拉概念;机器人概念;长三角一体化;专精特新;风电;核电;融资融券;深股通,300718.SZ,33
301236,61,华为欧拉;华为昇腾;华为盘古;云计算;华为鲲鹏;多模态AI;ERP概念;ChatGPT概念;数据安全;中国AI 50;财税数字化;国产操作系统;信创;算力租赁;AI智能体;百度概念;鸿蒙概念;数字乡村;数字货币;东数西算(算力);阿里巴巴概念;AI应用;数据要素;区块链;抖音概念(字节概念);腾讯概念;AIGC概念;虚拟数字人;互联网金融;DeepSeek概念;车联网(车路协同);英伟达概念;在线教育;元宇宙;数字经济;数字孪生;AI PC;人工智能;跨境支付(CIPS);智能医疗;华为概念;工业互联网;职业教育;低空经济;虚拟电厂;无人驾驶;液冷服务器;机器人概念;小米概念;京津冀一体化;智能座舱;5G;人形机器人;长安汽车概念;芯片概念;换电概念;一带一路;跨境电商;养老概念;深股通;融资融券,301236.SZ,33
300340,16,钠离子电池;固态电池;锂电池概念;宁德时代概念;小金属概念;燃料电池;氢能源;粤港澳大湾区;碳中和;稀土永磁;比亚迪概念;新能源汽车;国企改革;高端装备;钙钛矿电池;MicroLED概念,300340.SZ,33
920198,15,工业互联网;专精特新;数字孪生;物联网;鸿蒙概念;机器人概念;智慧城市;AI智能体;股权转让(并购重组);融资融券;数据要素;国企改革;安防;创投;人工智能,920198.BJ,151
688638,7,宁德时代概念;锂电池概念;固态电池;机器人概念;光伏概念;芯片概念;融资融券,688638.SH,17
300660,20,减速器;人形机器人;汽车热管理;家用电器;机器人概念;比亚迪概念;新能源汽车;无人驾驶;宁德时代概念;军工;物联网;华为概念;军民融合;一带一路;数据中心(AIDC);储能;液冷服务器;芯片概念;深股通;融资融券,300660.SZ,33
300666,13,中芯国际概念;光刻机;存储芯片;OLED;芯片概念;第三代半导体;光伏概念;海峡两岸;碳纤维;共同富裕示范区;中韩自贸区;深股通;融资融券,300666.SZ,33
688039,38,AI视频;华为昇腾;AI语料;华为欧拉;华为鲲鹏;云计算;多模态AI;Web3.0;智慧政务;信创;AIGC概念;阿里巴巴概念;虚拟数字人;腾讯概念;鸿蒙概念;AI应用;元宇宙;人脸识别;文化传媒概念;虚拟现实;人工智能;DeepSeek概念;星闪概念;脑机接口;安防;英伟达概念;AI PC;卫星导航;低空经济;人形机器人;智能座舱;机器人概念;专精特新;无人机;商业航天;比亚迪概念;沪股通;融资融券,688039.SH,17
301488,24,人形机器人;华为汽车;长安汽车概念;智能座舱;机器人概念;无人驾驶;新能源汽车;机器视觉;比亚迪概念;毫米波雷达;百度概念;传感器;英伟达概念;低空经济;人工智能;汽车电子;专精特新;华为概念;粤港澳大湾区;充电桩;回购增持再贷款概念;汽车芯片;深股通;融资融券,301488.SZ,33
688646,19,芯片概念;专精特新;宁德时代概念;新型工业化;比亚迪概念;锂电池概念;机器视觉;固态电池;新能源汽车;储能;人形机器人;机器人概念;钙钛矿电池;长安汽车概念;动力电池回收;钠离子电池;智能物流;装配式建筑;ST板块,688646.SH,22
688200,8,第三代半导体;芯片概念;专精特新;华为概念;高端装备;京津冀一体化;沪股通;融资融券,688200.SH,17
688030,13,数据安全;网络安全;信创;AI智能体;AI应用;阿里巴巴概念;华为概念;量子科技;DeepSeek概念;芯片概念;工业互联网;比亚迪概念;融资融券,688030.SH,17
300098,32,数据安全;百度概念;鸿蒙概念;腾讯概念;AI应用;AI智能体;安防;人脸识别;虚拟现实;智慧城市;华为概念;车联网(车路协同);人工智能;物联网;DeepSeek概念;东数西算(算力);比亚迪概念;数据中心(AIDC);机器人概念;5G;智慧灯杆;智能电网;无人驾驶;长安汽车概念;汽车电子;卫星导航;商业航天;高铁;汽车芯片;PPP概念;深股通;融资融券,300098.SZ,33
300593,11,芯片概念;5G;卫星导航;商业航天;数据中心(AIDC);军工;专精特新;军民融合;储能;融资融券;深股通,300593.SZ,33
688127,14,光刻机;共封装光学(CPO);同花顺果指数;苹果概念;消费电子概念;5G;芯片概念;智能穿戴;华为概念;人民币贬值受益;2025年报预增;一带一路;沪股通;融资融券,688127.SH,17
301112,23,新型工业化;一体化压铸;长安汽车概念;机器视觉;比亚迪概念;智能物流;机器人概念;人民币贬值受益;新能源汽车;高端装备;粤港澳大湾区;工业互联网;汽车电子;无人机;军工;芯片概念;航空发动机;光伏概念;汽车芯片;MCU芯片;储能;股权转让(并购重组);融资融券,301112.SZ,33
688592,14,卫星导航;商业航天;无人机;低空经济;车联网(车路协同);无人驾驶;专精特新;机器人概念;农机;物联网;腾讯概念;芯片概念;乡村振兴;融资融券,688592.SH,17
301105,4,中俄贸易概念;粤港澳大湾区;新能源汽车;融资融券,301105.SZ,33
600776,13,卫星导航;商业航天;5G;网络安全;信创;华为概念;AI智能体;2025年报预增;数字经济;央企国企改革;国企改革;融资融券;沪股通,600776.SH,17
002150,10,风电;储能;充电桩;光伏概念;乡村振兴;一带一路;农机;人民币贬值受益;深股通;融资融券,002150.SZ,33
002492,4,统一大市场;横琴新区;创投;粤港澳大湾区,002492.SZ,33
688361,8,国家大基金持股;中芯国际概念;存储芯片;先进封装;芯片概念;同花顺新质50;沪股通;融资融券,688361.SH,17
300274,14,同花顺漂亮100;宁德时代概念;深股通;融资融券;氢能源;虚拟电厂;储能;风电;充电桩;新能源汽车;回购增持再贷款概念;光伏概念;数字经济;数据中心(AIDC),300274.SZ,33
600610,5,西部大开发;国企改革;沪股通;中字头股票;融资融券,600610.SH,17
301016,5,高铁;高端装备;无人驾驶;一带一路;融资融券,301016.SZ,33
002079,28,BC电池;HJT电池;TOPCON电池;第三代半导体;钙钛矿电池;汽车芯片;先进封装;光伏概念;无线耳机;消费电子概念;芯片概念;苹果概念;储能;智能穿戴;比亚迪概念;小米概念;5G;汽车电子;传感器;华为概念;物联网;人形机器人;虚拟现实;机器人概念;创投;深股通;融资融券;股权转让(并购重组),002079.SZ,33
688809,10,存储芯片;科创次新股;芯片概念;华为概念;注册制次新股;2025年报预增;2026一季报预增;长三角一体化;新股与次新股;融资融券,688809.SH,17
688628,8,芯片概念;PM2.5;核污染防治;光伏概念;AI智能体;人民币贬值受益;DeepSeek概念;融资融券,688628.SH,17
920526,4,融资融券;PCB概念;专精特新;芯片概念,920526.BJ,151
300939,18,MiniLED;电子纸;汽车电子;5G;无人驾驶;充电桩;物联网;比亚迪概念;机器人概念;智能家居;新能源汽车;安防;储能;长安汽车概念;智慧城市;家用电器;人工智能;融资融券,300939.SZ,33
301228,3,食品安全;土壤修复;融资融券,301228.SZ,33
002042,16,算力租赁;东数西算(算力);数据中心(AIDC);DeepSeek概念;C2M概念;职业教育;工业互联网;粤港澳大湾区;创投;中俄贸易概念;乡村振兴;新疆振兴;绿色电力;农业种植;深股通;融资融券,002042.SZ,33
300991,14,新型烟草(电子烟);铜缆高速连接;专精特新;消费电子概念;5G;数据中心(AIDC);比亚迪概念;新能源汽车;工业母机;存储芯片;无人机;无人驾驶;深股通;融资融券,300991.SZ,33
300354,28,人形机器人;新型工业化;航空发动机;机器人概念;大飞机;军民融合;数字孪生;数据要素;人工智能;军工;卫星导航;工业互联网;商业航天;专精特新;传感器;DeepSeek概念;物联网;水利;华为概念;核电;雅下水电概念;氢能源;风电;超级电容;固态电池;天然气;特高压;深股通,300354.SZ,33
600807,6,物业管理;生态农业;医疗器械概念;基因测序;国企改革;猴痘概念,600807.SH,17
688536,16,汽车芯片;MCU芯片;共封装光学(CPO);芯片概念;5G;传感器;智能座舱;专精特新;储能;安防;无人机;机器人概念;人形机器人;股权转让(并购重组);沪股通;融资融券,688536.SH,17
001333,2,共同富裕示范区;长三角一体化,001333.SZ,33
600400,9,养老概念;机器人概念;独角兽概念;参股银行;工业互联网;互联网金融;军工;沪股通;融资融券,600400.SH,17
300868,6,消费电子概念;智能穿戴;AI眼镜;华为概念;跨境电商;融资融券,300868.SZ,33
002196,12,人形机器人;机器人概念;特斯拉概念;家用电器;航空发动机;低空经济;新能源汽车;无人机;共同富裕示范区;汽车电子;一带一路;国企改革,002196.SZ,33
001230,16,数字经济;人工智能;车联网(车路协同);智慧城市;新型城镇化;DeepSeek概念;物联网;污水处理;专精特新;无人驾驶;机器人概念;垃圾分类;固废处理;新能源汽车;数据中心(AIDC);PPP概念,001230.SZ,33
688018,17,中国AI 50;MCU芯片;星闪概念;抖音概念(字节概念);WiFi 6;芯片概念;小米概念;语音技术;AI智能体;物联网;人工智能;机器人概念;数字经济;智能家居;上海自贸区;沪股通;融资融券,688018.SH,17
300296,40,MicroLED概念;MiniLED;柔性屏(折叠屏);智慧灯杆;OLED;商业航天;智能穿戴;消费电子概念;AI眼镜;第三代半导体;虚拟现实;海工装备;空间计算;小米概念;华为概念;无人机;元宇宙;芯片概念;人形机器人;无人驾驶;机器视觉;智慧城市;抖音概念(字节概念);数据要素;AIGC概念;AI应用;人工智能;腾讯概念;DeepSeek概念;京津冀一体化;虚拟数字人;一带一路;雄安新区;文化传媒概念;IP经济(谷子经济);乡村振兴;体育产业;旅游概念;深股通;融资融券,300296.SZ,33
300277,9,智能电网;核电;华为概念;高端装备;生物质能发电;传感器;人工智能;股权转让(并购重组);国企改革,300277.SZ,33
603270,15,减速器;人形机器人;飞行汽车(eVTOL);专精特新;比亚迪概念;机器人概念;新能源汽车;燃料电池;低空经济;碳纤维;商业航天;氢能源;风电;沪股通;融资融券,603270.SH,17
300638,35,阿里巴巴概念;移动支付;东数西算(算力);AI智能体;区块链;车联网(车路协同);毫米波雷达;物联网;人工智能;DeepSeek概念;机器视觉;卫星导航;商业航天;工业互联网;智能座舱;人形机器人;低空经济;机器人概念;智能电网;5G;汽车电子;海峡两岸;WiFi 6;AI眼镜;粤港澳大湾区;新能源汽车;消费电子概念;虚拟电厂;比亚迪概念;专精特新;人民币贬值受益;宠物经济;股权转让(并购重组);深股通;融资融券,300638.SZ,33
300809,11,人形机器人;工业母机;新型工业化;机器人概念;高端装备;专精特新;2025年报预增;一带一路;光刻机;第三代半导体;深股通,300809.SZ,33
301213,26,军工信息化;军民融合;卫星导航;航空发动机;军工;商业航天;无人机;高端装备;数字孪生;低空经济;西部大开发;电子身份证;东数西算(算力);专精特新;信创;Web3.0;机器视觉;人工智能;物联网;传感器;AI应用;机器人概念;区块链;虚拟现实;第三代半导体;融资融券,301213.SZ,33
688529,20,新型工业化;人形机器人;长安汽车概念;机器视觉;机器人概念;智能物流;小米汽车;新能源汽车;比亚迪概念;特斯拉概念;小米概念;燃料电池;高端装备;人工智能;华为概念;DeepSeek概念;锂电池概念;氢能源;固态电池;融资融券,688529.SH,17
300587,8,锂电池概念;固态电池;高铁;专精特新;液冷服务器;机器人概念;融资融券;深股通,300587.SZ,33
920368,8,一带一路;融资融券;光伏概念;第三代半导体;TOPCON电池;BC电池;HJT电池;硅能源,920368.BJ,151
603790,4,染料;PEEK材料;换电概念;股权转让(并购重组),603790.SH,17
920751,5,股权转让(并购重组);氢能源;专精特新;融资融券;燃料电池,920751.BJ,151
605180,2,露营经济;碳纤维,605180.SH,17
300619,11,钠离子电池;固态电池;锂电池概念;硅能源;有机硅概念;粤港澳大湾区;光伏概念;高端装备;新能源汽车;小金属概念;深股通,300619.SZ,33
301286,13,芯片概念;华为概念;商业航天;宁德时代概念;军工;2025年报预增;成飞概念;军民融合;西部大开发;医疗器械概念;雅下水电概念;深股通;融资融券,301286.SZ,33
301567,11,小米概念;专精特新;消费电子概念;智能穿戴;机器人概念;虚拟现实;汽车电子;AI眼镜;安防;无人机;融资融券,301567.SZ,33
688690,7,减肥药;2025年报预增;专精特新;食品安全;2026一季报预增;融资融券;沪股通,688690.SH,17
000811,33,中芯国际概念;超导概念;液冷服务器;可控核聚变;数据中心(AIDC);核电;3D打印;储能;海工装备;军工;海峡两岸;水利;雅下水电概念;新能源汽车;碳中和;空气能热泵;机器人概念;氢能源;人工智能;燃料电池;创投;中俄贸易概念;固态电池;智能物流;回购增持再贷款概念;国企改革;冷链物流;天然气;宠物经济;体育产业;融资融券;冰雪产业;深股通,000811.SZ,33
300249,25,液冷服务器;东数西算(算力);数据中心(AIDC);云计算;5G;华为数字能源;抖音概念(字节概念);腾讯概念;阿里巴巴概念;华为概念;百度概念;智慧城市;数字孪生;专精特新;物联网;数字乡村;区块链;人工智能;储能;机器人概念;碳中和;西部大开发;回购增持再贷款概念;深股通;融资融券,300249.SZ,33
688781,8,科创次新股;注册制次新股;智能穿戴;AI眼镜;芯片概念;OLED;新股与次新股;融资融券,688781.SH,17
002080,22,PCB概念;6G概念;5G;固态电池;宁德时代概念;锂电池概念;商业航天;无人机;新能源汽车;军工;2025年报预增;海工装备;风电;燃料电池;污水处理;氢能源;一带一路;央企国企改革;深股通;国企改革;中字头股票;融资融券,002080.SZ,33
688786,8,消费电子概念;柔性屏(折叠屏);3D打印;军工;专精特新;动力电池回收;特钢概念;融资融券,688786.SH,17
002334,28,数据中心(AIDC);换电概念;核电;物联网;充电桩;液冷服务器;工业互联网;芯片概念;新型工业化;低空经济;百度概念;光伏概念;机器人概念;人形机器人;工业母机;储能;比亚迪概念;粤港澳大湾区;新能源汽车;风电;海工装备;稀土永磁;光伏建筑一体化;燃料电池;氢能源;锂电池概念;深股通;融资融券,002334.SZ,33
301023,10,减速器;人形机器人;机器人概念;新能源汽车;专精特新;储能;光伏概念;特高压;股权转让(并购重组);融资融券,301023.SZ,33
301020,9,专精特新;比亚迪概念;华为汽车;新能源汽车;长安汽车概念;燃料电池;氢能源;国企改革;融资融券,301020.SZ,33
603217,4,可降解塑料;合成生物;专精特新;固态电池,603217.SH,17
600619,18,光刻机;上海国企改革;上海自贸区;空气能热泵;汽车热管理;家用电器;比亚迪概念;冷链物流;新能源汽车;一带一路;芯片概念;小米概念;2025年报预增;储能;高压快充;国企改革;沪股通;融资融券,600619.SH,17
600203,23,华为手机;MiniLED;智能穿戴;柔性屏(折叠屏);智能音箱;无线耳机;消费电子概念;汽车电子;5G;小米概念;智能座舱;智慧灯杆;华为概念;智能家居;海峡两岸;卫星导航;机器人概念;无人机;抖音概念(字节概念);福建自贸区;国企改革;融资融券;沪股通,600203.SH,17
300032,8,元宇宙;虚拟现实;人民币贬值受益;智能穿戴;新型烟草(电子烟);海峡两岸;消费电子概念;OLED,300032.SZ,33
300516,19,军工信息化;军民融合;卫星导航;商业航天;军工;无人机;海工装备;低空经济;光纤概念;量子科技;专精特新;无人驾驶;中船系;传感器;数字经济;央企国企改革;芯片概念;国企改革;深股通,300516.SZ,33
301212,6,可降解塑料;消毒剂;专精特新;共同富裕示范区;锂电池概念;融资融券,301212.SZ,33
300503,23,减速器;人形机器人;工业母机;新型工业化;传感器;机器人概念;富士康概念;商业航天;比亚迪概念;新能源汽车;人工智能;高端装备;专精特新;PCB概念;2025年报预增;燃料电池;海峡两岸;芯片概念;粤港澳大湾区;光伏概念;氢能源;融资融券;深股通,300503.SZ,33
688041,13,中国AI 50;芯片概念;信创;东数西算(算力);阿里巴巴概念;抖音概念(字节概念);百度概念;腾讯概念;人工智能;DeepSeek概念;同花顺中特估100;沪股通;融资融券,688041.SH,17
000697,8,航空发动机;大飞机;军工;无人机;人民币贬值受益;西部大开发;国企改革;摘帽,000697.SZ,33
688502,13,光刻机;光刻胶;芯片概念;专精特新;机器视觉;智能穿戴;无人驾驶;虚拟现实;人民币贬值受益;基因测序;眼科医疗;沪股通;融资融券,688502.SH,17
688360,22,人形机器人;新型工业化;数字孪生;Web3.0;物联网;机器人概念;华为概念;阿里巴巴概念;专精特新;人工智能;数字经济;高端装备;拼多多概念;智能物流;跨境电商;宁德时代概念;储能;锂电池概念;冷链物流;统一大市场;沪股通;融资融券,688360.SH,17
300121,7,第三代半导体;有机硅概念;芯片概念;硅能源;回购增持再贷款概念;数字经济;深股通,300121.SZ,33
002056,25,BC电池;稀土永磁;小金属概念;华为数字能源;无线充电;TOPCON电池;钙钛矿电池;深股通;融资融券;锂电池概念;光伏概念;储能;光伏建筑一体化;5G;特斯拉概念;比亚迪概念;氢能源;华为概念;新能源汽车;东数西算(算力);工业互联网;机器人概念;军工;低空经济;数字经济,002056.SZ,33
603068,28,MCU芯片;汽车芯片;星闪概念;小米概念;智能音箱;芯片概念;无线耳机;传感器;智能穿戴;AI眼镜;消费电子概念;WiFi 6;物联网;华为概念;智能家居;无人驾驶;抖音概念(字节概念);ETC;人工智能;鸿蒙概念;无人机;阿里巴巴概念;卫星导航;毫米波雷达;智慧城市;低空经济;上海自贸区;沪股通,603068.SH,17
600520,6,先进封装;股权转让(并购重组);芯片概念;机器人概念;国企改革;沪股通,600520.SH,17
603356,4,海工装备;光伏概念;风电;股权转让(并购重组),603356.SH,17
600379,15,光热发电;氢能源;燃料电池;虚拟电厂;特高压;风电;智能电网;高铁;储能;西部大开发;国企改革;央企国企改革;芯片概念;军工;融资融券,600379.SH,17
688605,9,光刻机;中芯国际概念;芯片概念;专精特新;光伏概念;商业航天;医疗器械概念;沪股通;融资融券,688605.SH,17
301563,22,存储芯片;MCU芯片;汽车芯片;PCB概念;芯片概念;汽车电子;传感器;物联网;商业航天;专精特新;2026一季报预增;AI智能体;注册制次新股;工业互联网;机器人概念;数据要素;人工智能;DeepSeek概念;智能物流;深股通;新股与次新股;融资融券,301563.SZ,33
603322,24,算力租赁;快手概念;东数西算(算力);多模态AI;智慧灯杆;AI视频;数据要素;AIGC概念;数据中心(AIDC);智慧城市;AI应用;移动支付;物联网;华为概念;DeepSeek概念;人工智能;5G;低空经济;粤港澳大湾区;充电桩;芯片概念;智能物流;一带一路;沪股通,603322.SH,17
605060,7,数据中心(AIDC);液冷服务器;专精特新;风电;高端装备;农机;沪股通,605060.SH,17
301362,8,PCB概念;专精特新;人民币贬值受益;C2M概念;一带一路;生态农业;高股息精选;融资融券,301362.SZ,33
002132,13,有机硅概念;硅能源;黄金概念;光纤概念;高铁;钙钛矿电池;光伏概念;一带一路;机器人概念;特高压;2026一季报预增;深股通;融资融券,002132.SZ,33
301611,11,光刻机;存储芯片;芯片概念;第三代半导体;OLED;专精特新;锂电池概念;燃料电池;医疗器械概念;深股通;融资融券,301611.SZ,33
603289,8,新型工业化;地下管网;新能源汽车;长三角一体化;垃圾分类;比亚迪概念;高端装备;一体化压铸,603289.SH,17
300899,5,净水概念;污水处理;上海自贸区;融资融券;摘帽,300899.SZ,33
603407,5,注册制次新股;比亚迪概念;小金属概念;新股与次新股;融资融券,603407.SH,17
688047,13,汽车芯片;MCU芯片;信创;东数西算(算力);国产操作系统;百度概念;鸿蒙概念;芯片概念;DeepSeek概念;商业航天;机器人概念;沪股通;融资融券,688047.SH,17
603767,7,减速器;长安汽车概念;农机;共同富裕示范区;新能源汽车;乡村振兴;沪股通,603767.SH,17
688125,14,光刻胶;苹果概念;消费电子概念;宁德时代概念;专精特新;汽车电子;比亚迪概念;一带一路;工业母机;机器视觉;机器人概念;新型工业化;人形机器人;融资融券,688125.SH,17
603360,7,存储芯片;芯片概念;机器人概念;人民币贬值受益;光刻机;消毒剂;沪股通,603360.SH,17
000032,46,智谱AI;数据安全;华为鲲鹏;云计算;数据确权;算力租赁;AI语料;智慧政务;信创;国产操作系统;国资云;阿里巴巴概念;AI智能体;东数西算(算力);数据要素;抖音概念(字节概念);AI应用;数字乡村;智慧城市;元宇宙;数字孪生;DeepSeek概念;数字经济;人工智能;安防;数据中心(AIDC);智能医疗;工业互联网;低空经济;商业航天;粤港澳大湾区;专精特新;芯片概念;可控核聚变;柔性屏(折叠屏);中芯国际概念;碳中和;高铁;体育产业;乡村振兴;绿色电力;国企改革;生物质能发电;央企国企改革;融资融券;深股通,000032.SZ,33
300464,6,露营经济;家用电器;跨境电商;无线耳机;消费电子概念;人民币贬值受益,300464.SZ,33
002179,39,铜缆高速连接;光纤概念;6G概念;成飞概念;芯片概念;液冷服务器;卫星导航;可控核聚变;高压快充;共封装光学(CPO);5G;商业航天;大飞机;换电概念;军民融合;光伏概念;国产航母;军工;专精特新;充电桩;量子科技;无人机;储能;智能电网;数据中心(AIDC);比亚迪概念;低空经济;核电;新能源汽车;特斯拉概念;华为概念;东数西算(算力);机器人概念;无人驾驶;车联网(车路协同);国企改革;深股通;融资融券;中字头股票,002179.SZ,33
300724,16,BC电池;HJT电池;TOPCON电池;钙钛矿电池;硅能源;光伏概念;锂电池概念;高端装备;粤港澳大湾区;第三代半导体;芯片概念;PET铜箔;先进封装;PCB概念;融资融券;深股通,300724.SZ,33
688308,11,PCB概念;工业母机;2026一季报预增;人形机器人;2025年报预增;商业航天;航空发动机;专精特新;光伏概念;机器人概念;融资融券,688308.SH,17
600539,11,股权转让(并购重组);小红书概念;锂电池概念;机器视觉;AI应用;海峡两岸;污水处理;净水概念;光伏概念;跨境电商;宠物经济,600539.SH,17
688343,29,华为昇腾;华为鲲鹏;多模态AI;算力租赁;智慧政务;信创;ChatGPT概念;阿里巴巴概念;东数西算(算力);AI智能体;鸿蒙概念;人脸识别;DeepSeek概念;车联网(车路协同);智慧城市;华为概念;安防;人工智能;机器视觉;低空经济;智能穿戴;AI眼镜;芯片概念;智能座舱;消费电子概念;机器人概念;人形机器人;沪股通;融资融券,688343.SH,17
688435,14,华为欧拉;华为鲲鹏;数据安全;信创;云计算;阿里巴巴概念;腾讯概念;数据要素;DeepSeek概念;华为概念;数字经济;互联网金融;专精特新;融资融券,688435.SH,17
002947,16,AI PC;苹果概念;柔性屏(折叠屏);无线耳机;消费电子概念;5G;智能穿戴;东数西算(算力);数据中心(AIDC);虚拟现实;比亚迪概念;新能源汽车;储能;人民币贬值受益;深股通;融资融券,002947.SZ,33
002129,13,BC电池;HJT电池;TOPCON电池;硅能源;绿色电力;光伏概念;同花顺漂亮100;中芯国际概念;芯片概念;一带一路;深股通;融资融券;商业航天,002129.SZ,33
603341,26,星闪概念;智能音箱;虚拟现实;车联网(车路协同);智能座舱;空间计算;机器人概念;小米概念;物联网;智能穿戴;华为概念;汽车电子;无线耳机;小米汽车;数字经济;AI眼镜;5G;消费电子概念;无线充电;创投;AI PC;一带一路;回购增持再贷款概念;PCB概念;沪股通;融资融券,603341.SH,17
300201,15,苹果概念;电力物联网;智能电网;核污染防治;宁德时代概念;储能;无人机;锂电池概念;高端装备;机器人概念;军工;工业互联网;无人驾驶;军民融合;深股通,300201.SZ,33
301000,9,人形机器人;汽车热管理;机器人概念;新能源汽车;家用电器;燃料电池;储能;深股通;融资融券,301000.SZ,33
688788,10,军工信息化;华为昇腾;军工;无人机;人工智能;无人驾驶;粤港澳大湾区;芯片概念;沪股通;融资融券,688788.SH,17
688260,6,光纤概念;消费电子概念;汽车电子;华为概念;无人驾驶;融资融券,688260.SH,17
300455,16,卫星导航;商业航天;军工;核电;高端装备;高铁;人工智能;央企国企改革;机器人概念;芯片概念;MCU芯片;智能物流;国企改革;存储芯片;融资融券;深股通,300455.SZ,33
688072,6,国家大基金持股;存储芯片;先进封装;芯片概念;沪股通;融资融券,688072.SH,17
002903,17,工业母机;富士康概念;苹果概念;军工;芯片概念;第三代半导体;消费电子概念;同花顺新质50;专精特新;新型工业化;比亚迪概念;减速器;华为概念;新能源汽车;小米概念;机器人概念;融资融券,002903.SZ,33
301662,9,固态电池;宁德时代概念;锂电池概念;钠离子电池;动力电池回收;比亚迪概念;粤港澳大湾区;深股通;融资融券,301662.SZ,33
603283,18,存储芯片;PCB概念;芯片概念;消费电子概念;智能穿戴;苹果概念;无线耳机;光伏概念;同花顺果指数;比亚迪概念;新型工业化;新能源汽车;长三角一体化;人工智能;锂电池概念;特斯拉概念;融资融券;沪股通,603283.SH,17
600879,20,军工信息化;太赫兹;军民融合;卫星导航;商业航天;军工;无人机;特高压;低空经济;量子科技;高端装备;央企国企改革;物联网;京津冀一体化;传感器;芯片概念;国企改革;医疗器械概念;沪股通;融资融券,600879.SH,17
603297,12,光刻机;AI眼镜;芯片概念;PCB概念;机器视觉;虚拟现实;商业航天;无人驾驶;智能医疗;共同富裕示范区;沪股通;融资融券,603297.SH,17
002409,15,国家大基金持股;存储芯片;中芯国际概念;先进封装;光刻胶;OLED;芯片概念;特高压;专精特新;海工装备;氟化工概念;磷化工;深股通;天然气;融资融券,002409.SZ,33
603698,10,军民融合;军工;核电;高端装备;碳中和;氢能源;国企改革;煤化工概念;沪股通;融资融券,603698.SH,17
603336,7,农业种植;乡村振兴;冷链物流;一带一路;创新药;国企改革;股权转让(并购重组),603336.SH,17
688531,19,PCB概念;共封装光学(CPO);芯片概念;液冷服务器;宁德时代概念;专精特新;锂电池概念;比亚迪概念;商业航天;固态电池;高端装备;特斯拉概念;储能;一体化压铸;食品安全;人工智能;回购增持再贷款概念;沪股通;融资融券,688531.SH,17
300699,18,大飞机;军民融合;商业航天;卫星导航;碳纤维;军工;高铁;低空经济;无人机;风电;PEEK材料;新能源汽车;光伏概念;消费电子概念;体育产业;氢能源;深股通;融资融券,300699.SZ,33
600353,25,第三代半导体;光刻机;先进封装;5G;柔性直流输电;特高压;可控核聚变;智能电网;东数西算(算力);核电;军工;无人机;军民融合;航空发动机;虚拟电厂;信创;智慧城市;风电;无人驾驶;2025年报预增;人形机器人;DeepSeek概念;西部大开发;沪股通;融资融券,600353.SH,17
002837,20,液冷服务器;中国AI 50;数据中心(AIDC);英伟达概念;东数西算(算力);军工;抖音概念(字节概念);华为概念;腾讯概念;阿里巴巴概念;比亚迪概念;充电桩;新能源汽车;储能;粤港澳大湾区;高铁;家用电器;冷链物流;融资融券;深股通,002837.SZ,33
003031,22,共封装光学(CPO);光刻机;第三代半导体;6G概念;华为海思概念股;5G;芯片概念;消费电子概念;汽车电子;卫星导航;专精特新;商业航天;比亚迪概念;华为概念;新能源汽车;军工;充电桩;央企国企改革;国企改革;中字头股票;融资融券;深股通,003031.SZ,33
