code,所属概念,股票代码,所属概念数量,market_code
600137,西部大开发,600137.SH,1,17
300404,CRO概念;细胞免疫治疗;减肥药;阿尔茨海默概念;创新药;幽门螺杆菌概念;肝炎概念;智能医疗;人工智能;DeepSeek概念;专精特新,300404.SZ,11,33
920300,智能医疗;宠物经济;可控核聚变;医疗器械概念;量子科技;超导概念;专精特新;融资融券;光伏概念,920300.BJ,9,151
300707,新型工业化;特斯拉概念;新能源汽车;储能;锂电池概念;2025年报预增,300707.SZ,6,33
001233,注册制次新股;高端装备;专精特新;一带一路;中俄贸易概念;人民币贬值受益;海峡两岸;俄乌冲突概念;深股通;新股与次新股;融资融券,001233.SZ,11,33
603718,动物疫苗;基因测序;牙科医疗;医疗器械概念;股权转让(并购重组);沪股通;融资融券,603718.SH,7,17
002679,海峡两岸;特色小镇;碳中和;碳交易;国企改革;互联网金融;人工智能,002679.SZ,7,33
300554,光伏概念;第三代半导体;芯片概念;中芯国际概念;股权转让(并购重组),300554.SZ,5,33
300653,辅助生殖;重组蛋白;合成生物;医疗器械概念;牙科医疗;专精特新;3D打印;融资融券,300653.SZ,8,33
000977,中国AI 50;英伟达概念;算力租赁;液冷服务器;国资云;东数西算(算力);云计算;抖音概念(字节概念);国产操作系统;信创;腾讯概念;数据中心;百度概念;元宇宙;车联网(车路协同);AIGC概念;DeepSeek概念;人工智能;智慧城市;无人驾驶;深股通;融资融券;回购增持再贷款概念;国企改革,000977.SZ,24,33
300613,汽车芯片;智能音箱;AI眼镜;智能穿戴;芯片概念;汽车电子;消费电子概念;机器视觉;东数西算(算力);安防;机器人概念;专精特新;智能家居;人脸识别;比亚迪概念;鸿蒙概念;人工智能;深股通;融资融券,300613.SZ,19,33
000560,租售同权;物业管理;西部大开发;京津冀一体化;数字经济;深股通;数据要素;人工智能;AIGC概念;鸿蒙概念;ChatGPT概念;华为概念;融资融券,000560.SZ,13,33
600448,参股银行;工业大麻;C2M概念;国企改革;回购增持再贷款概念;人民币贬值受益;融资融券,600448.SH,7,17
300698,车联网(车路协同);无人驾驶;网约车;华为昇腾;百度概念;卫星导航;数据要素;云计算;物联网;人工智能;算力租赁;东数西算(算力);DeepSeek概念;阿里巴巴概念;智能物流;英伟达概念;比亚迪概念;5G;数据中心;智能医疗;液冷服务器;光纤概念;一带一路;深股通,300698.SZ,24,33
300907,家用电器;新型工业化;机器人概念;新能源汽车;人民币贬值受益;融资融券,300907.SZ,6,33
000639,NMN概念;网红经济;体育产业;跨境电商;维生素;阿里巴巴概念;融资融券,000639.SZ,7,33
600712,免税店;农村电商;乡村振兴;职业教育;国企改革;西部大开发;股权转让(并购重组),600712.SH,7,17
603182,人造肉;粮食概念;乡村振兴;大豆,603182.SH,4,17
300844,新型城镇化;粤港澳大湾区;人工智能;雄安新区;百度概念;DeepSeek概念;AIGC概念;元宇宙;旅游概念;乡村振兴;融资融券,300844.SZ,11,33
300517,装配式建筑;PPP概念;一带一路;5G,300517.SZ,4,33
920344,重组蛋白;三胎概念;细胞免疫治疗;肝炎概念;京津冀一体化;创新药;融资融券;专精特新,920344.BJ,8,151
688026,医疗器械概念;人民币贬值受益;专精特新;融资融券,688026.SH,4,17
000409,华为盘古;ChatGPT概念;云计算;AI智能体;华为昇腾;数据要素;国产操作系统;网络安全;ERP概念;多模态AI;腾讯概念;数字经济;DeepSeek概念;鸿蒙概念;时空大数据;人工智能;空间计算;数字孪生;东数西算(算力);军民融合;华为概念;卫星导航;物联网;数据中心;工业互联网;AI应用;5G;国企改革;机器人概念;新型工业化;智能穿戴;智能电网;光伏概念;煤化工概念;深股通,000409.SZ,35,33
603308,可控核聚变;航空发动机;核电;海工装备;风电;高端装备;大飞机;3D打印;军工;商业航天;核污染防治;无人机;工业互联网;一带一路;参股银行;沪股通;融资融券,603308.SH,17,17
688325,芯片概念;专精特新;锂电池概念;回购增持再贷款概念;沪股通;融资融券,688325.SH,6,17
300833,文化传媒概念;专精特新;人民币贬值受益;粤港澳大湾区;机器视觉;深股通,300833.SZ,6,33
920496,虚拟电厂;充电桩;储能;智能电网;光伏概念;数字孪生;融资融券;机器人概念;电力物联网;华为鲲鹏;数据中心;华为概念;一带一路;专精特新;人工智能,920496.BJ,15,151
688234,第三代半导体;芯片概念;AI眼镜;专精特新;智能电网;华为概念;沪股通;融资融券,688234.SH,8,17
600835,减速器;人形机器人;上海国企改革;机器人概念;雅下水电概念;物联网;国企改革;沪股通;融资融券,600835.SH,9,17
603829,智能电网;光伏概念;储能,603829.SH,3,17
001215,预制菜;三胎概念;海峡两岸;回购增持再贷款概念,001215.SZ,4,33
600221,海南自贸区;自由贸易港;雄安新区;融资融券;股权转让(并购重组);沪股通,600221.SH,6,17
300631,盐湖提锂;稀土永磁;锂电池概念;固态电池;净水概念;污水处理;光伏概念;垃圾分类;专精特新,300631.SZ,9,33
300553,人形机器人;商业航天;新型工业化;人工智能;军工;专精特新;机器人概念;航空发动机;新能源汽车;高端装备;海工装备,300553.SZ,11,33
002888,智能音箱;无线耳机;智能家居;消费电子概念;粤港澳大湾区;星闪概念;跨境电商;汽车电子;横琴新区;2025年报预增;物联网;华为概念;绿色电力,002888.SZ,13,33
300519,流感;肝炎概念;辅助生殖;互联网金融,300519.SZ,4,33
000014,深圳国企改革;物业管理;国企改革;粤港澳大湾区;股权转让(并购重组),000014.SZ,5,33
688001,人形机器人;芯片概念;无线耳机;汽车电子;苹果概念;智能穿戴;消费电子概念;OLED;特斯拉概念;MicroLED概念;智能音箱;5G;回购增持再贷款概念;沪股通;融资融券,688001.SH,15,17
688698,人形机器人;机器视觉;机器人概念;新能源汽车;高端装备;AI智能体;人工智能;智能物流;专精特新;医疗器械概念;储能;海工装备;光伏概念;氢能源;融资融券;沪股通,688698.SH,16,17
002769,AI应用;AIGC概念;信创;钠离子电池;虚拟电厂;跨境电商;粤港澳大湾区;储能;碳交易;绿色电力;一带一路;国企改革,002769.SZ,12,33
000810,星闪概念;智能音箱;安防;虚拟现实;鸿蒙概念;元宇宙;人工智能;空间计算;WiFi 6;物联网;智能穿戴;在线教育;数据要素;百度概念;数字经济;MR(混合现实);腾讯概念;智能座舱;华为概念;智能家居;AIGC概念;Web3.0;小米概念;ChatGPT概念;AI眼镜;文化传媒概念;华为海思概念股;无人机;5G;汽车电子;家用电器;短剧游戏;消费电子概念;MiniLED;长安汽车概念;芯片概念;数据中心;柔性屏(折叠屏);眼科医疗;F5G概念;OLED;储能;西部大开发;深股通;融资融券,000810.SZ,45,33
300381,维生素;合成生物;NMN概念;横琴新区;粤港澳大湾区;可降解塑料,300381.SZ,6,33
300142,生物疫苗;流感;创新药;合成生物;西部大开发;深股通;融资融券,300142.SZ,7,33
300647,智慧灯杆;智慧城市;数据中心;5G;消费电子概念;一带一路;锂电池概念;跨境电商;液冷服务器;动力电池回收,300647.SZ,10,33
600718,DRG/DIP;财税数字化;智慧政务;云计算;AI智能体;数据要素;华为昇腾;数据安全;区块链;信创;百度概念;AIGC概念;网络安全;DeepSeek概念;互联网金融;数字货币;数字经济;人工智能;抖音概念(字节概念);智能医疗;智慧城市;独角兽概念;东数西算(算力);车联网(车路协同);华为概念;中国AI 50;养老概念;食品安全;工业互联网;AI应用;无人驾驶;5G;参股保险;机器人概念;智能座舱;医疗器械概念;虚拟电厂;长安汽车概念;比亚迪概念;汽车电子;新能源汽车;融资融券;沪股通,600718.SH,43,17
001206,宠物经济;三胎概念;跨境电商;养老概念;京津冀一体化;人民币贬值受益;一带一路,001206.SZ,7,33
605180,露营经济;碳纤维,605180.SH,2,17
600882,乳业;三胎概念;数据要素;AI智能体;沪股通;融资融券,600882.SH,6,17
301110,小红书概念;AI智能体;抖音概念(字节概念);阿里巴巴概念;数据要素;人工智能;跨境电商;三胎概念;宠物经济;AI应用;深股通;融资融券,301110.SZ,12,33
300809,工业母机;人形机器人;新型工业化;光刻机;第三代半导体;高端装备;机器人概念;专精特新;一带一路;2025年报预增;深股通,300809.SZ,11,33
920809,锂电池概念;专精特新;磷化工;宁德时代概念;储能;融资融券;西部大开发;比亚迪概念,920809.BJ,8,151
300783,网红经济;预制菜;IP经济(谷子经济);跨境电商;三胎概念;宠物经济;食品安全;专精特新;深股通,300783.SZ,9,33
603023,EDR概念;智能座舱;汽车电子;无人驾驶;传感器;车联网(车路协同);黑龙江自贸区;新能源汽车;国企改革;股权转让(并购重组);摘帽,603023.SH,11,17
301008,减速器;人形机器人;机器人概念;传感器;新能源汽车;专精特新;家用电器;智能家居;融资融券,301008.SZ,9,33
603518,三胎概念;露营经济;网红经济;IP经济(谷子经济),603518.SH,4,17
688350,污水处理;专精特新;氢能源;盐湖提锂;融资融券,688350.SH,5,17
920086,华为汽车;新能源汽车;比亚迪概念;华为概念;专精特新;新股与次新股;融资融券,920086.BJ,7,151
300031,元宇宙;百度概念;虚拟数字人;人工智能;手机游戏;DeepSeek概念;虚拟现实;网络游戏;数字经济;云游戏;华为概念;数字孪生;车联网(车路协同);MR(混合现实);机器视觉;工业互联网;IP经济(谷子经济);无人机;创投;机器人概念;新型工业化;无人驾驶;传感器;人民币贬值受益;碳中和;AI应用;深股通;融资融券,300031.SZ,28,33
002909,有机硅概念;液冷服务器;硅能源;光伏概念;储能;消费电子概念;碳中和;高铁;比亚迪概念;两轮车;雄安新区;回购增持再贷款概念;新能源汽车;新型城镇化;装配式建筑;5G;粤港澳大湾区;一带一路;跨境电商;飞行汽车(eVTOL);低空经济;融资融券,002909.SZ,22,33
001220,注册制次新股;智能物流;京津冀一体化;新股与次新股;融资融券,001220.SZ,5,33
300098,卫星导航;车联网(车路协同);商业航天;人脸识别;安防;数据安全;无人驾驶;智慧灯杆;鸿蒙概念;智慧城市;物联网;东数西算(算力);百度概念;虚拟现实;华为概念;5G;AI智能体;人工智能;腾讯概念;机器人概念;数据中心;汽车电子;高铁;比亚迪概念;长安汽车概念;汽车芯片;智能电网;PPP概念;AI应用;深股通;融资融券,300098.SZ,31,33
300220,IP经济(谷子经济);无人零售;元宇宙;NFT概念;专精特新;3D打印;区块链;人民币贬值受益;数据确权;高端装备,300220.SZ,10,33
002527,减速器;人形机器人;新型工业化;工业母机;长安汽车概念;机器人概念;机器视觉;新能源汽车;比亚迪概念;工业互联网;智能物流;空气能热泵;燃料电池;数字孪生;大飞机;芯片概念;区块链;阿里巴巴概念;液冷服务器;数据中心;海工装备;深股通;股权转让(并购重组);融资融券,002527.SZ,24,33
301195,人工智能;物联网;鸿蒙概念;DeepSeek概念;华为概念;机器视觉;无人驾驶;工业互联网;机器人概念;专精特新;卫星导航;5G;商业航天;芯片概念;融资融券,301195.SZ,15,33
003029,数字水印;电子身份证;数字货币;智慧政务;数据安全;华为鲲鹏;网络安全;信创;鸿蒙概念;移动支付;区块链;军工信息化;互联网金融;AI智能体;车联网(车路协同);量子科技;抖音概念(字节概念);蚂蚁集团概念;跨境支付(CIPS);智慧城市;数字经济;DeepSeek概念;安防;东数西算(算力);卫星导航;华为概念;物联网;商业航天;无人驾驶;军工;工业互联网;长安汽车概念;专精特新;芯片概念;比亚迪概念;中俄贸易概念;深股通,003029.SZ,37,33
688529,新型工业化;比亚迪概念;小米汽车;长安汽车概念;新能源汽车;机器视觉;特斯拉概念;人形机器人;机器人概念;高端装备;小米概念;燃料电池;固态电池;华为概念;智能物流;锂电池概念;氢能源;人工智能;DeepSeek概念;融资融券,688529.SH,20,17
920510,芯片概念;机器人概念;融资融券;专精特新;人形机器人;减速器;新能源汽车,920510.BJ,7,151
300855,航空发动机;大飞机;特钢概念;军民融合;核电;军工;专精特新;融资融券;深股通,300855.SZ,9,33
002905,文化传媒概念;职业教育;虚拟现实;粤港澳大湾区,002905.SZ,4,33
603949,汽车热管理;农机;新能源汽车;专精特新;创投;军工;乡村振兴,603949.SH,7,17
688458,MCU芯片;汽车芯片;AI手机;AI眼镜;消费电子概念;汽车电子;芯片概念;小米概念;传感器;无线充电;专精特新;特斯拉概念;机器人概念;华为概念;融资融券,688458.SH,15,17
300615,5G;工业母机;新能源汽车;充电桩,300615.SZ,4,33
300134,6G概念;智能穿戴;5G;华为手机;柔性屏(折叠屏);消费电子概念;新型烟草(电子烟);虚拟现实;小米概念;华为概念;苹果概念;军工;空间计算;3D打印;芯片概念;新型工业化;机器人概念;粤港澳大湾区;特斯拉概念;人工智能;新能源汽车;锂电池概念;元宇宙;云游戏;工业母机;创投;职业教育;在线教育;AIGC概念;氢能源;国企改革;文化传媒概念;深股通;股权转让(并购重组);融资融券,300134.SZ,35,33
603819,新能源汽车;风电;安防;股权转让(并购重组),603819.SH,4,17
300865,水利;固废处理;一带一路;建筑节能;新型城镇化;无人机;西部大开发;低空经济;融资融券,300865.SZ,9,33
002146,特色小镇;物业管理;旅游概念;PPP概念;雄安新区;创投;一带一路;低空经济;京津冀一体化;养老概念;深股通;融资融券,002146.SZ,12,33
601778,光伏概念;光伏建筑一体化;氢能源;虚拟电厂;储能;风电;碳中和;碳交易;绿色电力;数据中心;阿里巴巴概念;腾讯概念;沪股通;融资融券,601778.SH,14,17
000045,粤港澳大湾区;深圳国企改革;OLED;虚拟现实;国企改革;深股通,000045.SZ,6,33
600392,稀土永磁;小金属概念;2025三季报预增;苹果概念;西部大开发;国企改革;参股保险;2025年报预增;沪股通;融资融券,600392.SH,10,17
920061,机器人概念;融资融券;宁德时代概念;专精特新;固态电池;稀土永磁;锂电池概念,920061.BJ,7,151
600186,AI智能体;算力租赁;DeepSeek概念;东数西算(算力);智能医疗;土壤修复;2025三季报预增;粮食概念;回购增持再贷款概念;超级品牌;融资融券;沪股通,600186.SH,12,17
301180,AI眼镜;高压快充;智能穿戴;消费电子概念;苹果概念;比亚迪概念;储能;华为概念;宁德时代概念;锂电池概念;深股通;融资融券,301180.SZ,12,33
002141,动物疫苗;广东自贸区;盐湖提锂;横琴新区;粤港澳大湾区;创投;独角兽概念;锂电池概念;PCB概念;摘帽,002141.SZ,10,33
301515,脑机接口;智能医疗;医疗器械概念;专精特新;西部大开发;回购增持再贷款概念;融资融券,301515.SZ,7,33
000678,减速器;股权转让(并购重组);农机;军民融合;军工;新能源汽车;比亚迪概念;人民币贬值受益;国企改革;深股通;融资融券,000678.SZ,11,33
000838,租售同权;固废处理;污水处理;西部大开发;股权转让(并购重组);融资融券,000838.SZ,6,33
003027,碳中和;储能;钠离子电池;2025三季报预增;2025年报预增,003027.SZ,5,33
002703,无人驾驶;长安汽车概念;小米汽车;比亚迪概念;共同富裕示范区;新能源汽车;汽车电子;小米概念;深股通;融资融券,002703.SZ,10,33
301418,两轮车;消费电子概念;石墨烯;芯片概念;融资融券,301418.SZ,5,33
600173,黄金概念;金属锌;金属铅;金属铜;稀土永磁;物业管理;IP经济(谷子经济);锂电池概念;手机游戏;网络游戏;氢能源;绿色电力;储能;机器人概念;风电;沪股通;股权转让(并购重组),600173.SH,17,17
300800,雄安新区;污水处理;水利;PM2.5;专精特新;碳中和;乡村振兴;一带一路;工业互联网;数字孪生;华为概念;人工智能;数字乡村;国产操作系统;AI智能体;AI应用,300800.SZ,16,33
002587,智慧灯杆;体育产业;足球概念;智慧城市;物联网;人脸识别;粤港澳大湾区;旅游概念;虚拟现实;数字经济;机器人概念;人工智能;华为概念;语音技术;MR(混合现实);柔性屏(折叠屏);MicroLED概念;元宇宙;专精特新;互联网金融;在线教育;区块链;MiniLED;智慧政务;5G;腾讯概念;消费电子概念;信创;抖音概念(字节概念);虚拟数字人;苹果概念;华为鲲鹏;广东自贸区;AIGC概念;ChatGPT概念;英伟达概念;AI应用,002587.SZ,37,33
300318,猴痘概念;流感;生物疫苗;肝炎概念;医疗器械概念;三胎概念;京津冀一体化;深股通,300318.SZ,8,33
002605,AIGC概念;短剧游戏;手机游戏;网络游戏;抖音概念(字节概念);小红书概念;文化传媒概念;腾讯概念;IP经济(谷子经济);AI应用;网红经济;独角兽概念;体育产业;创投;细胞免疫治疗;长三角一体化;深股通,002605.SZ,17,33
688230,芯片概念;AI眼镜;第三代半导体;智能穿戴;消费电子概念;AI手机;5G;小米概念;专精特新;人形机器人;股权转让(并购重组);沪股通;融资融券,688230.SH,13,17
300454,云办公;中国AI 50;云计算;ChatGPT概念;数据安全;智慧政务;信创;网络安全;东数西算(算力);英伟达概念;DeepSeek概念;人工智能;数据中心;物联网;AI应用;粤港澳大湾区;机器人概念;2025年报预增;融资融券;深股通,300454.SZ,20,33
600768,共同富裕示范区;2025年报预增;股权转让(并购重组),600768.SH,3,17
603070,智能电网;共同富裕示范区;储能;数据中心;数字经济;沪股通;融资融券,603070.SH,7,17
603332,长三角一体化;军工,603332.SH,2,17
002976,长安汽车概念;智能座舱;汽车电子;无人驾驶;车联网(车路协同);飞行汽车(eVTOL);特斯拉概念;比亚迪概念;新能源汽车;富士康概念;一带一路;5G;锂电池概念,002976.SZ,13,33
300512,柔性屏(折叠屏);无人零售;高端装备;创投,300512.SZ,4,33
300076,安防;智慧城市;MicroLED概念;虚拟现实;MiniLED;专精特新;国企改革;智能电网;OLED,300076.SZ,9,33
603037,特斯拉概念;小米汽车;华为汽车;新能源汽车;比亚迪概念;长安汽车概念;小米概念;专精特新;无人驾驶;同花顺新质50;储能;氢能源;股权转让(并购重组),603037.SH,13,17
301106,家用电器;智能家居;汽车电子;新能源汽车;两轮车;新型烟草(电子烟);比亚迪概念;消费电子概念;电力物联网;智能座舱;智能电网;PCB概念;5G;星闪概念;股权转让(并购重组);融资融券,301106.SZ,16,33
300993,智能物流;露营经济;建筑节能;跨境电商;融资融券,300993.SZ,5,33
000995,白酒概念;农业种植;乡村振兴;西部大开发,000995.SZ,4,33
301459,汽车热管理;新能源汽车;比亚迪概念;人形机器人;农机;专精特新;长安汽车概念;机器人概念;无人机;中俄贸易概念;低空经济;人民币贬值受益;共同富裕示范区;安防;俄乌冲突概念;融资融券,301459.SZ,16,33
603103,短剧游戏;文化传媒概念;IP经济(谷子经济);虚拟现实;AI应用;共同富裕示范区;沪股通;融资融券,603103.SH,8,17
603032,固态电池;锂电池概念;比亚迪概念;2025三季报预增;减速器;西部大开发;新疆振兴;机器人概念;融资融券,603032.SH,9,17
688659,碳中和;专精特新;氢能源;PET铜箔;人工智能;AI应用;融资融券,688659.SH,7,17
600619,光刻机;芯片概念;小米概念;比亚迪概念;新能源汽车;汽车热管理;上海自贸区;上海国企改革;家用电器;2025年报预增;一带一路;空气能热泵;国企改革;冷链物流;沪股通;融资融券,600619.SH,16,17
603051,TOPCON电池;BC电池;HJT电池;钙钛矿电池;POE胶膜;光伏概念;固态电池;锂电池概念;柔性屏(折叠屏);比亚迪概念;OLED;氢能源;商业航天;传感器;人形机器人;水利;智能穿戴;融资融券,603051.SH,18,17
002537,数字货币;移动支付;互联网金融;蚂蚁集团概念;数字经济;区块链;跨境电商;元宇宙;华为概念;华为汽车;NFT概念;家用电器;冷链物流;5G;特斯拉概念;比亚迪概念;新能源汽车;2025年报预增;深股通;融资融券,002537.SZ,20,33
300384,AI智能体;互联网金融;数字经济;人工智能;华为概念;创投;工业互联网;机器人概念;可降解塑料;垃圾分类;高端装备;煤化工概念;AI应用;深股通,300384.SZ,14,33
002589,AI应用;医药电商;牙科医疗;创新药;智能医疗;养老概念;医疗器械概念;冷链物流;人工智能;区块链;统一大市场;农业种植;华为概念;回购增持再贷款概念;融资融券,002589.SZ,15,33
600678,商业航天;无人驾驶;工业互联网;机器人概念;人形机器人;区块链;DeepSeek概念;充电桩;氢能源;新能源汽车;西部大开发;国企改革,600678.SH,12,17
601021,免税店;证金持股;跨境电商;沪股通;融资融券,601021.SH,5,17
603221,人民币贬值受益,603221.SH,1,17
603068,智能音箱;无线耳机;WiFi 6;星闪概念;MCU芯片;AI眼镜;汽车芯片;智能穿戴;消费电子概念;小米概念;毫米波雷达;芯片概念;抖音概念(字节概念);阿里巴巴概念;鸿蒙概念;华为概念;物联网;传感器;智能家居;卫星导航;人工智能;无人驾驶;无人机;智慧城市;上海自贸区;低空经济;ETC;沪股通,603068.SH,28,17
002712,短剧游戏;小红书概念;快手概念;文化传媒概念;虚拟数字人;AIGC概念;知识产权保护;智谱AI;抖音概念(字节概念);网络游戏;腾讯概念;IP经济(谷子经济);阿里巴巴概念;百度概念;网红经济;人工智能;旅游概念;华为概念;AI应用;创投;小米概念;国企改革;苹果概念,002712.SZ,23,33
300785,快手概念;Sora概念(文生视频);拼多多概念;AI语料;智谱AI;AIGC概念;ChatGPT概念;多模态AI;AI智能体;抖音概念(字节概念);AI应用;NFT概念;阿里巴巴概念;数据要素;腾讯概念;百度概念;鸿蒙概念;电子竞技;DeepSeek概念;人工智能;同花顺新质50;华为概念;京津冀一体化;小米概念;苹果概念;深股通,300785.SZ,26,33
920066,染料;新能源汽车;专精特新;家用电器;融资融券,920066.BJ,5,151
002357,网约车;旅游概念;参股银行;低空经济;车联网(车路协同);卫星导航;宁德时代概念;充电桩;西部大开发;天然气,002357.SZ,10,33
300046,芯片概念;第三代半导体;专精特新;2025年报预增;充电桩;光伏概念;储能;海工装备;柔性直流输电;国企改革;股权转让(并购重组);深股通;融资融券,300046.SZ,13,33
002177,互联网金融;人脸识别;国产操作系统;数字经济;创投;物业管理;粤港澳大湾区;深股通;融资融券,002177.SZ,9,33
600243,股权转让(并购重组);减速器;工业母机;ST板块;新型工业化;西部大开发;医疗器械概念;天然气,600243.SH,8,22
600654,鸿蒙概念;信创;智慧城市;安防;网络安全;人工智能;东数西算(算力);华为概念;智能医疗;数据中心;传感器;养老概念;比亚迪概念;物业管理;沪股通,600654.SH,15,17
301047,CRO概念;细胞免疫治疗;重组蛋白;流感;肝炎概念;猴痘概念;合成生物;智能医疗;人工智能;京津冀一体化;人民币贬值受益;深股通;融资融券,301047.SZ,13,33
688050,眼科医疗;医疗器械概念;人工智能;专精特新;沪股通;融资融券,688050.SH,6,17
600833,医药电商;宠物经济;上海国企改革;国企改革,600833.SH,4,17
605168,Web3.0;多模态AI;ChatGPT概念;AIGC概念;小红书概念;腾讯概念;抖音概念(字节概念);低空经济;AI智能体;文化传媒概念;算力租赁;数据要素;东数西算(算力);人工智能;无人机;体育产业;AI应用;参股券商;西部大开发;融资融券;沪股通,605168.SH,21,17
688007,星闪概念;智能座舱;华为汽车;小米概念;机器人概念;AI眼镜;比亚迪概念;汽车电子;虚拟现实;新能源汽车;粤港澳大湾区;海工装备;家用电器;沪股通;融资融券,688007.SH,15,17
002780,露营经济;冰雪产业;体育产业;旅游概念;三胎概念,002780.SZ,5,33
920469,碳纤维;比亚迪概念;粤港澳大湾区;专精特新;新能源汽车;机器人概念;融资融券;PEEK材料;消费电子概念,920469.BJ,9,151
301295,汽车电子;小米概念;新能源汽车;智能家居;专精特新;光伏概念;智能电网;融资融券,301295.SZ,8,33
301089,猴痘概念;流感;肝炎概念;合成生物;融资融券,301089.SZ,5,33
000020,粤港澳大湾区;物业管理,000020.SZ,2,33
300541,腾讯概念;云计算;数据确权;华为昇腾;阿里巴巴概念;数字货币;抖音概念(字节概念);智慧政务;信创;数据安全;区块链;AI智能体;华为盘古;华为鲲鹏;蚂蚁集团概念;数据要素;鸿蒙概念;Web3.0;DeepSeek概念;跨境支付(CIPS);ETC;数字经济;NFT概念;互联网金融;人工智能;独角兽概念;华为概念;英伟达概念;快手概念;数据中心;无人驾驶;智能物流;烟草;2025年报预增;AI应用;深股通,300541.SZ,36,33
002632,AI眼镜;消费电子概念;石墨烯;固态电池;智能穿戴;锂电池概念;中俄贸易概念;安防;新能源汽车;光伏概念;无人机;虚拟现实;华为概念;液冷服务器;共同富裕示范区;元宇宙;深股通,002632.SZ,17,33
001313,预制菜;乡村振兴;一带一路;粤港澳大湾区;数据要素;深股通,001313.SZ,6,33
301099,存储芯片;汽车芯片;MCU芯片;芯片概念;智能座舱;AI眼镜;脑机接口;汽车电子;消费电子概念;传感器;无人驾驶;比亚迪概念;人形机器人;车联网(车路协同);语音技术;机器人概念;新能源汽车;光伏概念;长安汽车概念;人工智能;百度概念;储能;回购增持再贷款概念;深股通;股权转让(并购重组);融资融券,301099.SZ,26,33
920476,2025年报预增;医疗器械概念;鸿蒙概念;融资融券;食品安全;高端装备;人工智能;回购增持再贷款概念;储能;宠物经济;专精特新,920476.BJ,11,151
002112,智能电网;光伏概念;风电;核电;储能;数据中心;共同富裕示范区;专精特新;国企改革;融资融券,002112.SZ,10,33
301000,人形机器人;汽车热管理;机器人概念;新能源汽车;家用电器;储能;燃料电池;深股通;融资融券,301000.SZ,9,33
688573,钠离子电池;固态电池;宁德时代概念;锂电池概念;燃料电池;比亚迪概念;氢能源;专精特新;钙钛矿电池;高端装备;机器人概念;粤港澳大湾区;回购增持再贷款概念;消费电子概念;华为概念;存储芯片;融资融券,688573.SH,17,17
603126,光伏建筑一体化;生物质能发电;光热发电;绿色电力;固废处理;碳交易;建筑节能;雄安新区;碳中和;储能;一带一路;国企改革;央企国企改革;京津冀一体化;工业互联网;2025年报预增;中字头股票;融资融券,603126.SH,18,17
002830,粤港澳大湾区;物业管理;华为概念,002830.SZ,3,33
300650,存储芯片;MiniLED;无线耳机;汽车电子;芯片概念;传感器;小米概念;5G;海峡两岸;比亚迪概念;物联网;智慧灯杆;机器人概念;华为概念;智慧城市;人民币贬值受益;元宇宙,300650.SZ,17,33
300149,智能医疗;DeepSeek概念;CRO概念;细胞免疫治疗;重组蛋白;创新药;人民币贬值受益;深股通;股权转让(并购重组);融资融券,300149.SZ,10,33
300690,碳纤维;PEEK材料;飞行汽车(eVTOL);大飞机;军工;3D打印;低空经济;无人机;人形机器人;机器人概念;海工装备;新能源汽车;比亚迪概念;风电;2025年报预增;深股通;融资融券,300690.SZ,17,33
601226,超超临界发电;光伏概念;风电;氢能源;海工装备;核电;储能;高端装备;燃料电池;一带一路;回购增持再贷款概念;央企国企改革;国企改革;机器人概念;京津冀一体化;DeepSeek概念;沪股通;融资融券,601226.SH,18,17
002103,IP经济(谷子经济);腾讯概念;数字经济;虚拟现实;跨境电商;创投;一带一路;深股通,002103.SZ,8,33
688217,医疗器械概念;基因测序;人工智能;数据要素;融资融券,688217.SH,5,17
688352,先进封装;MCU芯片;第三代半导体;OLED;芯片概念;回购增持再贷款概念;国企改革;沪股通;融资融券,688352.SH,9,17
605208,一体化压铸;金属回收;减速器;新能源汽车;一带一路;汽车热管理;比亚迪概念;长安汽车概念;人形机器人;机器人概念;2025年报预增;融资融券,605208.SH,12,17
300902,军民融合;军工;福建自贸区;无人机;海峡两岸;飞行汽车(eVTOL);低空经济;储能;安防;专精特新;特高压;宁德时代概念;比亚迪概念;机器人概念;物联网;新能源汽车;一带一路;长安汽车概念;数据要素;融资融券,300902.SZ,20,33
300154,比亚迪概念;机器人概念;专精特新;创投;回购增持再贷款概念;芯片概念,300154.SZ,6,33
002488,独角兽概念;机器人概念;比亚迪概念;人形机器人;新能源汽车;长安汽车概念;深股通;融资融券,002488.SZ,8,33
688373,创新药;融资融券,688373.SH,2,17
300597,智慧政务;网络安全;DeepSeek概念;东数西算(算力);军工信息化;车联网(车路协同);养老概念;创投;新型城镇化;数据中心;无人机;5G;军工;AI应用;一带一路,300597.SZ,15,33
600476,跨境电商;乡村振兴;移动支付;时空大数据;数据要素;数字货币;互联网金融;数字乡村;车联网(车路协同);安防;人工智能;数据安全;数字经济;智能物流;智慧政务;国资云;云计算;国企改革;卫星导航;碳中和;央企国企改革;数据中心,600476.SH,22,17
001283,钠离子电池;新型烟草(电子烟);两轮车;固态电池;智能穿戴;AI眼镜;消费电子概念;锂电池概念;小米概念;比亚迪概念;新能源汽车;机器人概念;人民币贬值受益;储能;动力电池回收;AI PC;粤港澳大湾区;2025年报预增;人形机器人;回购增持再贷款概念;数据中心;人工智能;深股通,001283.SZ,23,33
