code,所属概念数量,market_code,所属概念,股票代码
300292,27,33,移动支付;阿里巴巴概念;车联网(车路协同);华为概念;数字经济;信创;物联网;鸿蒙概念;百度概念;DeepSeek概念;云计算;5G;华为鲲鹏;ChatGPT概念;数据中心;跨境电商;毫米波雷达;汽车电子;智能座舱;传感器;军工;光纤概念;长安汽车概念;新能源汽车;汽车热管理;储能;深股通,300292.SZ
920892,14,151,AI应用;DeepSeek概念;AIGC概念;商业航天;碳交易;融资融券;粤港澳大湾区;新型城镇化;数字经济;房屋检测;国企改革;低空经济;乡村振兴;一带一路,920892.BJ
300692,8,33,新型城镇化;污水处理;固废处理;PPP概念;绿色电力;合成生物;燃料电池;股权转让(并购重组),300692.SZ
002451,16,33,智能电网;风电;充电桩;储能;光伏概念;高铁;海工装备;化债概念(AMC概念);高端装备;智慧城市;机器人概念;创投;物业管理;上海自贸区;5G;融资融券,002451.SZ
300891,2,33,钛白粉概念;融资融券,300891.SZ
920634,6,151,风电;海工装备;金属锌;储能;融资融券;专精特新,920634.BJ
301287,15,33,足球概念;人民币贬值受益;体育产业;跨境电商;养老概念;消费电子概念;物联网;冰雪产业;一带一路;人工智能;参股银行;DeepSeek概念;AI智能体;AIGC概念;融资融券,301287.SZ
002663,12,33,新型城镇化;PPP概念;污水处理;横琴新区;养老概念;网红经济;粤港澳大湾区;互联网金融;石墨烯;文化传媒概念;区块链;抖音概念(字节概念),002663.SZ
300941,23,33,数字货币;移动支付;智慧政务;蚂蚁集团概念;信创;数据安全;鸿蒙概念;数据要素;云计算;AI智能体;数字经济;阿里巴巴概念;DeepSeek概念;人工智能;养老概念;智能医疗;华为概念;AI应用;雄安新区;海峡两岸;福建自贸区;深股通;融资融券,300941.SZ
600237,12,17,PET铜箔;柔性直流输电;高压快充;华为数字能源;光伏概念;宁德时代概念;新能源汽车;可控核聚变;风电;回购增持再贷款概念;国企改革;融资融券,600237.SH
002269,6,33,三胎概念;参股银行;IP经济(谷子经济);上海自贸区;深股通;融资融券,002269.SZ
000727,35,33,电子纸;MicroLED概念;MiniLED;虚拟现实;智慧城市;华为概念;在线教育;智能家居;智能穿戴;数字经济;数字孪生;信创;海峡两岸;阿里巴巴概念;腾讯概念;消费电子概念;电子竞技;小米概念;AIGC概念;智能医疗;云游戏;云办公;汽车电子;充电桩;家用电器;跨境电商;人民币贬值受益;一带一路;无线耳机;中俄贸易概念;国企改革;富士康概念;央企国企改革;PCB概念;深股通,000727.SZ
300250,25,33,数据安全;云办公;信创;华为鲲鹏;智慧政务;网络安全;Web3.0;AI智能体;鸿蒙概念;数字乡村;东数西算(算力);WiFi 6;数字经济;虚拟现实;人工智能;华为概念;物联网;6G概念;5G;卫星导航;工业互联网;智能家居;F5G概念;共同富裕示范区;AI应用,300250.SZ
600520,6,17,先进封装;芯片概念;机器人概念;股权转让(并购重组);国企改革;沪股通,600520.SH
300575,2,33,人民币贬值受益;创新药,300575.SZ
002123,34,33,云办公;智慧政务;云计算;信创;鸿蒙概念;ChatGPT概念;区块链;数字货币;算力租赁;元宇宙;腾讯概念;数据要素;阿里巴巴概念;AIGC概念;百度概念;语音技术;东数西算(算力);DeepSeek概念;人工智能;智能医疗;物联网;华为概念;养老概念;数据中心;跨境电商;5G;无人机;三胎概念;机器人概念;AI应用;比亚迪概念;一带一路;深股通;融资融券,002123.SZ
300554,5,33,第三代半导体;芯片概念;光伏概念;中芯国际概念;股权转让(并购重组),300554.SZ
301023,9,33,减速器;人形机器人;机器人概念;专精特新;储能;光伏概念;特高压;股权转让(并购重组);融资融券,301023.SZ
603991,8,17,存储芯片;先进封装;芯片概念;5G;机器视觉;华为概念;核电;股权转让(并购重组),603991.SH
301316,33,33,信创;云计算;财税数字化;多模态AI;阿里巴巴概念;ChatGPT概念;AI智能体;百度概念;数据要素;车联网(车路协同);抖音概念(字节概念);智能音箱;AIGC概念;物联网;人工智能;DeepSeek概念;华为概念;数字经济;华为海思概念股;虚拟现实;5G;互联网金融;机器视觉;智能穿戴;小红书概念;智能医疗;小米概念;芯片概念;小米汽车;AI应用;股权转让(并购重组);深股通;融资融券,301316.SZ
300958,16,33,新型城镇化;净水概念;污水处理;土壤修复;固废处理;乡村振兴;核污染防治;碳中和;京津冀一体化;人工智能;国企改革;生态农业;无人机;AI智能体;磷化工;融资融券,300958.SZ
688269,8,17,金属回收;专精特新;西部大开发;氢能源;国企改革;燃料电池;动力电池回收;融资融券,688269.SH
688078,7,17,数据要素;DeepSeek概念;云计算;华为概念;工业互联网;机器人概念;融资融券,688078.SH
600588,29,17,AI应用;ChatGPT概念;AIGC概念;ERP概念;AI智能体;财税数字化;华为鲲鹏;云计算;阿里巴巴概念;智慧政务;信创;鸿蒙概念;区块链;网络安全;智能医疗;中国AI 50;DeepSeek概念;数字经济;人工智能;互联网金融;华为概念;工业互联网;机器人概念;参股保险;参股银行;证金持股;同花顺漂亮100;沪股通;融资融券,600588.SH
601069,8,17,黄金概念;金属铜;小金属概念;2025年报预增;西部大开发;沪股通;国企改革;融资融券,601069.SH
688786,8,17,3D打印;柔性屏(折叠屏);消费电子概念;专精特新;军工;特钢概念;动力电池回收;融资融券,688786.SH
600610,5,17,国企改革;西部大开发;沪股通;中字头股票;融资融券,600610.SH
300560,31,33,网络安全;智慧政务;智慧城市;东数西算(算力);安防;算力租赁;云计算;电子身份证;抖音概念(字节概念);数字乡村;AI智能体;元宇宙;数字经济;物联网;人工智能;车联网(车路协同);华为概念;5G;福建自贸区;军工;海峡两岸;机器视觉;智能穿戴;水利;AI眼镜;机器人概念;英伟达概念;垃圾分类;乡村振兴;一带一路;AI应用,300560.SZ
300088,29,33,MicroLED概念;电子纸;柔性屏(折叠屏);车联网(车路协同);虚拟现实;智能穿戴;华为概念;AI手机;OLED;智能座舱;小米概念;消费电子概念;东数西算(算力);元宇宙;汽车电子;比亚迪概念;特斯拉概念;苹果概念;石墨烯;华为汽车;新能源汽车;算力租赁;储能;锂电池概念;固态电池;一带一路;国企改革;深股通;融资融券,300088.SZ
600592,13,17,人形机器人;大飞机;军民融合;军工;商业航天;新能源汽车;海峡两岸;海工装备;风电;国企改革;参股券商;融资融券;沪股通,600592.SH
300370,18,33,天然气;页岩气;新疆振兴;净水概念;数字经济;数据要素;西部大开发;智慧城市;人工智能;国企改革;安防;一带一路;网络安全;物联网;工业互联网;机器人概念;新型工业化;AI应用,300370.SZ
002842,3,33,金属铜;小金属概念;光伏概念,002842.SZ
000960,8,33,金属铅;金属锌;金属铜;小金属概念;西部大开发;国企改革;深股通;融资融券,000960.SZ
002729,13,33,福建自贸区;海峡两岸;消费电子概念;比亚迪概念;汽车电子;新能源汽车;家用电器;数据中心;光伏概念;充电桩;储能;风电;融资融券,002729.SZ
301119,3,33,新能源汽车;比亚迪概念;融资融券,301119.SZ
601669,41,17,中字头股票;光热发电;抽水蓄能;绿色电力;雅下水电概念;特高压;碳交易;风电;同花顺中特估100;土壤修复;污水处理;虚拟电厂;PPP概念;碳中和;储能;燃料电池;水利;新型城镇化;央企国企改革;核电;雄安新区;一带一路;证金持股;国企改革;金属钴;光伏概念;同花顺漂亮100;乡村振兴;海工装备;高端装备;小金属概念;京津冀一体化;沪股通;融资融券;低空经济;数据中心;商业航天;智慧城市;人工智能;DeepSeek概念;AI智能体,601669.SH
688712,4,17,注册制次新股;科创次新股;新股与次新股;融资融券,688712.SH
688660,6,17,上海国企改革;海工装备;风电;国企改革;融资融券;沪股通,688660.SH
300054,10,33,中芯国际概念;光刻胶;存储芯片;先进封装;OLED;芯片概念;柔性屏(折叠屏);锂电池概念;深股通;融资融券,300054.SZ
688059,6,17,工业母机;2025年报预增;专精特新;机器人概念;沪股通;融资融券,688059.SH
301616,9,33,注册制次新股;专精特新;机器人概念;高端装备;2025年报预增;可降解塑料;参股银行;新股与次新股;融资融券,301616.SZ
001314,25,33,空间计算;多模态AI;鸿蒙概念;物联网;数字货币;元宇宙;DeepSeek概念;人工智能;电子竞技;AIGC概念;智能音箱;虚拟现实;MR(混合现实);机器人概念;AI PC;智能穿戴;智能家居;专精特新;AI眼镜;粤港澳大湾区;消费电子概念;2025年报预增;先进封装;PCB概念;深股通,001314.SZ
301032,4,33,农机;乡村振兴;一带一路;融资融券,301032.SZ
920099,6,151,中俄贸易概念;环氧丙烷;一带一路;可降解塑料;专精特新;融资融券,920099.BJ
688783,9,17,国家大基金持股;存储芯片;MCU芯片;科创次新股;芯片概念;注册制次新股;西部大开发;新股与次新股;融资融券,688783.SH
300620,20,33,共封装光学(CPO);光纤概念;5G;芯片概念;数据中心;3D打印;量子科技;海工装备;2025年报预增;商业航天;2025三季报预增;卫星导航;无人驾驶;粤港澳大湾区;一带一路;横琴新区;国企改革;股权转让(并购重组);深股通;融资融券,300620.SZ
600633,41,17,Sora概念(文生视频);AIGC概念;多模态AI;数据确权;NFT概念;文化传媒概念;手机游戏;云计算;AI智能体;华为昇腾;网络游戏;AI应用;阿里巴巴概念;腾讯概念;智慧政务;算力租赁;百度概念;数据要素;电子竞技;区块链;元宇宙;鸿蒙概念;DeepSeek概念;智能医疗;数字经济;东数西算(算力);人工智能;独角兽概念;智慧城市;华为概念;养老概念;旅游概念;体育产业;数据中心;创投;共同富裕示范区;国企改革;证金持股;绿色电力;沪股通;融资融券,600633.SH
300096,33,33,家庭医生;养老概念;AI应用;DRG/DIP;数据确权;蚂蚁集团概念;人脸识别;数据要素;智能医疗;数据安全;托育服务;智慧城市;移动支付;智慧政务;Web3.0;数字经济;区块链;信创;在线教育;华为鲲鹏;DeepSeek概念;ChatGPT概念;参股保险;人工智能;AIGC概念;腾讯概念;数字水印;华为概念;国企改革;机器视觉;福建自贸区;海峡两岸;ST板块,300096.SZ
920121,2,151,新股与次新股;融资融券,920121.BJ
301421,17,33,光刻机;PCB概念;芯片概念;消费电子概念;AI眼镜;机器视觉;3D打印;无人驾驶;专精特新;机器人概念;安防;无人机;锂电池概念;医疗器械概念;基因测序;深股通;融资融券,301421.SZ
603106,22,17,互联网金融;区块链;鸿蒙概念;智慧政务;国产操作系统;人脸识别;华为鲲鹏;信创;智慧城市;数据安全;虚拟数字人;云计算;AIGC概念;语音技术;人工智能;京津冀一体化;智能医疗;雄安新区;天津自贸区;物业管理;AI应用;沪股通,603106.SH
002334,28,33,核电;风电;燃料电池;光伏建筑一体化;充电桩;储能;光伏概念;换电概念;新型工业化;工业母机;氢能源;海工装备;工业互联网;新能源汽车;比亚迪概念;人形机器人;机器人概念;数据中心;液冷服务器;低空经济;锂电池概念;物联网;粤港澳大湾区;芯片概念;稀土永磁;百度概念;深股通;融资融券,002334.SZ
920651,8,151,智慧城市;地下管网;传感器;核电;融资融券;物联网;人工智能;专精特新,920651.BJ
688288,14,17,EDR概念;车联网(车路协同);星闪概念;人工智能;数据要素;智慧城市;无人驾驶;腾讯概念;智能座舱;物联网;专精特新;汽车电子;汽车热管理;融资融券,688288.SH
600531,12,17,金属铅;金属锌;黄金概念;金属铜;小金属概念;金属回收;锂电池概念;固废处理;核电;国企改革;沪股通;融资融券,600531.SH
002552,7,33,黄金概念;PCB概念;国企改革;股权转让(并购重组);5G;互联网金融;深股通,002552.SZ
300071,22,33,Sora概念(文生视频);小红书概念;AI语料;Web3.0;ChatGPT概念;多模态AI;AIGC概念;虚拟数字人;抖音概念(字节概念);数据要素;元宇宙;百度概念;文化传媒概念;腾讯概念;DeepSeek概念;人工智能;数字经济;华为概念;京津冀一体化;AI应用;比亚迪概念;深股通,300071.SZ
300324,37,33,卫星导航;商业航天;军工信息化;时空大数据;军工;车联网(车路协同);网络安全;无人机;军民融合;信创;智慧城市;财税数字化;芯片概念;智慧政务;华为概念;华为鲲鹏;数据要素;物联网;大飞机;独角兽概念;数字孪生;人工智能;东数西算(算力);云游戏;DeepSeek概念;数字经济;区块链;腾讯概念;算力租赁;智能医疗;京津冀一体化;数据中心;光伏概念;光伏建筑一体化;AI应用;深股通;融资融券,300324.SZ
601969,20,17,海南自贸区;天然气;黄金概念;金属铜;小金属概念;自由贸易港;金属钴;氟化工概念;固废处理;参股保险;碳中和;乡村振兴;参股银行;旅游概念;土壤修复;锂电池概念;回购增持再贷款概念;创投;沪股通;融资融券,601969.SH
002843,15,33,军工;AI PC;商业航天;数据中心;高压快充;充电桩;一带一路;储能;华为概念;苹果概念;光伏概念;智能穿戴;消费电子概念;深股通;融资融券,002843.SZ
301633,7,33,新型工业化;机器人概念;高端装备;专精特新;信创;深股通;融资融券,301633.SZ
688246,16,17,DRG/DIP;ChatGPT概念;AI智能体;华为鲲鹏;数据要素;智能医疗;AI应用;阿里巴巴概念;DeepSeek概念;人工智能;数字经济;养老概念;华为概念;数据中心;专精特新;融资融券,688246.SH
002980,21,33,血氧仪;核污染防治;共封装光学(CPO);PM2.5;充电桩;华为鲲鹏;食品安全;储能;DeepSeek概念;物联网;核电;AI智能体;鸿蒙概念;光伏概念;流感;智能医疗;医疗器械概念;人民币贬值受益;智能穿戴;AI眼镜;新能源汽车,002980.SZ
603280,24,17,新型城镇化;海峡两岸;机器人概念;机器视觉;建筑节能;水利;跨境电商;工业互联网;物联网;中俄贸易概念;垃圾分类;土壤修复;雄安新区;数字孪生;人工智能;固废处理;雅下水电概念;海工装备;数字经济;一带一路;核电;DeepSeek概念;AI智能体;碳中和,603280.SH
600060,24,17,虚拟数字人;元宇宙;智能家居;数字经济;AI智能体;数据要素;人工智能;DeepSeek概念;家用电器;多模态AI;虚拟现实;MCU芯片;机器人概念;商业航天;智能穿戴;AI眼镜;MR(混合现实);汽车电子;消费电子概念;芯片概念;MiniLED;MicroLED概念;沪股通;融资融券,600060.SH
600397,4,17,国企改革;煤炭概念;沪股通;股权转让(并购重组),600397.SH
300684,29,33,共封装光学(CPO);富士康概念;液冷服务器;同花顺果指数;苹果概念;AI PC;5G;消费电子概念;汽车电子;汽车热管理;无线充电;2025年报预增;小米概念;数据中心;MR(混合现实);比亚迪概念;新能源汽车;智能座舱;2025三季报预增;无人机;光伏概念;华为概念;储能;石墨烯;充电桩;虚拟现实;一带一路;京津冀一体化;深股通,300684.SZ
601026,13,17,丙烯酸;碳纤维;注册制次新股;风电;海工装备;专精特新;新能源汽车;光伏概念;储能;锂电池概念;芯片概念;新股与次新股;融资融券,601026.SH
002543,17,33,净水概念;空气能热泵;氢能源;创投;一带一路;家用电器;智能家居;粤港澳大湾区;独角兽概念;DeepSeek概念;人工智能;短剧游戏;AIGC概念;华为概念;百度概念;深股通;融资融券,002543.SZ
300833,6,33,人民币贬值受益;文化传媒概念;专精特新;机器视觉;粤港澳大湾区;深股通,300833.SZ
600714,4,17,小金属概念;西部大开发;国企改革;央企国企改革,600714.SH
300371,12,33,水利;专精特新;物联网;传感器;雄安新区;智慧城市;华为概念;人工智能;DeepSeek概念;核电;AI智能体;绿色电力,300371.SZ
300046,14,33,芯片概念;第三代半导体;专精特新;2025年报预增;充电桩;光伏概念;储能;海工装备;特高压;柔性直流输电;国企改革;股权转让(并购重组);深股通;融资融券,300046.SZ
603931,4,17,光刻胶;OLED;芯片概念;沪股通,603931.SH
920639,3,151,融资融券;物联网;参股银行,920639.BJ
920974,4,151,金属回收;融资融券;燃料电池;氢能源,920974.BJ
688608,16,17,星闪概念;智能音箱;AI眼镜;无线耳机;语音技术;智能穿戴;小米概念;中国AI 50;芯片概念;消费电子概念;华为概念;阿里巴巴概念;人工智能;人民币贬值受益;融资融券;沪股通,688608.SH
600584,23,17,国家大基金持股;存储芯片;先进封装;中芯国际概念;汽车芯片;第三代半导体;同花顺果指数;共封装光学(CPO);芯片概念;苹果概念;汽车电子;智能穿戴;毫米波雷达;无人驾驶;机器人概念;物联网;人民币贬值受益;人工智能;央企国企改革;国企改革;沪股通;融资融券;股权转让(并购重组),600584.SH
603557,2,22,ST板块;三胎概念,603557.SH
300293,10,33,光刻机;特斯拉概念;新型工业化;工业母机;人民币贬值受益;人工智能;高端装备;一带一路;氢能源;深股通,300293.SZ
301273,6,33,专精特新;新型工业化;芯片概念;低空经济;稀土永磁;融资融券,301273.SZ
300587,8,33,机器人概念;专精特新;高铁;液冷服务器;锂电池概念;固态电池;融资融券;深股通,300587.SZ
300968,23,33,卫星导航;无人机;商业航天;虚拟现实;智能音箱;智能穿戴;AI手机;MR(混合现实);华为概念;小米概念;AI眼镜;智能家居;柔性屏(折叠屏);机器人概念;消费电子概念;粤港澳大湾区;新型烟草(电子烟);富士康概念;人民币贬值受益;医美概念;一带一路;深股通;融资融券,300968.SZ
002222,9,33,光纤概念;虚拟现实;华为概念;无人驾驶;海峡两岸;福建自贸区;国企改革;深股通;融资融券,002222.SZ
920438,13,151,商业航天;无人驾驶;6G概念;融资融券;芯片概念;消费电子概念;海工装备;比亚迪概念;核电;核污染防治;先进封装;军工;专精特新,920438.BJ
688013,5,17,2025年报预增;医疗器械概念;专精特新;智能医疗;融资融券,688013.SH
603002,9,17,PCB概念;先进封装;5G;芯片概念;3D打印;比亚迪概念;海峡两岸;英伟达概念;沪股通,603002.SH
920703,4,151,融资融券;核电;京津冀一体化;专精特新,920703.BJ
688549,8,17,国家大基金持股;存储芯片;中芯国际概念;先进封装;芯片概念;氟化工概念;沪股通;融资融券,688549.SH
300169,11,33,建筑节能;露营经济;医疗器械概念;新能源汽车;风电;军工;小米概念;柔性屏(折叠屏);华为概念;锂电池概念;OLED,300169.SZ
300811,14,33,存储芯片;芯片概念;英伟达概念;数据中心;比亚迪概念;专精特新;新能源汽车;光伏概念;充电桩;储能;华为概念;东数西算(算力);融资融券;深股通,300811.SZ
300417,4,33,专精特新;物联网;碳中和;股权转让(并购重组),300417.SZ
301383,20,33,语音技术;智能音箱;虚拟现实;物联网;智能穿戴;MR(混合现实);百度概念;抖音概念(字节概念);智能医疗;电子竞技;AI眼镜;专精特新;跨境电商;无线耳机;医疗器械概念;消费电子概念;人民币贬值受益;一带一路;深股通;融资融券,301383.SZ
600491,9,17,房屋检测;装配式建筑;PPP概念;光伏建筑一体化;新型城镇化;水利;长三角一体化;沪股通;融资融券,600491.SH
300723,16,33,减肥药;重组蛋白;创新药;肝炎概念;流感;生物疫苗;猴痘概念;医药电商;仿制药一致性评价;智能医疗;三胎概念;DeepSeek概念;粤港澳大湾区;英伟达概念;融资融券;深股通,300723.SZ
920045,9,151,2025年报预增;粤港澳大湾区;无人驾驶;数据中心;光纤概念;新股与次新股;融资融券;共封装光学(CPO);人民币贬值受益,920045.BJ
601020,11,17,金属铅;金属锌;金属铜;黄金概念;小金属概念;2025年报预增;西部大开发;一带一路;人民币贬值受益;沪股通;融资融券,601020.SH
300670,9,33,智能电网;电力物联网;风电;海工装备;储能;工业互联网;光伏建筑一体化;绿色电力;碳纤维,300670.SZ
688225,26,17,智谱AI;数字水印;数据安全;智慧政务;网络安全;AI智能体;信创;阿里巴巴概念;数据要素;抖音概念(字节概念);鸿蒙概念;跨境支付(CIPS);东数西算(算力);DeepSeek概念;车联网(车路协同);卫星导航;6G概念;智慧城市;人工智能;商业航天;工业互联网;5G;AI应用;沪股通;股权转让(并购重组);融资融券,688225.SH
603092,9,17,注册制次新股;2025年报预增;风电;高端装备;海工装备;新疆振兴;独角兽概念;融资融券;新股与次新股,603092.SH
301052,12,33,文化传媒概念;AIGC概念;元宇宙;数据要素;IP经济(谷子经济);网红经济;人工智能;数字经济;三胎概念;AI应用;深股通;融资融券,301052.SZ
600875,23,17,抽水蓄能;核电;光热发电;可控核聚变;风电;超超临界发电;光伏概念;高端装备;储能;新能源汽车;燃料电池;工业互联网;雅下水电概念;氢能源;人工智能;央企国企改革;DeepSeek概念;ChatGPT概念;西部大开发;国企改革;乡村振兴;沪股通;融资融券,600875.SH
300043,21,33,文化传媒概念;手机游戏;网络游戏;NFT概念;电子竞技;IP经济(谷子经济);抖音概念(字节概念);云游戏;AI应用;元宇宙;腾讯概念;鸿蒙概念;人工智能;三胎概念;跨境电商;横琴新区;华为概念;数字货币;粤港澳大湾区;人民币贬值受益;深股通,300043.SZ
300691,24,33,MicroLED概念;汽车电子;智能座舱;智能穿戴;AI眼镜;虚拟现实;消费电子概念;机器视觉;无人驾驶;安防;车联网(车路协同);毫米波雷达;物联网;智能物流;比亚迪概念;华为概念;机器人概念;新能源汽车;智慧城市;无人机;元宇宙;人工智能;深股通;融资融券,300691.SZ
002537,20,33,数字货币;移动支付;互联网金融;蚂蚁集团概念;区块链;数字经济;元宇宙;NFT概念;跨境电商;华为概念;冷链物流;华为汽车;5G;家用电器;比亚迪概念;新能源汽车;特斯拉概念;2025年报预增;深股通;融资融券,002537.SZ
600392,10,17,稀土永磁;小金属概念;2025三季报预增;苹果概念;2025年报预增;西部大开发;国企改革;参股保险;沪股通;融资融券,600392.SH
000958,12,33,信托概念;绿色电力;国企改革;京津冀一体化;雄安新区;乡村振兴;风电;央企国企改革;核电;期货概念;深股通;融资融券,000958.SZ
300893,7,33,华为汽车;比亚迪概念;汽车电子;新能源汽车;一带一路;深股通;融资融券,300893.SZ
000338,23,33,高端装备;汽车电子;新能源汽车;比亚迪概念;储能;数据中心;农机;燃料电池;锂电池概念;无人驾驶;固态电池;氢能源;人民币贬值受益;同花顺出海50;智能物流;车联网(车路协同);国企改革;DeepSeek概念;AI智能体;同花顺漂亮100;深股通;融资融券;证金持股,000338.SZ
300860,9,33,文化传媒概念;IP经济(谷子经济);虚拟数字人;旅游概念;元宇宙;虚拟现实;低空经济;深股通;融资融券,300860.SZ
300565,11,33,光纤概念;太赫兹;5G;液冷服务器;数据中心;储能;智慧灯杆;物联网;数字孪生;粤港澳大湾区;锂电池概念,300565.SZ
600557,11,17,医药电商;流感;禽流感;创新药;减肥药;毛发医疗;养老概念;智能医疗;证金持股;沪股通;融资融券,600557.SH
300629,14,33,军工信息化;卫星导航;商业航天;军民融合;大飞机;军工;无人机;低空经济;碳纤维;国产操作系统;芯片概念;新能源汽车;深股通;融资融券,300629.SZ
301236,61,33,华为欧拉;华为盘古;华为昇腾;华为鲲鹏;ERP概念;财税数字化;多模态AI;云计算;AI智能体;ChatGPT概念;国产操作系统;信创;数据安全;数据要素;百度概念;区块链;腾讯概念;鸿蒙概念;AIGC概念;阿里巴巴概念;虚拟数字人;数字乡村;数字货币;算力租赁;抖音概念(字节概念);DeepSeek概念;互联网金融;元宇宙;在线教育;跨境支付(CIPS);数字经济;人工智能;东数西算(算力);车联网(车路协同);数字孪生;中国AI 50;职业教育;智能医疗;华为概念;低空经济;工业互联网;京津冀一体化;英伟达概念;机器人概念;AI PC;养老概念;跨境电商;无人驾驶;人形机器人;小米概念;智能座舱;5G;虚拟电厂;长安汽车概念;换电概念;芯片概念;一带一路;AI应用;液冷服务器;深股通;融资融券,301236.SZ
301318,13,33,人脸识别;物联网;腾讯概念;在线教育;人工智能;信创;粤港澳大湾区;云办公;跨境电商;消费电子概念;一带一路;AI应用;融资融券,301318.SZ
300187,19,33,医疗废物处理;生物质能发电;土壤修复;污水处理;PPP概念;固废处理;PM2.5;新型城镇化;充电桩;智能电网;风电;碳中和;雄安新区;光伏建筑一体化;储能;比亚迪概念;AI智能体;金属回收;小金属概念,300187.SZ
300598,33,33,华为欧拉;国产操作系统;信创;鸿蒙概念;百度概念;AI智能体;智慧城市;DeepSeek概念;人工智能;星闪概念;物联网;虚拟现实;华为概念;独角兽概念;机器视觉;AI手机;工业互联网;无人驾驶;英伟达概念;智能穿戴;智能座舱;智能家居;小米概念;华为海思概念股;机器人概念;长安汽车概念;水利;比亚迪概念;汽车电子;华为汽车;AI应用;深股通;融资融券,300598.SZ
002861,16,33,消费电子概念;苹果概念;无线充电;AI眼镜;富士康概念;智能穿戴;无线耳机;小米概念;智能音箱;人民币贬值受益;虚拟现实;比亚迪概念;星闪概念;医疗器械概念;元宇宙;人工智能,002861.SZ
603990,20,17,DRG/DIP;AI应用;养老概念;智能医疗;辅助生殖;民营医院;三胎概念;人工智能;DeepSeek概念;物联网;华为鲲鹏;华为概念;机器人概念;人形机器人;国企改革;低空经济;WiFi 6;无人机;股权转让(并购重组);融资融券,603990.SH
603211,11,17,卫星导航;毫米波雷达;特斯拉概念;机器人概念;比亚迪概念;新能源汽车;无人驾驶;专精特新;长三角一体化;智能家居;沪股通,603211.SH
603959,9,17,锂电池概念;新能源汽车;固态电池;机器人概念;燃料电池;宁德时代概念;氢能源;煤化工概念;摘帽,603959.SH
002837,20,33,液冷服务器;英伟达概念;中国AI 50;数据中心;比亚迪概念;新能源汽车;东数西算(算力);华为概念;军工;储能;充电桩;粤港澳大湾区;家用电器;高铁;腾讯概念;阿里巴巴概念;抖音概念(字节概念);冷链物流;融资融券;深股通,002837.SZ
688392,11,17,先进封装;芯片概念;液冷服务器;PET铜箔;比亚迪概念;宁德时代概念;专精特新;军工;固态电池;沪股通;融资融券,688392.SH
920593,7,151,融资融券;医疗器械概念;机器人概念;减速器;人形机器人;专精特新;3D打印,920593.BJ
300315,14,33,AI应用;AIGC概念;手机游戏;文化传媒概念;网络游戏;抖音概念(字节概念);百度概念;职业教育;IP经济(谷子经济);人工智能;虚拟现实;英伟达概念;深股通;融资融券,300315.SZ
688152,17,17,华为欧拉;数据安全;华为鲲鹏;信创;云办公;云计算;网络安全;国产操作系统;DeepSeek概念;华为概念;养老概念;机器人概念;专精特新;商业航天;人形机器人;智能电网;融资融券,688152.SH
301041,28,33,PCB概念;富士康概念;5G;汽车电子;毫米波雷达;专精特新;数据中心;新型工业化;华为概念;比亚迪概念;粤港澳大湾区;机器人概念;无人机;工业互联网;6G概念;军工;信创;腾讯概念;创投;职业教育;商业航天;百度概念;中俄贸易概念;特高压;智能医疗;柔性直流输电;虚拟电厂;融资融券,301041.SZ
920056,9,151,固态电池;POE胶膜;3D打印;锂电池概念;钙钛矿电池;光伏概念;专精特新;新股与次新股;融资融券,920056.BJ
002587,37,33,MicroLED概念;MiniLED;智慧灯杆;柔性屏(折叠屏);虚拟现实;MR(混合现实);人脸识别;足球概念;物联网;消费电子概念;5G;华为概念;智慧城市;语音技术;机器人概念;粤港澳大湾区;专精特新;元宇宙;体育产业;人工智能;苹果概念;在线教育;数字经济;腾讯概念;信创;抖音概念(字节概念);区块链;智慧政务;英伟达概念;华为鲲鹏;互联网金融;虚拟数字人;AIGC概念;ChatGPT概念;旅游概念;广东自贸区;AI应用,002587.SZ
300900,20,33,卫星导航;商业航天;航空发动机;大飞机;成飞概念;军民融合;军工;低空经济;无人机;碳纤维;飞行汽车(eVTOL);高端装备;海工装备;黑龙江自贸区;专精特新;人形机器人;机器人概念;回购增持再贷款概念;深股通;融资融券,300900.SZ
002718,4,33,网红经济;长三角一体化;智能家居;股权转让(并购重组),002718.SZ
300546,29,33,数字货币;移动支付;电子身份证;蚂蚁集团概念;网约车;智慧政务;车联网(车路协同);区块链;华为鲲鹏;信创;人脸识别;鸿蒙概念;数据要素;数据安全;网络安全;智慧城市;数字经济;云计算;腾讯概念;量子科技;数字孪生;DeepSeek概念;人工智能;智能物流;机器人概念;粤港澳大湾区;专精特新;一带一路;深股通,300546.SZ
688456,19,17,商业航天;卫星导航;航空发动机;军民融合;军工;3D打印;PCB概念;芯片概念;机器人概念;先进封装;华为概念;华为昇腾;数据中心;光伏概念;BC电池;央企国企改革;国企改革;金属镍;融资融券,688456.SH
300643,10,33,传感器;专精特新;长安汽车概念;华为汽车;车联网(车路协同);特斯拉概念;汽车电子;芯片概念;人民币贬值受益;深股通,300643.SZ
688056,5,17,芯片概念;核污染防治;食品安全;光刻胶;融资融券,688056.SH
301272,8,33,空气能热泵;烟草;农机;汽车热管理;专精特新;中俄贸易概念;冷链物流;融资融券,301272.SZ
688377,8,17,页岩气;海工装备;高端装备;天然气;专精特新;人民币贬值受益;沪股通;融资融券,688377.SH
