code,所属概念数量,股票代码,所属概念,market_code
002981,11,002981.SZ,无线耳机;智能穿戴;消费电子概念;苹果概念;虚拟现实;无人机;机器人概念;人民币贬值受益;医疗器械概念;储能;一带一路,33
000652,20,000652.SZ,信托概念;新型城镇化;化债概念(AMC概念);PPP概念;参股券商;生物质能发电;雄安新区;碳交易;流感;碳中和;固废处理;国企改革;创投;京津冀一体化;证金持股;回购增持再贷款概念;独角兽概念;动力电池回收;深股通;融资融券,33
600130,5,600130.SH,ST板块;人脸识别;卫星导航;消费电子概念;汽车电子,22
000600,20,000600.SZ,超超临界发电;抽水蓄能;生物质能发电;2025三季报预增;绿色电力;碳交易;证金持股;国企改革;碳中和;核电;风电;氢能源;虚拟电厂;京津冀一体化;深股通;融资融券;储能;DeepSeek概念;人工智能;2025年报预增,33
002180,14,002180.SZ,物联网;军工;信创;芯片概念;高端装备;鸿蒙概念;机器人概念;MCU芯片;小米概念;人民币贬值受益;汽车芯片;人形机器人;深股通;融资融券,33
688048,14,688048.SH,共封装光学(CPO);光纤概念;汽车芯片;第三代半导体;芯片概念;可控核聚变;数据中心;商业航天;华为概念;专精特新;无人驾驶;医美概念;沪股通;融资融券,17
003021,15,003021.SZ,减速器;人形机器人;华为汽车;新型工业化;新能源汽车;比亚迪概念;小米概念;机器人概念;MR(混合现实);5G;华为概念;充电桩;医疗器械概念;融资融券;深股通,33
600596,15,600596.SH,有机硅概念;草甘膦;硅能源;锂电池概念;大豆;光伏概念;玉米;农业种植;乡村振兴;转基因;共同富裕示范区;华为概念;人形机器人;沪股通;融资融券,17
000858,9,000858.SZ,超级品牌;白酒概念;证金持股;参股券商;国企改革;西部大开发;同花顺漂亮100;深股通;融资融券,33
920099,6,920099.BJ,中俄贸易概念;环氧丙烷;一带一路;可降解塑料;专精特新;融资融券,151
000912,8,000912.SZ,化肥;煤化工概念;乡村振兴;国企改革;西部大开发;回购增持再贷款概念;深股通;融资融券,33
603153,27,603153.SH,房屋检测;新型城镇化;上海国企改革;地下管网;装配式建筑;PPP概念;体育产业;雄安新区;化债概念(AMC概念);文化传媒概念;建筑节能;水利;国企改革;碳中和;数字孪生;数字经济;智慧城市;人工智能;一带一路;自由贸易港;阿里巴巴概念;无人机;数据中心;虚拟电厂;核电;DeepSeek概念;沪股通,17
002786,19,002786.SZ,化债概念(AMC概念);国企改革;粤港澳大湾区;虚拟现实;华为汽车;机器人概念;新型工业化;华为概念;大飞机;高端装备;新能源汽车;3D打印;比亚迪概念;小米概念;5G;消费电子概念;芯片概念;宁德时代概念;深股通,33
000573,9,000573.SZ,物业管理;广东自贸区;创投;粤港澳大湾区;动力电池回收;金属回收;锂电池概念;互联网金融;金属铅,33
001210,8,001210.SZ,建筑节能;新疆振兴;京津冀一体化;储能;工业互联网;数据中心;液冷服务器;2025年报预增,33
300621,10,300621.SZ,装配式建筑;新型城镇化;建筑节能;雄安新区;光伏建筑一体化;横琴新区;国企改革;粤港澳大湾区;风电;华为概念,33
301296,3,301296.SZ,食品安全;股权转让(并购重组);融资融券,33
600371,8,600371.SH,粮食概念;玉米;转基因;农业种植;黑龙江自贸区;乡村振兴;回购增持再贷款概念;化肥,17
600425,14,600425.SH,水泥概念;新疆振兴;化肥;煤炭概念;西部大开发;国企改革;一带一路;同花顺中特估100;氢能源;证金持股;风电;人工智能;沪股通;融资融券,17
601158,8,601158.SH,证金持股;PPP概念;污水处理;国企改革;净水概念;西部大开发;沪股通;融资融券,17
301585,2,301585.SZ,专精特新;融资融券,33
600348,12,600348.SH,煤炭概念;超超临界发电;碳纤维;钠离子电池;风电;氢能源;国企改革;TOPCON电池;光伏概念;储能;沪股通;融资融券,17
603711,4,603711.SH,共同富裕示范区;创投;互联网金融;沪股通,17
002539,12,002539.SZ,磷化工;化肥;硅能源;锂电池概念;生态农业;玉米;农业种植;西部大开发;乡村振兴;电子竞技;融资融券;深股通,33
000686,5,000686.SZ,期货概念;证金持股;深股通;融资融券;2025年报预增,33
300211,9,300211.SZ,医疗器械概念;ST板块;血氧仪;传感器;物联网;人工智能;智能穿戴;消费电子概念;芯片概念,33
600967,25,600967.SH,军民融合;军工;央企国企改革;核电;数字孪生;中俄贸易概念;无人机;高端装备;风电;高铁;农机;人工智能;国企改革;西部大开发;氢能源;工业互联网;减速器;物联网;机器人概念;储能;无人驾驶;新能源汽车;人形机器人;沪股通;融资融券,17
601198,7,601198.SH,期货概念;国企改革;央企国企改革;化债概念(AMC概念);互联网金融;沪股通;融资融券,17
003017,6,003017.SZ,2025年报预增;PEEK材料;中俄贸易概念;氟化工概念;化肥;芯片概念,33
000881,26,000881.SZ,核污染防治;大飞机;核电;高端装备;3D打印;低空经济;医疗废物处理;光纤概念;光伏概念;PEEK材料;芯片概念;一带一路;可降解塑料;传感器;机器人概念;国企改革;5G;污水处理;雄安新区;粤港澳大湾区;航运概念;乡村振兴;医疗器械概念;幽门螺杆菌概念;深股通;中字头股票,33
000802,3,000802.SZ,文化传媒概念;IP经济(谷子经济);旅游概念,33
603677,7,603677.SH,国企改革;空气能热泵;家用电器;机器人概念;传感器;无人机;新能源汽车,17
600925,7,600925.SH,煤炭概念;国企改革;绿色电力;超超临界发电;风电;储能;沪股通,17
002577,14,002577.SZ,人工智能;星闪概念;粤港澳大湾区;智能穿戴;机器人概念;电子竞技;百度概念;跨境电商;无线耳机;消费电子概念;网络游戏;无线充电;融资融券;深股通,33
002332,8,002332.SZ,毛发医疗;仿制药一致性评价;医药电商;创新药;辅助生殖;国企改革;深股通;融资融券,33
600580,27,600580.SH,人形机器人;特斯拉概念;比亚迪概念;小米概念;机器人概念;新能源汽车;飞行汽车(eVTOL);无人机;航空发动机;工业互联网;低空经济;军工;数据中心;华为概念;海工装备;阿里巴巴概念;家用电器;储能;智能家居;核电;DeepSeek概念;氢能源;风电;沪股通;融资融券;一带一路;光伏建筑一体化,17
600199,5,600199.SH,白酒概念;啤酒概念;国企改革;融资融券;沪股通,17
002091,14,002091.SZ,有机硅概念;固态电池;锂电池概念;宁德时代概念;超级电容;参股保险;回购增持再贷款概念;国企改革;一带一路;跨境电商;新能源汽车;人民币贬值受益;深股通;融资融券,33
603813,8,603813.SH,冷链物流;ST板块;统一大市场;数字经济;智能物流;粤港澳大湾区;氢能源;燃料电池,22
300145,26,300145.SZ,空气能热泵;液冷服务器;比亚迪概念;中俄贸易概念;储能;垃圾分类;核电;风电;专精特新;水利;数据中心;污水处理;创投;新型城镇化;军工;土壤修复;PPP概念;固废处理;国企改革;净水概念;智慧城市;金属回收;腾讯概念;中芯国际概念;深股通;融资融券,33
000539,12,000539.SZ,超超临界发电;绿色电力;国企改革;参股保险;风电;期货概念;创投;光伏概念;储能;粤港澳大湾区;深股通;融资融券,33
603205,7,603205.SH,医药电商;三胎概念;医疗器械概念;跨境电商;消毒剂;人民币贬值受益;融资融券,17
002233,7,002233.SZ,水泥概念;参股银行;绿色电力;创投;粤港澳大湾区;深股通;融资融券,33
300069,5,300069.SZ,智能电网;特高压;核电;燃料电池;文化传媒概念,33
600171,20,600171.SH,汽车芯片;MCU芯片;无线耳机;第三代半导体;芯片概念;汽车电子;无线充电;物联网;存储芯片;共封装光学(CPO);低空经济;智能家居;充电桩;智能电网;长三角一体化;锂电池概念;央企国企改革;国企改革;沪股通;融资融券,17
688015,11,688015.SH,低空经济;无人机;人工智能;京津冀一体化;元宇宙;职业教育;DeepSeek概念;车联网(车路协同);区块链;AI应用;融资融券,17
603117,3,603117.SH,统一大市场;航运概念;自由贸易港,17
600269,6,600269.SH,参股券商;参股保险;国企改革;核电;沪股通;融资融券,17
603713,10,603713.SH,跨境电商;回购增持再贷款概念;统一大市场;智能物流;上海自贸区;航运概念;人工智能;自由贸易港;融资融券;沪股通,17
000039,29,000039.SZ,可燃冰;天然气;航运概念;统一大市场;冷链物流;同花顺出海50;雄安新区;氢能源;一带一路;参股券商;智能物流;粤港澳大湾区;海工装备;储能;风电;核电;机器人概念;物联网;AI应用;数据中心;机器视觉;人工智能;深股通;融资融券;无人驾驶;可控核聚变;DeepSeek概念;智谱AI;商业航天,33
301018,22,301018.SZ,液冷服务器;高压快充;5G;数据中心;新能源汽车;锂电池概念;华为概念;储能;空气能热泵;抖音概念(字节概念);阿里巴巴概念;腾讯概念;可控核聚变;百度概念;成飞概念;军工;核电;DeepSeek概念;抽水蓄能;碳中和;深股通;融资融券,33
300509,3,300509.SZ,专精特新;机器人概念;机器视觉,33
300147,11,300147.SZ,禽流感;创新药;细胞免疫治疗;流感;医药电商;辅助生殖;ST板块;医疗器械概念;横琴新区;粤港澳大湾区;数字经济,33
688117,11,688117.SH,减肥药;创新药;CRO概念;辅助生殖;2025三季报预增;三胎概念;西部大开发;中俄贸易概念;2025年报预增;沪股通;融资融券,17
001369,8,001369.SZ,锂电池概念;碳中和;光伏概念;西部大开发;专精特新;注册制次新股;新股与次新股;融资融券,33
920305,20,920305.BJ,智慧政务;机器视觉;DeepSeek概念;机器人概念;ST板块;云计算;信创;新型工业化;独角兽概念;数据要素;华为概念;智慧城市;数据中心;人工智能;专精特新;数字经济;智能医疗;东数西算(算力);AIGC概念;ChatGPT概念,151
300649,8,300649.SZ,新型城镇化;雄安新区;PPP概念;共同富裕示范区;水利;碳中和;IP经济(谷子经济);区块链,33
002108,15,002108.SZ,钠离子电池;固态电池;锂电池概念;宁德时代概念;参股银行;地下管网;雄安新区;储能;比亚迪概念;核电;物联网;新能源汽车;深股通;融资融券;股权转让(并购重组),33
601369,18,601369.SH,超超临界发电;核电;煤化工概念;页岩气;天然气;氢能源;虚拟电厂;国企改革;西部大开发;一带一路;碳中和;储能;高端装备;商业航天;军工;融资融券;数据安全;沪股通,17
603869,11,603869.SH,ST板块;西部大开发;智慧城市;物联网;数字经济;华为概念;ETC;算力租赁;人工智能;DeepSeek概念;多模态AI,22
300425,13,300425.SZ,PPP概念;新型城镇化;污水处理;固废处理;土壤修复;净水概念;国企改革;西部大开发;央企国企改革;智慧城市;专精特新;高端装备;中字头股票,33
603345,5,603345.SH,预制菜;海峡两岸;福建自贸区;沪股通;融资融券,17
605099,4,605099.SH,足球概念;体育产业;人民币贬值受益;沪股通,17
000869,5,000869.SZ,超级品牌;国企改革;旅游概念;深股通;融资融券,33
300006,13,300006.SZ,仿制药一致性评价;幽门螺杆菌概念;肝炎概念;创新药;医药电商;眼科医疗;细胞免疫治疗;辅助生殖;医疗器械概念;西部大开发;国企改革;知识产权保护;融资融券,33
600420,22,600420.SH,动物疫苗;毛发医疗;维生素;NMN概念;流感;仿制药一致性评价;肝炎概念;幽门螺杆菌概念;合成生物;创新药;三胎概念;医美概念;辅助生殖;猴痘概念;芬太尼;重组蛋白;国企改革;央企国企改革;DeepSeek概念;虚拟数字人;沪股通;融资融券,17
601003,5,601003.SH,国企改革;西部大开发;养老概念;沪股通;融资融券,17
605189,5,605189.SH,染料;PEEK材料;机器人概念;人形机器人;储能,17
601366,10,601366.SH,预制菜;冷链物流;统一大市场;跨境电商;乡村振兴;智能物流;腾讯概念;回购增持再贷款概念;抖音概念(字节概念);华为概念,17
300072,12,300072.SZ,生态农业;化肥;乡村振兴;碳中和;页岩气;氢能源;国企改革;PM2.5;京津冀一体化;人民币贬值受益;深股通;融资融券,33
300703,14,300703.SZ,托育服务;宠物经济;IP经济(谷子经济);三胎概念;体育产业;文化传媒概念;跨境电商;共同富裕示范区;人工智能;国企改革;绿色电力;一带一路;人民币贬值受益;深股通,33
300825,37,300825.SZ,无人驾驶;车联网(车路协同);智能座舱;虚拟现实;低空经济;英伟达概念;华为概念;算力租赁;东数西算(算力);数据要素;数字经济;多模态AI;数字孪生;人工智能;AI智能体;机器人概念;华为汽车;汽车电子;飞行汽车(eVTOL);京津冀一体化;DeepSeek概念;长安汽车概念;比亚迪概念;智谱AI;芯片概念;汽车芯片;新型工业化;智能物流;人形机器人;新能源汽车;换电概念;农机;燃料电池;乡村振兴;减速器;融资融券;深股通,33
000856,7,000856.SZ,建筑节能;国企改革;水泥概念;京津冀一体化;高端装备;机器人概念;智能电网,33
600429,5,600429.SH,乳业;三胎概念;国企改革;京津冀一体化;沪股通,17
000501,21,000501.SZ,免税店;预制菜;物业管理;白酒概念;网红经济;露营经济;冰雪产业;IP经济(谷子经济);跨境电商;参股银行;国企改革;创投;一带一路;文化传媒概念;数字经济;低空经济;人工智能;电子竞技;黄金概念;深股通;融资融券,33
603683,12,603683.SH,石墨烯;创投;AI手机;新能源汽车;柔性屏(折叠屏);传感器;消费电子概念;机器人概念;锂电池概念;宁德时代概念;固态电池;沪股通,17
603370,11,603370.SH,注册制次新股;家用电器;工业母机;新能源汽车;专精特新;机器人概念;储能;比亚迪概念;液冷服务器;新股与次新股;融资融券,17
002997,11,002997.SZ,华为汽车;一体化压铸;小米汽车;机器人概念;新型工业化;新能源汽车;比亚迪概念;专精特新;人工智能;深股通;融资融券,33
000789,3,000789.SZ,水泥概念;国企改革;融资融券,33
603277,3,603277.SH,人民币贬值受益;机器人概念;沪股通,17
001256,3,001256.SZ,共同富裕示范区;长三角一体化;专精特新,33
603048,6,603048.SH,长安汽车概念;共同富裕示范区;新能源汽车;比亚迪概念;专精特新;数字孪生,17
688692,7,688692.SH,信创;AI语料;数据要素;华为概念;智能电网;沪股通;融资融券,17
600710,21,600710.SH,乡村振兴;航运概念;土壤修复;污水处理;央企国企改革;可降解塑料;国企改革;光伏建筑一体化;固废处理;创投;工业互联网;人民币贬值受益;新能源汽车;机器人概念;华为数字能源;储能;光伏概念;阿里巴巴概念;数据中心;沪股通;融资融券,17
688297,11,688297.SH,军民融合;军工;无人机;低空经济;央企国企改革;人工智能;西部大开发;国企改革;沪股通;中字头股票;融资融券,17
002372,11,002372.SZ,净水概念;地下管网;污水处理;智能家居;数字经济;水利;一带一路;海峡两岸;石墨烯;深股通;融资融券,33
300032,8,300032.SZ,海峡两岸;人民币贬值受益;新型烟草(电子烟);虚拟现实;元宇宙;智能穿戴;消费电子概念;OLED,33
300236,9,300236.SZ,光刻胶;中芯国际概念;存储芯片;先进封装;芯片概念;专精特新;深股通;2025年报预增;融资融券,33
001914,8,001914.SZ,物业管理;国企改革;央企国企改革;回购增持再贷款概念;智慧城市;充电桩;深股通;融资融券,33
600805,24,600805.SH,光伏建筑一体化;统一大市场;国企改革;乡村振兴;绿色电力;垃圾分类;碳中和;碳交易;超超临界发电;氢能源;农机;光伏概念;风电;虚拟电厂;储能;新能源汽车;高端装备;时空大数据;机器人概念;锂电池概念;无人驾驶;工业母机;钠离子电池;融资融券,17
300172,16,300172.SZ,土壤修复;生物质能发电;净水概念;新型城镇化;污水处理;固废处理;PPP概念;核污染防治;超超临界发电;PM2.5;一带一路;核电;高端装备;物联网;专精特新;盐湖提锂,33
002701,16,002701.SZ,啤酒概念;预制菜;冰雪产业;工业大麻;一带一路;足球概念;京津冀一体化;体育产业;储能;新能源汽车;人工智能;锂电池概念;虚拟数字人;深股通;融资融券;股权转让(并购重组),33
001335,6,001335.SZ,染料;注册制次新股;一带一路;人民币贬值受益;新股与次新股;融资融券,33
000815,10,000815.SZ,国资云;云计算;东数西算(算力);数据中心;西部大开发;央企国企改革;国企改革;绿色电力;深股通;融资融券,33
920856,8,920856.BJ,参股银行;物联网;无人驾驶;融资融券;机器人概念;无人机;一带一路;专精特新,151
600997,5,600997.SH,煤炭概念;煤化工概念;国企改革;沪股通;融资融券,17
600573,5,600573.SH,啤酒概念;海峡两岸;旅游概念;国企改革;合成生物,17
920475,6,920475.BJ,智能物流;AIGC概念;融资融券;机器人概念;无人驾驶;专精特新,151
688450,12,688450.SH,地下管网;人工智能;物联网;机器人概念;传感器;智能电网;风电;MR(混合现实);光纤概念;柔性直流输电;工业互联网;融资融券,17
600123,6,600123.SH,煤炭概念;煤化工概念;化肥;国企改革;沪股通;融资融券,17
002055,22,002055.SZ,EDR概念;粤港澳大湾区;小米概念;数据中心;MiniLED;5G;消费电子概念;华为概念;汽车电子;比亚迪概念;高压快充;无线充电;数据要素;新能源汽车;宁德时代概念;车联网(车路协同);特斯拉概念;ST板块;无人驾驶;铜缆高速连接;OLED;存储芯片,33
300411,18,300411.SZ,军民融合;军工;商业航天;海工装备;核电;低空经济;水利;可控核聚变;无人机;高端装备;高铁;人工智能;PM2.5;飞行汽车(eVTOL);专精特新;雅下水电概念;共同富裕示范区;深股通,33
688400,32,688400.SH,共封装光学(CPO);MR(混合现实);富士康概念;苹果概念;华为手机;人形机器人;芯片概念;消费电子概念;智谱AI;小米概念;虚拟现实;数据中心;Sora概念(文生视频);Web3.0;华为概念;机器视觉;元宇宙;无人机;虚拟数字人;AIGC概念;新型工业化;空间计算;机器人概念;宁德时代概念;人工智能;数字经济;专精特新;锂电池概念;光伏概念;光纤概念;沪股通;融资融券,17
002186,10,002186.SZ,预制菜;网红经济;IP经济(谷子经济);白酒概念;超级品牌;职业教育;京津冀一体化;雄安新区;国企改革;NFT概念,33
600508,9,600508.SH,煤炭概念;超超临界发电;绿色电力;国企改革;央企国企改革;虚拟电厂;储能;沪股通;融资融券,17
301511,20,301511.SZ,共封装光学(CPO);PET铜箔;PCB概念;存储芯片;消费电子概念;宁德时代概念;柔性屏(折叠屏);固态电池;5G;锂电池概念;华为数字能源;比亚迪概念;新能源汽车;储能;专精特新;华为概念;无人机;军工;深股通;融资融券,33
300713,16,300713.SZ,换电概念;高压快充;充电桩;智能电网;柔性直流输电;储能;光伏概念;智慧灯杆;数据中心;新能源汽车;粤港澳大湾区;比亚迪概念;军工;锂电池概念;特斯拉概念;PCB概念,33
002688,11,002688.SZ,动物疫苗;禽流感;宠物经济;代糖概念;合成生物;污水处理;西部大开发;粮食概念;玉米;人工智能;深股通,33
002391,3,002391.SZ,化肥;乡村振兴;人民币贬值受益,33
688620,16,688620.SH,AI眼镜;无线耳机;智能穿戴;小米概念;消费电子概念;人脸识别;芯片概念;物联网;东数西算(算力);智能家居;人工智能;阿里巴巴概念;DeepSeek概念;专精特新;人民币贬值受益;融资融券,17
603258,8,603258.SH,手机游戏;网络游戏;电子竞技;AIGC概念;AI智能体;创投;虚拟现实;沪股通,17
000065,16,000065.SZ,水利;新型城镇化;央企国企改革;同花顺中特估100;国企改革;一带一路;超超临界发电;智能物流;无人机;风电;绿色电力;新能源汽车;人民币贬值受益;煤炭概念;深股通;融资融券,33
300672,21,300672.SZ,汽车芯片;星闪概念;国家大基金持股;WiFi 6;卫星导航;存储芯片;鸿蒙概念;东数西算(算力);车联网(车路协同);智能座舱;芯片概念;虚拟现实;机器视觉;物联网;人工智能;无人驾驶;机器人概念;专精特新;深股通;股权转让(并购重组);融资融券,33
301113,5,301113.SZ,露营经济;跨境电商;创投;人民币贬值受益;融资融券,33
600918,4,600918.SH,期货概念;国企改革;沪股通;融资融券,17
603855,7,603855.SH,新疆振兴;机器人概念;核电;军工;无人驾驶;5G;沪股通,17
002900,9,002900.SZ,流感;维生素;仿制药一致性评价;创新药;医美概念;宠物经济;医疗器械概念;黑龙江自贸区;消毒剂,33
603685,6,603685.SH,PCB概念;家用电器;长三角一体化;东数西算(算力);风电;绿色电力,17
603317,3,603317.SH,西部大开发;融资融券;沪股通,17
600744,12,600744.SH,超超临界发电;绿色电力;煤炭概念;核电;风电;碳交易;央企国企改革;国企改革;碳中和;虚拟电厂;融资融券;沪股通,17
603352,9,603352.SH,新能源汽车;宁德时代概念;比亚迪概念;专精特新;长安汽车概念;注册制次新股;新股与次新股;融资融券;西部大开发,17
002178,17,002178.SZ,智慧政务;家庭医生;AI智能体;数据要素;智慧城市;鸿蒙概念;DeepSeek概念;人工智能;养老概念;智能医疗;安防;华为概念;物联网;数据中心;医疗器械概念;碳中和;AI应用,33
600864,11,600864.SH,期货概念;互联网金融;参股券商;碳中和;黑龙江自贸区;国企改革;创投;参股银行;碳交易;沪股通;融资融券,17
301299,8,301299.SZ,AIGC概念;AI智能体;数据要素;鸿蒙概念;DeepSeek概念;期货概念;AI应用;融资融券,33
000521,19,000521.SZ,冷链物流;国企改革;一带一路;垃圾分类;净水概念;家用电器;回购增持再贷款概念;医疗器械概念;空气能热泵;智能家居;血氧仪;DeepSeek概念;人工智能;工业互联网;鸿蒙概念;小米概念;量子科技;深股通;融资融券,33
000571,6,000571.SZ,海南自贸区;煤炭概念;航空发动机;成飞概念;大飞机;上海自贸区,33
002144,8,002144.SZ,共同富裕示范区;长三角一体化;医疗器械概念;互联网金融;碳纤维;机器人概念;新能源汽车;比亚迪概念,33
300792,14,300792.SZ,小红书概念;快手概念;拼多多概念;AIGC概念;AI智能体;虚拟数字人;抖音概念(字节概念);阿里巴巴概念;腾讯概念;人工智能;网红经济;跨境电商;AI应用;深股通,33
601233,6,601233.SH,煤炭概念;长三角一体化;回购增持再贷款概念;互联网金融;沪股通;融资融券,17
601377,6,601377.SH,海峡两岸;福建自贸区;国企改革;证金持股;沪股通;融资融券,17
002412,9,002412.SZ,医药电商;流感;幽门螺杆菌概念;肝炎概念;仿制药一致性评价;农业种植;创新药;参股银行;融资融券,33
000983,7,000983.SZ,煤炭概念;煤化工概念;国企改革;深股通;融资融券;人形机器人;小金属概念,33
600127,10,600127.SH,粮食概念;玉米;预制菜;乳业;乡村振兴;国企改革;俄乌冲突概念;养老概念;沪股通;融资融券,17
000027,24,000027.SZ,深圳国企改革;超超临界发电;天然气;碳交易;绿色电力;碳中和;固废处理;国企改革;PPP概念;光伏建筑一体化;参股券商;风电;虚拟电厂;垃圾分类;氢能源;DeepSeek概念;创投;特高压;粤港澳大湾区;储能;充电桩;华为概念;深股通;融资融券,33
002134,8,002134.SZ,天津自贸区;大飞机;军工;新能源汽车;PCB概念;专精特新;京津冀一体化;深股通,33
002686,12,002686.SZ,化债概念(AMC概念);水利;国企改革;海工装备;新能源汽车;专精特新;长安汽车概念;军工;高压快充;数据中心;阿里巴巴概念;汽车电子,33
600246,12,600246.SH,存储芯片;芯片概念;5G;毫米波雷达;卫星导航;商业航天;创投;数字经济;京津冀一体化;物业管理;沪股通;融资融券,17
600697,12,600697.SH,免税店;冷链物流;物业管理;冰雪产业;旅游概念;跨境电商;体育产业;国企改革;中俄贸易概念;数字经济;阿里巴巴概念;黄金概念,17
603787,6,603787.SH,共享单车;职业教育;两轮车;DeepSeek概念;华为概念;比亚迪概念,17
600143,26,600143.SH,PEEK材料;人形机器人;特斯拉概念;无人机;商业航天;5G;碳纤维;机器人概念;低空经济;新能源汽车;数据中心;数字经济;储能;充电桩;创投;氢能源;粤港澳大湾区;固态电池;锂电池概念;光伏概念;可降解塑料;碳中和;医疗器械概念;沪股通;融资融券;合成生物,17
000999,10,000999.SZ,禽流感;医药电商;流感;创新药;国企改革;绿色电力;央企国企改革;深股通;融资融券;股权转让(并购重组),33
605577,7,605577.SH,文化传媒概念;IP经济(谷子经济);在线教育;黑龙江自贸区;国企改革;一带一路;沪股通,17
000029,6,000029.SZ,深圳国企改革;物业管理;粤港澳大湾区;国企改革;深股通;融资融券,33
603171,20,603171.SH,ChatGPT概念;AIGC概念;AI智能体;财税数字化;云计算;阿里巴巴概念;华为鲲鹏;中国AI 50;数据要素;鸿蒙概念;智慧政务;信创;蚂蚁集团概念;人工智能;DeepSeek概念;数字经济;智慧城市;AI应用;融资融券;沪股通,17
002164,7,002164.SZ,减速器;机器人概念;共同富裕示范区;高铁;风电;深股通;融资融券,33
920964,9,920964.BJ,数字乡村;乡村振兴;股权转让(并购重组);物联网;融资融券;水利;专精特新;农机;国企改革,151
300729,10,300729.SZ,跨境电商;三胎概念;智能物流;人民币贬值受益;智能家居;航运概念;人工智能;抖音概念(字节概念);机器人概念;深股通,33
920768,5,920768.BJ,小米概念;融资融券;家用电器;华为概念;粤港澳大湾区,151
600720,26,600720.SH,同花顺中特估100;国企改革;新疆振兴;污水处理;新型城镇化;地下管网;乡村振兴;碳中和;央企国企改革;西部大开发;水利;一带一路;智慧城市;数字经济;DeepSeek概念;人工智能;低空经济;数据要素;车联网(车路协同);智慧政务;3D打印;数据中心;沪股通;融资融券;股权转让(并购重组);中字头股票,17
300306,10,300306.SZ,人脸识别;人工智能;华为概念;军工;机器人概念;专精特新;基因测序;充电桩;汽车电子;OLED,33
688569,8,688569.SH,国企改革;一带一路;央企国企改革;京津冀一体化;高铁;充电桩;沪股通;融资融券,17
002683,15,002683.SZ,军民融合;商业航天;卫星导航;军工;民爆概念;低空经济;无人机;雅下水电概念;国企改革;新疆振兴;一带一路;粤港澳大湾区;股权转让(并购重组);融资融券;深股通,33
301309,6,301309.SZ,共同富裕示范区;智能家居;人民币贬值受益;专精特新;3D打印;融资融券,33
000908,9,000908.SZ,眼科医疗;流感;仿制药一致性评价;创新药;ST板块;基因测序;医疗器械概念;医美概念;消毒剂,33
300131,26,300131.SZ,共封装光学(CPO);存储芯片;AI眼镜;汽车芯片;第三代半导体;汽车电子;OLED;智能座舱;芯片概念;小米概念;传感器;数据中心;智能家居;物联网;无人驾驶;新能源汽车;长安汽车概念;阿里巴巴概念;车联网(车路协同);腾讯概念;ERP概念;机器人概念;粤港澳大湾区;智慧城市;深股通;融资融券,33
601033,11,601033.SH,生物质能发电;医疗废物处理;PPP概念;固废处理;国企改革;绿色电力;垃圾分类;粤港澳大湾区;储能;沪股通;融资融券,17
002608,10,002608.SZ,超超临界发电;参股保险;碳交易;国企改革;信托概念;虚拟电厂;储能;工业互联网;深股通;融资融券,33
002815,31,002815.SZ,共封装光学(CPO);PCB概念;华为手机;AI PC;先进封装;汽车电子;消费电子概念;毫米波雷达;5G;芯片概念;柔性屏(折叠屏);人形机器人;6G概念;数据中心;特斯拉概念;比亚迪概念;东数西算(算力);传感器;无人驾驶;无人机;机器人概念;华为概念;商业航天;粤港澳大湾区;军工;抖音概念(字节概念);腾讯概念;阿里巴巴概念;百度概念;一带一路;深股通,33
300984,3,300984.SZ,2025年报预增;深股通;融资融券,33
002094,11,002094.SZ,中韩自贸区;腾讯概念;网红经济;C2M概念;跨境电商;化债概念(AMC概念);人民币贬值受益;一带一路;参股银行;深股通;融资融券,33
300523,30,300523.SZ,财税数字化;国资云;地下管网;时空大数据;核污染防治;京津冀一体化;智慧城市;AI智能体;DeepSeek概念;天然气;云计算;网络安全;腾讯概念;水利;股权转让(并购重组);央企国企改革;ChatGPT概念;人工智能;安防;国企改革;低空经济;物联网;无人机;一带一路;华为概念;机器人概念;高端装备;传感器;芯片概念;深股通,33
300922,5,300922.SZ,军工;高端装备;专精特新;京津冀一体化;融资融券,33
301591,12,301591.SZ,PEEK材料;新能源汽车;军工;海工装备;风电;比亚迪概念;核电;专精特新;商业航天;卫星导航;医疗器械概念;融资融券,33
300564,6,300564.SZ,新型城镇化;装配式建筑;水利;光伏建筑一体化;粤港澳大湾区;西部大开发,33
002366,15,002366.SZ,可控核聚变;核电;商业航天;海工装备;军工;高端装备;超超临界发电;风电;机器人概念;一带一路;西部大开发;国企改革;航运概念;深股通;融资融券,33
600753,4,600753.SH,ST板块;煤化工概念;换电概念;充电桩,22
001390,6,001390.SZ,参股银行;注册制次新股;专精特新;深股通;新股与次新股;融资融券,33
002054,8,002054.SZ,有机硅概念;创投;专精特新;参股银行;参股券商;合成生物;2025年报预增;融资融券,33
000544,10,000544.SZ,PPP概念;固废处理;污水处理;国企改革;绿色电力;垃圾分类;水利;机器人概念;深股通;融资融券,33
920454,4,920454.BJ,专精特新;机器人概念;融资融券;中俄贸易概念,151
300384,14,300384.SZ,数字经济;互联网金融;人工智能;AI智能体;华为概念;工业互联网;机器人概念;创投;高端装备;垃圾分类;可降解塑料;煤化工概念;AI应用;深股通,33
