股票代码,所属概念数量,market_code,所属概念,code
600258.SH,7,17,旅游概念;国企改革;京津冀一体化;阿里巴巴概念;人工智能;沪股通;融资融券,600258
000096.SZ,7,33,国企改革;国资云;虚拟电厂;粤港澳大湾区;东数西算(算力);数据中心;深股通,000096
600617.SH,5,17,天然气;地下管网;国企改革;沪股通;融资融券,600617
603237.SH,5,17,预制菜;共同富裕示范区;长三角一体化;IP经济(谷子经济);虚拟数字人,603237
603167.SH,5,17,高股息精选;航运概念;国企改革;回购增持再贷款概念;融资融券,603167
002827.SZ,6,33,雅下水电概念;国企改革;芯片概念;西部大开发;民爆概念;深股通,002827
603836.SH,14,17,中韩自贸区;统一大市场;航运概念;跨境电商;冷链物流;智能物流;中俄贸易概念;一带一路;数字经济;拼多多概念;数据要素;小米概念;AI智能体;无人驾驶,603836
603193.SH,4,17,三胎概念;C2M概念;沪股通;融资融券,603193
300259.SZ,11,33,智能电网;水利;数字孪生;雄安新区;光伏概念;物联网;专精特新;传感器;华为概念;虚拟现实;数据要素,300259
001317.SZ,11,33,拼多多概念;统一大市场;跨境电商;智能物流;无人驾驶;低空经济;新疆振兴;长安汽车概念;一带一路;西部大开发;传感器,001317
920112.BJ,5,151,比亚迪概念;阿里巴巴概念;新股与次新股;融资融券;人民币贬值受益,920112
300482.SZ,21,33,芬太尼;猴痘概念;流感;肝炎概念;幽门螺杆菌概念;基因测序;辅助生殖;医药电商;宠物经济;工业大麻;三胎概念;医疗器械概念;智能医疗;食品安全;腾讯概念;粤港澳大湾区;DeepSeek概念;人工智能;AI应用;深股通;融资融券,300482
002127.SZ,12,33,网红经济;IP经济(谷子经济);文化传媒概念;短剧游戏;跨境电商;三胎概念;创投;露营经济;华为概念;长三角一体化;深股通;融资融券,002127
603967.SH,10,17,中韩自贸区;航运概念;冷链物流;统一大市场;中俄贸易概念;自由贸易港;智能物流;一带一路;核电;俄乌冲突概念,603967
002392.SZ,12,33,人工智能;特钢概念;AI智能体;碳中和;芯片概念;回购增持再贷款概念;锂电池概念;固态电池;中俄贸易概念;参股券商;小金属概念;深股通,002392
603390.SH,20,17,网约车;无人驾驶;智能座舱;汽车电子;车联网(车路协同);充电桩;新能源汽车;汽车热管理;比亚迪概念;粤港澳大湾区;华为概念;创投;智慧城市;2025年报预增;5G;氢能源;人工智能;区块链;云计算;ERP概念,603390
300119.SZ,10,33,动物疫苗;禽流感;生物疫苗;合成生物;宠物经济;消毒剂;天津自贸区;回购增持再贷款概念;京津冀一体化;深股通,300119
603486.SH,10,17,机器人概念;语音技术;智能家居;家用电器;人工智能;华为概念;数据中心;2025年报预增;融资融券;沪股通,603486
002717.SZ,35,33,特色小镇;横琴新区;旅游概念;ST板块;土壤修复;预制菜;PPP概念;固废处理;IP经济(谷子经济);国企改革;乡村振兴;新型城镇化;雄安新区;光伏概念;新疆振兴;污水处理;数字水印;数字经济;水利;网红经济;一带一路;智慧城市;农业种植;粤港澳大湾区;人工智能;MR(混合现实);虚拟数字人;ChatGPT概念;元宇宙;文化传媒概念;华为概念;腾讯概念;数据确权;AIGC概念;虚拟现实,002717
600495.SH,10,17,国企改革;污水处理;一带一路;央企国企改革;回购增持再贷款概念;高铁;高端装备;军工;沪股通;融资融券,600495
600157.SH,13,17,煤炭概念;钒电池;页岩气;绿色电力;碳交易;参股保险;超超临界发电;核电;小金属概念;储能;物联网;融资融券;沪股通,600157
002311.SZ,6,33,猪肉;同花顺漂亮100;宠物经济;生态农业;深股通;融资融券,002311
600744.SH,12,17,超超临界发电;虚拟电厂;风电;绿色电力;核电;碳交易;煤炭概念;央企国企改革;碳中和;国企改革;融资融券;沪股通,600744
601880.SH,9,17,中韩自贸区;航运概念;国企改革;统一大市场;中俄贸易概念;回购增持再贷款概念;区块链;沪股通;融资融券,601880
600567.SH,18,17,生物质能发电;参股银行;碳交易;污水处理;碳中和;固废处理;一带一路;回购增持再贷款概念;创投;智能物流;储能;数字经济;工业互联网;比亚迪概念;无人驾驶;小米概念;沪股通;融资融券,600567
603408.SH,12,17,福建自贸区;海峡两岸;一带一路;净水概念;智能家居;跨境电商;机器人概念;人民币贬值受益;小米概念;养老概念;芯片概念;沪股通,603408
301116.SZ,7,33,养鸡;预制菜;宠物经济;乡村振兴;体育产业;深股通;融资融券,301116
000920.SZ,10,33,污水处理;净水概念;参股银行;西部大开发;盐湖提锂;国企改革;芯片概念;央企国企改革;参股券商;深股通,000920
603376.SH,11,17,注册制次新股;汽车电子;长安汽车概念;传感器;新能源汽车;比亚迪概念;无人驾驶;专精特新;共同富裕示范区;新股与次新股;融资融券,603376
002401.SZ,32,33,区块链;信创;数字经济;云计算;华为鲲鹏;数据要素;DeepSeek概念;智慧城市;人工智能;AI智能体;阿里巴巴概念;国资云;ETC;安防;ChatGPT概念;华为概念;Web3.0;机器视觉;跨境电商;智能物流;数据中心;上海自贸区;碳中和;国企改革;央企国企改革;碳交易;统一大市场;航运概念;自由贸易港;融资融券;深股通;中字头股票,002401
600137.SH,1,17,西部大开发,600137
920445.BJ,5,151,海峡两岸;人民币贬值受益;跨境电商;融资融券;一带一路,920445
605305.SH,7,17,2025年报预增;储能;风电;专精特新;京津冀一体化;沪股通;融资融券,605305
002996.SZ,11,33,金属回收;西部大开发;回购增持再贷款概念;碳中和;一体化压铸;新能源汽车;比亚迪概念;专精特新;长安汽车概念;2025年报预增;深股通,002996
601236.SH,6,17,期货概念;国企改革;西部大开发;2025年报预增;沪股通;融资融券,601236
002577.SZ,14,33,星闪概念;人工智能;智能穿戴;粤港澳大湾区;百度概念;机器人概念;跨境电商;无线耳机;电子竞技;消费电子概念;无线充电;网络游戏;融资融券;深股通,002577
001328.SZ,8,33,超级品牌;三胎概念;网红经济;医疗器械概念;国企改革;西部大开发;深股通;融资融券,001328
301058.SZ,16,33,粮食概念;乡村振兴;中俄贸易概念;冷链物流;国企改革;冰雪产业;一带一路;农机;体育产业;央企国企改革;食品安全;高端装备;机器人概念;深股通;中字头股票;融资融券,301058
603086.SH,5,17,大豆;生态农业;创新药;人民币贬值受益;2025三季报预增,603086
002293.SZ,5,33,三胎概念;网红经济;智能家居;深股通;融资融券,002293
000915.SZ,10,33,医药电商;维生素;创新药;流感;三胎概念;污水处理;国企改革;消毒剂;深股通;融资融券,000915
000151.SZ,14,33,污水处理;固废处理;碳中和;国企改革;一带一路;中俄贸易概念;央企国企改革;人民币贬值受益;光伏概念;储能;京津冀一体化;融资融券;股权转让(并购重组);中字头股票,000151
603357.SH,17,17,地下管网;新型城镇化;雄安新区;国企改革;水利;一带一路;智慧城市;人工智能;DeepSeek概念;低空经济;车联网(车路协同);空间计算;数据要素;云计算;量子科技;沪股通;融资融券,603357
920768.BJ,5,151,小米概念;家用电器;粤港澳大湾区;融资融券;华为概念,920768
002657.SZ,40,33,数字货币;移动支付;财税数字化;数据确权;信创;华为鲲鹏;智慧政务;区块链;互联网金融;鸿蒙概念;百度概念;AI智能体;Web3.0;ChatGPT概念;腾讯概念;多模态AI;智谱AI;阿里巴巴概念;元宇宙;算力租赁;数字经济;AIGC概念;语音技术;东数西算(算力);在线教育;智慧城市;虚拟数字人;华为概念;人工智能;智能座舱;DeepSeek概念;短剧游戏;工业互联网;数据中心;京津冀一体化;化债概念(AMC概念);期货概念;AI应用;深股通;融资融券,002657
603797.SH,4,17,新型城镇化;污水处理;PPP概念;粤港澳大湾区,603797
603689.SH,4,17,天然气;国企改革;换电概念;氢能源,603689
002786.SZ,19,33,粤港澳大湾区;化债概念(AMC概念);机器人概念;新型工业化;华为汽车;虚拟现实;国企改革;高端装备;华为概念;新能源汽车;小米概念;3D打印;大飞机;比亚迪概念;5G;消费电子概念;芯片概念;宁德时代概念;深股通,002786
000537.SZ,10,33,绿色电力;国企改革;风电;新疆振兴;央企国企改革;光热发电;储能;京津冀一体化;深股通;融资融券,000537
688501.SH,6,17,储能;氢能源;超超临界发电;碳中和;2025年报预增;融资融券,688501
605567.SH,6,17,人造肉;预制菜;中韩自贸区;冷链物流;养鸡;2025年报预增,605567
600724.SH,5,17,物业管理;水泥概念;国企改革;共同富裕示范区;沪股通,600724
603348.SH,10,17,一体化压铸;两轮车;机器人概念;新能源汽车;华为汽车;比亚迪概念;飞行汽车(eVTOL);特斯拉概念;融资融券;沪股通,603348
600667.SH,11,17,存储芯片;先进封装;OLED;芯片概念;数据中心;回购增持再贷款概念;光伏建筑一体化;绿色电力;国企改革;沪股通;融资融券,600667
600529.SH,5,17,医疗器械概念;国企改革;股权转让(并购重组);沪股通;融资融券,600529
300274.SZ,14,33,宁德时代概念;储能;光伏概念;新能源汽车;充电桩;虚拟电厂;风电;数据中心;氢能源;回购增持再贷款概念;同花顺漂亮100;深股通;融资融券;数字经济,300274
600976.SH,5,17,流感;创新药;三胎概念;融资融券;沪股通,600976
002372.SZ,11,33,地下管网;净水概念;数字经济;污水处理;水利;智能家居;一带一路;海峡两岸;石墨烯;深股通;融资融券,002372
688050.SH,6,17,眼科医疗;医疗器械概念;人工智能;专精特新;沪股通;融资融券,688050
002856.SZ,4,33,粤港澳大湾区;垃圾分类;新型城镇化;国企改革,002856
688698.SH,16,17,人形机器人;机器人概念;新能源汽车;机器视觉;高端装备;专精特新;智能物流;海工装备;人工智能;储能;AI智能体;光伏概念;氢能源;医疗器械概念;融资融券;沪股通,688698
301119.SZ,3,33,新能源汽车;比亚迪概念;融资融券,301119
603511.SH,6,17,跨境电商;三胎概念;体育产业;IP经济(谷子经济);参股银行;沪股通,603511
600098.SH,15,17,超超临界发电;天然气;绿色电力;抽水蓄能;国企改革;可燃冰;风电;广东自贸区;氢能源;回购增持再贷款概念;充电桩;储能;融资融券;粤港澳大湾区;沪股通,600098
002403.SZ,17,33,减速器;新型工业化;人形机器人;智能物流;机器人概念;家用电器;工业互联网;机器视觉;C2M概念;特斯拉概念;共同富裕示范区;跨境电商;独角兽概念;参股保险;互联网保险;土地流转;深股通,002403
920978.BJ,11,151,长安汽车概念;融资融券;汽车电子;汽车热管理;比亚迪概念;机器人概念;新能源汽车;小米汽车;储能;传感器;专精特新,920978
300909.SZ,14,33,创投;华为概念;新能源汽车;3D打印;智能家居;专精特新;智能座舱;小米概念;储能;MiniLED;消费电子概念;富士康概念;深股通;融资融券,300909
300641.SZ,3,33,锂电池概念;深股通;融资融券,300641
300427.SZ,15,33,商业航天;军民融合;特高压;福建自贸区;电力物联网;军工;智能电网;海峡两岸;区块链;风电;充电桩;毫米波雷达;专精特新;芯片概念;绿色电力,300427
603136.SH,2,17,旅游概念;国企改革,603136
300882.SZ,16,33,虚拟电厂;智能电网;电力物联网;储能;新能源汽车;专精特新;碳中和;传感器;参股银行;汽车电子;AI应用;物联网;人工智能;数字经济;深股通;融资融券,300882
688566.SH,5,17,创新药;肝炎概念;眼科医疗;沪股通;融资融券,688566
002451.SZ,16,33,智能电网;化债概念(AMC概念);充电桩;光伏概念;储能;物业管理;风电;高铁;上海自贸区;创投;海工装备;高端装备;智慧城市;机器人概念;5G;融资融券,002451
301386.SZ,7,33,智能电网;专精特新;高铁;光伏概念;物联网;无人驾驶;融资融券,301386
300144.SZ,12,33,旅游概念;IP经济(谷子经济);网红经济;共同富裕示范区;电子竞技;文化传媒概念;手机游戏;元宇宙;抖音概念(字节概念);虚拟现实;深股通;融资融券,300144
920158.BJ,8,151,中俄贸易概念;一带一路;海工装备;专精特新;氢能源;天然气;新股与次新股;融资融券,920158
600834.SH,9,17,物业管理;上海国企改革;碳交易;光伏建筑一体化;绿色电力;国企改革;充电桩;无人驾驶;股权转让(并购重组),600834
002011.SZ,18,33,新能源汽车;比亚迪概念;储能;高铁;核电;汽车热管理;空气能热泵;宁德时代概念;军工;创投;华为概念;数据中心;雄安新区;液冷服务器;冷链物流;冰雪产业;融资融券;深股通,002011
002942.SZ,3,33,2025年报预增;乡村振兴;磷化工,002942
002223.SZ,12,33,蚂蚁集团概念;智能医疗;养老概念;三胎概念;血氧仪;医疗器械概念;幽门螺杆菌概念;眼科医疗;雅下水电概念;消毒剂;深股通;融资融券,002223
688271.SH,7,17,智能医疗;阿尔茨海默概念;人工智能;医疗器械概念;AI应用;沪股通;融资融券,688271
600887.SH,11,17,超级品牌;乳业;证金持股;三胎概念;宠物经济;同花顺漂亮100;生态农业;西部大开发;沪股通;融资融券;华为概念,600887
300289.SZ,8,33,猴痘概念;辅助生殖;医疗器械概念;生物疫苗;重组蛋白;智能医疗;国企改革;股权转让(并购重组),300289
600248.SH,17,17,参股保险;装配式建筑;PPP概念;煤化工概念;新疆振兴;天然气;国企改革;水利;雅下水电概念;一带一路;西部大开发;智慧城市;DeepSeek概念;风电;储能;融资融券;沪股通,600248
300521.SZ,2,33,3D打印;柔性屏(折叠屏),300521
600660.SH,9,17,特斯拉概念;小米汽车;同花顺出海50;证金持股;光伏概念;同花顺漂亮100;福建自贸区;沪股通;融资融券,600660
600108.SH,15,17,土地流转;粮食概念;玉米;农业种植;啤酒概念;代糖概念;乡村振兴;国企改革;西部大开发;参股券商;回购增持再贷款概念;水利;跨境电商;融资融券;沪股通,600108
920195.BJ,9,151,2025年报预增;特斯拉概念;长安汽车概念;融资融券;比亚迪概念;新能源汽车;人民币贬值受益;专精特新;一带一路,920195
003004.SZ,20,33,ST板块;智能医疗;人工智能;安防;高铁;雄安新区;京津冀一体化;人脸识别;车联网(车路协同);网络安全;智慧城市;数据要素;军工;数字经济;多模态AI;信创;无人机;低空经济;军工信息化;语音技术,003004
601186.SH,16,17,同花顺中特估100;中字头股票;证金持股;装配式建筑;特色小镇;PPP概念;国企改革;央企国企改革;水利;一带一路;沪股通;融资融券;高铁;金属铜;商业航天;机器人概念,601186
003016.SZ,10,33,福建自贸区;海峡两岸;跨境电商;智能物流;IP经济(谷子经济);网红经济;流感;数字经济;腾讯概念;数据要素,003016
300187.SZ,19,33,医疗废物处理;生物质能发电;土壤修复;污水处理;新型城镇化;固废处理;PPP概念;雄安新区;光伏建筑一体化;碳中和;PM2.5;充电桩;智能电网;风电;储能;比亚迪概念;AI智能体;金属回收;小金属概念,300187
300421.SZ,11,33,减速器;人形机器人;工业母机;卫星导航;机器人概念;高端装备;新能源汽车;海工装备;高铁;风电;深股通,300421
002142.SZ,4,33,证金持股;共同富裕示范区;深股通;融资融券,002142
300760.SZ,10,33,智能医疗;医疗器械概念;DeepSeek概念;宠物经济;AIGC概念;同花顺漂亮100;AI应用;同花顺出海50;融资融券;深股通,300760
003026.SZ,4,33,芯片概念;汽车电子;传感器;2025年报预增,003026
603158.SH,18,17,汽车热管理;空气能热泵;华为汽车;特斯拉概念;长安汽车概念;比亚迪概念;新能源汽车;传感器;液冷服务器;专精特新;汽车电子;储能;燃料电池;无线充电;智能座舱;数据中心;氢能源;华为概念,603158
603202.SH,10,17,参股银行;两轮车;人民币贬值受益;比亚迪概念;新型工业化;注册制次新股;汽车电子;智能座舱;新股与次新股;融资融券,603202
600846.SH,10,17,房屋检测;垃圾分类;建筑节能;装配式建筑;PPP概念;雄安新区;污水处理;国企改革;沪股通;融资融券,600846
002335.SZ,28,33,液冷服务器;数据中心;东数西算(算力);算力租赁;5G;阿里巴巴概念;腾讯概念;华为概念;储能;智能电网;光伏概念;锂电池概念;海工装备;量子科技;核电;小红书概念;AI智能体;智慧政务;无人驾驶;人工智能;数字经济;氢能源;DeepSeek概念;福建自贸区;高铁;海峡两岸;深股通;融资融券,002335
002166.SZ,15,33,禽流感;代糖概念;合成生物;工业大麻;农业种植;啤酒概念;参股银行;回购增持再贷款概念;西部大开发;人民币贬值受益;乡村振兴;专精特新;股权转让(并购重组);深股通;融资融券,002166
605162.SH,4,17,碳中和;碳交易;虚拟电厂;储能,605162
001217.SZ,4,33,染料;航运概念;煤化工概念;化肥,001217
000625.SZ,31,33,网约车;兵装重组概念;智能物流;车联网(车路协同);证金持股;无人驾驶;国企改革;换电概念;长安汽车概念;低空经济;央企国企改革;飞行汽车(eVTOL);华为汽车;DeepSeek概念;西部大开发;机器人概念;一带一路;智能座舱;华为概念;燃料电池;新能源汽车;腾讯概念;人形机器人;动力电池回收;锂电池概念;宁德时代概念;固态电池;俄乌冲突概念;深股通;融资融券;股权转让(并购重组),000625
920121.BJ,2,151,新股与次新股;融资融券,920121
300163.SZ,4,33,建筑节能;人民币贬值受益;专精特新;摘帽,300163
002553.SZ,18,33,减速器;机器人概念;无人机;新能源汽车;比亚迪概念;物联网;专精特新;芯片概念;无线耳机;语音技术;人工智能;汽车芯片;MCU芯片;ChatGPT概念;2025年报预增;锂电池概念;融资融券;深股通,002553
601669.SH,39,17,中字头股票;特高压;抽水蓄能;雅下水电概念;绿色电力;光热发电;碳交易;风电;同花顺中特估100;证金持股;污水处理;PPP概念;燃料电池;央企国企改革;水利;雄安新区;新型城镇化;国企改革;光伏概念;碳中和;土壤修复;核电;储能;一带一路;高端装备;乡村振兴;同花顺漂亮100;海工装备;低空经济;京津冀一体化;金属钴;小金属概念;沪股通;融资融券;商业航天;智慧城市;人工智能;DeepSeek概念;AI智能体,601669
000692.SZ,2,33,风电;充电桩,000692
300027.SZ,14,33,短剧游戏;文化传媒概念;虚拟数字人;网红经济;元宇宙;抖音概念(字节概念);数字经济;IP经济(谷子经济);阿里巴巴概念;腾讯概念;旅游概念;特色小镇;深股通;融资融券,300027
600600.SH,7,17,超级品牌;啤酒概念;证金持股;同花顺漂亮100;国企改革;沪股通;融资融券,600600
002889.SZ,21,33,冷链物流;统一大市场;航运概念;广东自贸区;自由贸易港;冰雪产业;光刻机;智能物流;跨境电商;一带一路;粤港澳大湾区;机器人概念;特斯拉概念;数字经济;华为概念;生物疫苗;互联网金融;人工智能;区块链;DeepSeek概念;深股通,002889
002573.SZ,19,33,天然气;固废处理;PPP概念;碳中和;土壤修复;雄安新区;国企改革;污水处理;煤化工概念;金属回收;水利;京津冀一体化;创投;PM2.5;数字孪生;金属铜;机器人概念;深股通;融资融券,002573
301009.SZ,7,33,三胎概念;宠物经济;跨境电商;养老概念;医疗器械概念;专精特新;融资融券,301009
300979.SZ,6,33,三胎概念;同花顺出海50;体育产业;人民币贬值受益;融资融券;深股通,300979
002419.SZ,27,33,预制菜;啤酒概念;无人零售;跨境电商;统一大市场;乡村振兴;白酒概念;粮食概念;农业种植;新疆振兴;国企改革;数字经济;智能物流;腾讯概念;人工智能;DeepSeek概念;AIGC概念;央企国企改革;ChatGPT概念;鸿蒙概念;低空经济;光伏建筑一体化;粤港澳大湾区;储能;深股通;融资融券;AI应用,002419
688084.SH,6,17,军工;无人机;高端装备;机器人概念;沪股通;融资融券,688084
600315.SH,6,17,跨境电商;三胎概念;合成生物;消毒剂;沪股通;融资融券,600315
603392.SH,10,17,生物疫苗;猴痘概念;流感;幽门螺杆菌概念;创新药;智能医疗;DeepSeek概念;同花顺漂亮100;融资融券;沪股通,603392
002661.SZ,8,33,预制菜;农业种植;猪肉;粮食概念;三胎概念;新疆振兴;食品安全;回购增持再贷款概念,002661
300826.SZ,20,33,地下管网;新型城镇化;土壤修复;水利;碳中和;房屋检测;高铁;数字孪生;智慧城市;数字经济;机器人概念;空间计算;数据要素;华为概念;军工;时空大数据;元宇宙;鸿蒙概念;东数西算(算力);卫星导航,300826
002494.SZ,7,33,特色小镇;物业管理;雄安新区;中俄贸易概念;创投;网红经济;抖音概念(字节概念),002494
600742.SH,17,17,华为汽车;长安汽车概念;新能源汽车;国企改革;特斯拉概念;比亚迪概念;传感器;机器人概念;参股保险;无人驾驶;小米概念;机器视觉;低空经济;智能座舱;芯片概念;沪股通;融资融券,600742
000626.SZ,6,33,农业种植;生态农业;乡村振兴;统一大市场;跨境电商;粮食概念,000626
688278.SH,6,17,创新药;肝炎概念;绿色电力;福建自贸区;沪股通;融资融券,688278
603101.SH,7,17,预制菜;物业管理;新疆振兴;西部大开发;低空经济;一带一路;抖音概念(字节概念),603101
000952.SZ,6,33,流感;肝炎概念;仿制药一致性评价;维生素;合成生物;国企改革,000952
000026.SZ,6,33,央企国企改革;国企改革;机器人概念;减速器;智能穿戴;深股通,000026
300124.SZ,21,33,人形机器人;小米汽车;机器视觉;新型工业化;小米概念;工业母机;机器人概念;新能源汽车;一体化压铸;液冷服务器;工业互联网;农机;人工智能;储能;DeepSeek概念;数字经济;同花顺漂亮100;换电概念;深股通;融资融券;碳中和,300124
688578.SH,4,17,创新药;2025年报预增;沪股通;融资融券,688578
000546.SZ,9,33,盐湖提锂;金属镍;小金属概念;金属铜;金属回收;锂电池概念;垃圾分类;固废处理;医疗废物处理,000546
002554.SZ,15,33,股权转让(并购重组);俄乌冲突概念;天然气;地下管网;碳中和;垃圾分类;国企改革;污水处理;一带一路;海工装备;碳交易;氢能源;云计算;人民币贬值受益;融资融券,002554
300702.SZ,6,33,医药电商;CRO概念;合成生物;2025年报预增;人民币贬值受益;深股通,300702
601968.SH,5,17,海峡两岸;国企改革;一带一路;央企国企改革;沪股通,601968
601990.SH,5,17,期货概念;国企改革;创投;沪股通;融资融券,601990
001391.SZ,12,33,统一大市场;冷链物流;国企改革;跨境电商;央企国企改革;智能物流;一带一路;人民币贬值受益;华为概念;苹果概念;深股通;融资融券,001391
688739.SH,5,17,流感;生物疫苗;重组蛋白;融资融券;沪股通,688739
000553.SZ,6,33,草甘膦;国企改革;央企国企改革;人民币贬值受益;深股通;融资融券,000553
001268.SZ,2,33,成飞概念;粤港澳大湾区,001268
600287.SH,10,17,参股银行;跨境电商;参股保险;国企改革;参股券商;一带一路;数字经济;人民币贬值受益;期货概念;摘帽,600287
600368.SH,10,17,统一大市场;物业管理;国企改革;冷链物流;乡村振兴;西部大开发;数字乡村;人工智能;沪股通;融资融券,600368
600138.SH,18,17,冰雪产业;旅游概念;露营经济;体育产业;乡村振兴;IP经济(谷子经济);国企改革;养老概念;一带一路;央企国企改革;网络游戏;DeepSeek概念;阿里巴巴概念;云计算;沪股通;融资融券;AI应用;中字头股票,600138
920223.BJ,10,151,海峡两岸;融资融券;航空发动机;液冷服务器;消费电子概念;比亚迪概念;新能源汽车;富士康概念;储能;专精特新,920223
601066.SH,4,17,同花顺中特估100;沪股通;腾讯概念;融资融券,601066
605111.SH,19,17,汽车芯片;第三代半导体;芯片概念;光伏概念;汽车电子;无人机;新能源汽车;数据中心;比亚迪概念;专精特新;充电桩;无人驾驶;东数西算(算力);低空经济;宁德时代概念;机器人概念;先进封装;融资融券;沪股通,605111
002664.SZ,15,33,人形机器人;华为汽车;汽车电子;特斯拉概念;新能源汽车;比亚迪概念;小米概念;机器人概念;无人机;低空经济;华为概念;宁德时代概念;2025年报预增;深股通;融资融券,002664
688036.SH,15,17,MLOps概念;国产操作系统;AI手机;语音技术;AI智能体;人工智能;智能穿戴;DeepSeek概念;AI眼镜;消费电子概念;人民币贬值受益;同花顺漂亮100;储能;沪股通;融资融券,688036
603205.SH,7,17,医药电商;三胎概念;医疗器械概念;消毒剂;跨境电商;人民币贬值受益;融资融券,603205
603418.SH,11,17,一体化压铸;华为汽车;特斯拉概念;新能源汽车;小米汽车;注册制次新股;比亚迪概念;小米概念;宁德时代概念;新股与次新股;融资融券,603418
600398.SH,5,17,体育产业;三胎概念;阿里巴巴概念;沪股通;融资融券,600398
001358.SZ,3,33,碳中和;净水概念;融资融券,001358
001979.SZ,12,33,租售同权;证金持股;物业管理;免税店;养老概念;国企改革;央企国企改革;深股通;融资融券;回购增持再贷款概念;粤港澳大湾区;低空经济,001979
601919.SH,14,17,高股息精选;同花顺中特估100;中字头股票;证金持股;航运概念;国企改革;央企国企改革;俄乌冲突概念;同花顺漂亮100;沪股通;融资融券;一带一路;回购增持再贷款概念;人民币贬值受益,601919
002348.SZ,9,33,三胎概念;跨境电商;机器人概念;人工智能;在线教育;IP经济(谷子经济);固态电池;钠离子电池;股权转让(并购重组),002348
600793.SH,3,17,食品安全;西部大开发;国企改革,600793
600217.SH,9,17,供销社;固废处理;动力电池回收;垃圾分类;金属回收;西部大开发;金属铜;沪股通;融资融券,600217
300534.SZ,13,33,医药电商;流感;创新药;三胎概念;医疗器械概念;中俄贸易概念;西部大开发;食品安全;国企改革;参股券商;专精特新;2025年报预增;股权转让(并购重组),300534
600809.SH,5,17,白酒概念;同花顺漂亮100;国企改革;沪股通;融资融券,600809
688500.SH,24,17,小红书概念;AI语料;AIGC概念;虚拟数字人;抖音概念(字节概念);AI智能体;智慧政务;数据要素;阿里巴巴概念;算力租赁;东数西算(算力);数字乡村;数字经济;人工智能;DeepSeek概念;智慧城市;华为概念;数据中心;机器人概念;烟草;人形机器人;乡村振兴;AI应用;融资融券,688500
002369.SZ,23,33,鸿蒙概念;元宇宙;区块链;虚拟现实;WiFi 6;物联网;智能家居;智能音箱;华为概念;智能穿戴;粤港澳大湾区;创投;工业互联网;5G;跨境电商;无线耳机;机器人概念;新型工业化;消费电子概念;汽车电子;储能;融资融券;深股通,002369
603896.SH,9,17,维生素;农业种植;工业大麻;医药电商;旅游概念;养老概念;数字经济;工业互联网;沪股通,603896
600640.SH,33,17,Sora概念(文生视频);短剧游戏;虚拟数字人;AIGC概念;多模态AI;NFT概念;智谱AI;手机游戏;云游戏;抖音概念(字节概念);AI智能体;空间计算;文化传媒概念;在线教育;元宇宙;云计算;阿里巴巴概念;人工智能;DeepSeek概念;数字经济;虚拟现实;IP经济(谷子经济);数字孪生;华为概念;创投;旅游概念;机器人概念;AI眼镜;央企国企改革;国企改革;AI应用;融资融券;沪股通,600640
600901.SH,3,17,国企改革;融资融券;沪股通,600901
000063.SZ,53,33,AI手机;星闪概念;AI眼镜;智能穿戴;中国AI 50;汽车芯片;消费电子概念;汽车电子;国产操作系统;虚拟现实;太赫兹;卫星导航;6G概念;5G;车联网(车路协同);元宇宙;东数西算(算力);百度概念;无人机;多模态AI;芯片概念;抖音概念(字节概念);物联网;光纤概念;网络安全;人形机器人;低空经济;AI智能体;腾讯概念;ChatGPT概念;商业航天;机器人概念;智慧城市;量子科技;人工智能;区块链;粤港澳大湾区;数字经济;液冷服务器;DeepSeek概念;数据中心;比亚迪概念;新能源汽车;智能医疗;海峡两岸;储能;锂电池概念;乡村振兴;同花顺漂亮100;深股通;融资融券;证金持股;AI应用,000063
300741.SZ,8,33,一带一路;西部大开发;烟草;人造肉;宠物经济;新型烟草(电子烟);融资融券;深股通,300741
600681.SH,7,17,天然气;氢能源;京津冀一体化;机器人概念;人形机器人;沪股通;融资融券,600681
002424.SZ,12,33,仿制药一致性评价;流感;肝炎概念;ST板块;创新药;乡村振兴;民营医院;参股银行;西部大开发;医疗器械概念;智能医疗;腾讯概念,002424
000531.SZ,15,33,绿色电力;虚拟电厂;国企改革;化债概念(AMC概念);氢能源;回购增持再贷款概念;储能;锂电池概念;燃料电池;2025三季报预增;粤港澳大湾区;无人驾驶;2025年报预增;融资融券;深股通,000531
300283.SZ,15,33,PCB概念;智能电网;储能;消费电子概念;固态电池;锂电池概念;芯片概念;数据中心;专精特新;第三代半导体;比亚迪概念;新能源汽车;工业母机;光伏建筑一体化;医疗器械概念,300283
603499.SH,9,17,烟草;存储芯片;上海自贸区;芯片概念;2025年报预增;工业互联网;2025三季报预增;创投;沪股通,603499
000750.SZ,6,33,期货概念;国企改革;西部大开发;深股通;融资融券;2025年报预增,000750
688089.SH,9,17,维生素;宠物经济;三胎概念;合成生物;绿色电力;2025三季报预增;DeepSeek概念;AIGC概念;融资融券,688089
000985.SZ,3,33,黑龙江自贸区;国企改革;央企国企改革,000985
600792.SH,4,17,煤炭概念;煤化工概念;国企改革;西部大开发,600792
002092.SZ,17,33,煤化工概念;水泥概念;煤炭概念;消毒剂;可降解塑料;新疆振兴;石墨烯;碳中和;碳交易;国企改革;西部大开发;一带一路;风电;跨境电商;职业教育;深股通;摘帽,002092
