股票代码,market_code,code,所属概念数量,所属概念
002218.SZ,33,002218,17,HJT电池;钙钛矿电池;光伏建筑一体化;硅能源;POE胶膜;绿色电力;光伏概念;充电桩;储能;粤港澳大湾区;商业航天;华为概念;卫星导航;新能源汽车;芯片概念;深股通;融资融券
601007.SH,17,601007,6,预制菜;网红经济;物业管理;参股保险;国企改革;2025年报预增
920781.BJ,151,920781,8,融资融券;西部大开发;高端装备;天然气;军工;核污染防治;核电;专精特新
300317.SZ,33,300317,11,虚拟电厂;光伏建筑一体化;绿色电力;风电;光伏概念;华为概念;储能;粤港澳大湾区;国企改革;OLED;锂电池概念
601609.SH,17,601609,30,稀土永磁;金属铜;金属回收;高铁;可控核聚变;核电;海工装备;2025年报预增;铜缆高速连接;液冷服务器;PEEK材料;芯片概念;苹果概念;回购增持再贷款概念;无人机;新能源汽车;低空经济;比亚迪概念;光伏概念;特斯拉概念;机器人概念;特高压;人形机器人;小米汽车;东数西算(算力);高压快充;人工智能;数字经济;融资融券;沪股通
301107.SZ,33,301107,12,农机;专精特新;传感器;机器人概念;新能源汽车;汽车电子;减速器;无人机;乡村振兴;氢能源;西部大开发;融资融券
300468.SZ,33,300468,19,数字货币;跨境支付(CIPS);互联网金融;Web3.0;区块链;信创;数据确权;AI智能体;数字经济;云计算;DeepSeek概念;人工智能;NFT概念;华为概念;粤港澳大湾区;参股银行;人民币贬值受益;融资融券;深股通
002558.SZ,33,002558,27,电子竞技;手机游戏;云游戏;网络游戏;语音技术;鸿蒙概念;人工智能;ChatGPT概念;AIGC概念;旅游概念;元宇宙;虚拟数字人;虚拟现实;阿里巴巴概念;DeepSeek概念;互联网金融;腾讯概念;AI智能体;创投;百度概念;AI应用;华为概念;参股保险;西部大开发;深股通;2026一季报预增;融资融券
688180.SH,17,688180,6,猴痘概念;创新药;生物疫苗;AIGC概念;沪股通;融资融券
300886.SZ,33,300886,3,烟草;人民币贬值受益;融资融券
300459.SZ,33,300459,36,手机游戏;文化传媒概念;网络游戏;NFT概念;知识产权保护;AIGC概念;快手概念;ChatGPT概念;在线教育;多模态AI;IP经济(谷子经济);抖音概念(字节概念);元宇宙;AI应用;阿里巴巴概念;网红经济;鸿蒙概念;云游戏;腾讯概念;智能医疗;DeepSeek概念;脑机接口;人工智能;语音技术;虚拟现实;华为概念;东数西算(算力);三胎概念;机器人概念;MR(混合现实);数据中心;人民币贬值受益;一带一路;液冷服务器;深股通;融资融券
002281.SZ,33,002281,20,F5G概念;共封装光学(CPO);光纤概念;6G概念;液冷服务器;5G;芯片概念;数据中心;量子科技;东数西算(算力);华为概念;抖音概念(字节概念);阿里巴巴概念;腾讯概念;百度概念;央企国企改革;国企改革;深股通;融资融券;股权转让(并购重组)
600754.SH,17,600754,6,旅游概念;上海国企改革;国企改革;人工智能;沪股通;融资融券
000776.SZ,33,000776,5,期货概念;证金持股;深股通;融资融券;同花顺漂亮100
301181.SZ,33,301181,9,汽车热管理;比亚迪概念;飞行汽车(eVTOL);新能源汽车;低空经济;长安汽车概念;宁德时代概念;燃料电池;融资融券
688301.SH,17,688301,8,高端装备;传感器;芯片概念;专精特新;牙科医疗;医疗器械概念;沪股通;融资融券
000513.SZ,33,000513,14,仿制药一致性评价;创新药;流感;重组蛋白;减肥药;生物疫苗;辅助生殖;猴痘概念;基因测序;宠物经济;横琴新区;DeepSeek概念;深股通;融资融券
605599.SH,17,605599,4,黄金概念;国企改革;IP经济(谷子经济);沪股通
001376.SZ,33,001376,2,碳中和;深股通
002993.SZ,33,002993,22,AI PC;数据中心;第三代半导体;汽车电子;消费电子概念;AI眼镜;小米概念;专精特新;苹果概念;新能源汽车;无线充电;充电桩;光伏概念;华为概念;机器人概念;储能;露营经济;一带一路;广东自贸区;跨境电商;网红经济;深股通
603300.SH,17,603300,28,算力租赁;东数西算(算力);国资云;数据要素;区块链;Web3.0;蚂蚁集团概念;数字货币;DeepSeek概念;数字经济;人工智能;华为概念;职业教育;数据中心;低空经济;NFT概念;无人机;水利;新型城镇化;乡村振兴;回购增持再贷款概念;雅下水电概念;国企改革;海南自贸区;自由贸易港;沪股通;股权转让(并购重组);融资融券
000551.SZ,33,000551,26,商业航天;军民融合;无人驾驶;军工;PM2.5;芯片概念;机器人概念;减速器;新能源汽车;家用电器;特斯拉概念;中芯国际概念;空气能热泵;职业教育;创投;特高压;一带一路;污水处理;食品安全;氢能源;国企改革;参股银行;期货概念;猴痘概念;融资融券;深股通
002271.SZ,33,002271,28,房屋检测;装配式建筑;光伏建筑一体化;高股息精选;建筑节能;回购增持再贷款概念;冰雪产业;新型城镇化;雄安新区;石墨烯;地下管网;一带一路;同花顺中特估100;高铁;核电;乡村振兴;绿色电力;海工装备;水利;同花顺漂亮100;光伏概念;抽水蓄能;数字经济;储能;充电桩;数据中心;深股通;融资融券
688272.SH,17,688272,12,量子科技;卫星导航;军民融合;军工;无人机;芯片概念;车联网(车路协同);机器视觉;无人驾驶;专精特新;机器人概念;融资融券
920130.BJ,151,920130,12,AI应用;融资融券;PCB概念;专精特新;安防;充电桩;智慧城市;网约车;多模态AI;人工智能;AI智能体;阿里巴巴概念
300328.SZ,33,300328,21,柔性屏(折叠屏);一体化压铸;毫米波雷达;消费电子概念;特斯拉概念;新能源汽车;智能座舱;AI眼镜;比亚迪概念;5G;智能穿戴;人形机器人;小米概念;宁德时代概念;有机硅概念;医疗器械概念;华为概念;人工智能;国企改革;深股通;融资融券
300456.SZ,33,300456,29,共封装光学(CPO);光刻机;先进封装;太赫兹;6G概念;华为海思概念股;第三代半导体;5G;芯片概念;消费电子概念;汽车电子;国家大基金持股;数据中心;传感器;无人驾驶;华为概念;新型工业化;卫星导航;人民币贬值受益;东数西算(算力);物联网;无人机;百度概念;独角兽概念;时空大数据;创投;京津冀一体化;融资融券;深股通
603590.SH,17,603590,8,创新药;猴痘概念;创投;专精特新;2025年报预增;军民融合;知识产权保护;沪股通
300926.SZ,33,300926,9,华为汽车;比亚迪概念;长安汽车概念;新能源汽车;机器人概念;一体化压铸;专精特新;深股通;融资融券
002414.SZ,33,002414,22,芯片概念;毫米波雷达;传感器;汽车电子;商业航天;无人机;机器视觉;军民融合;无人驾驶;军工;低空经济;高端装备;机器人概念;安防;华为概念;车联网(车路协同);智能家居;华为昇腾;鸿蒙概念;智能电网;深股通;融资融券
920204.BJ,151,920204,6,专精特新;PET铜箔;光伏概念;融资融券;锂电池概念;核污染防治
600959.SH,17,600959,31,短剧游戏;文化传媒概念;虚拟数字人;AIGC概念;元宇宙;数据要素;云办公;国资云;足球概念;数据安全;数字乡村;DeepSeek概念;算力租赁;网络安全;人工智能;养老概念;智慧城市;东数西算(算力);数字孪生;食品安全;低空经济;乡村振兴;工业互联网;机器视觉;数据中心;5G;国企改革;光伏概念;储能;沪股通;融资融券
002041.SZ,33,002041,10,转基因;玉米;粮食概念;农业种植;生态农业;俄乌冲突概念;乡村振兴;2025年报预增;深股通;融资融券
300738.SZ,33,300738,21,算力租赁;智谱AI;云计算;快手概念;东数西算(算力);网络安全;腾讯概念;阿里巴巴概念;百度概念;数据要素;数据中心;DeepSeek概念;华为概念;人工智能;芯片概念;粤港澳大湾区;光伏概念;一带一路;绿色电力;融资融券;深股通
603373.SH,17,603373,8,安防;职业教育;无人机;低空经济;阿里巴巴概念;国企改革;沪股通;融资融券
920394.BJ,151,920394,11,比亚迪概念;风电;高铁;特高压;融资融券;大飞机;新能源汽车;低空经济;无人机;国企改革;专精特新
000738.SZ,33,000738,12,国产航母;航空发动机;大飞机;军民融合;商业航天;军工;无人机;高端装备;央企国企改革;国企改革;深股通;融资融券
600639.SH,17,600639,8,物业管理;参股券商;融资融券;国企改革;创投;上海自贸区;回购增持再贷款概念;沪股通
688196.SH,17,688196,5,可降解塑料;人民币贬值受益;海峡两岸;沪股通;融资融券
002048.SZ,33,002048,17,PEEK材料;小米汽车;人形机器人;华为汽车;特斯拉概念;汽车电子;比亚迪概念;新能源汽车;小米概念;智能座舱;长安汽车概念;机器人概念;宁德时代概念;回购增持再贷款概念;一带一路;深股通;融资融券
603421.SH,17,603421,10,充电桩;虚拟电厂;光伏概念;智能电网;电力物联网;MCU芯片;储能;华为概念;鸿蒙概念;芯片概念
301070.SZ,33,301070,15,比亚迪概念;华为昇腾;东数西算(算力);无人驾驶;光伏概念;高端装备;锂电池概念;储能;智慧政务;人工智能;DeepSeek概念;回购增持再贷款概念;绿色电力;智能医疗;融资融券
605011.SH,17,605011,6,绿色电力;煤炭概念;碳中和;国企改革;融资融券;沪股通
300539.SZ,33,300539,14,PEEK材料;减速器;比亚迪概念;智能座舱;小米概念;专精特新;无人机;机器人概念;华为汽车;新能源汽车;华为概念;智能家居;家用电器;深股通
688228.SH,17,688228,31,华为昇腾;语音技术;财税数字化;数据安全;云计算;多模态AI;东数西算(算力);Sora概念(文生视频);信创;卫星导航;ChatGPT概念;AI语料;华为鲲鹏;智慧政务;虚拟现实;AIGC概念;元宇宙;华为概念;AI智能体;虚拟数字人;数据要素;专精特新;人工智能;DeepSeek概念;知识产权保护;文化传媒概念;AI应用;虚拟电厂;沪股通;股权转让(并购重组);融资融券
603881.SH,17,603881,14,算力租赁;云计算;国资云;东数西算(算力);中国AI 50;腾讯概念;阿里巴巴概念;百度概念;蚂蚁集团概念;数据中心;液冷服务器;国企改革;沪股通;融资融券
688169.SH,17,688169,10,家用电器;人工智能;DeepSeek概念;智能家居;同花顺出海50;机器人概念;人民币贬值受益;小米概念;沪股通;融资融券
300781.SZ,33,300781,32,快手概念;小红书概念;Sora概念(文生视频);短剧游戏;智谱AI;AIGC概念;Web3.0;虚拟数字人;文化传媒概念;多模态AI;ChatGPT概念;NFT概念;抖音概念(字节概念);AI智能体;AI应用;腾讯概念;阿里巴巴概念;百度概念;数据要素;蚂蚁集团概念;元宇宙;网红经济;IP经济(谷子经济);DeepSeek概念;人工智能;跨境电商;华为概念;MR(混合现实);粤港澳大湾区;股权转让(并购重组);融资融券;深股通
300446.SZ,33,300446,24,军民融合;军工;无人驾驶;海工装备;高端装备;智能座舱;芯片概念;机器视觉;高铁;小米汽车;小米概念;华为汽车;比亚迪概念;华为概念;专精特新;新能源汽车;长安汽车概念;PCB概念;光刻胶;央企国企改革;国企改革;民爆概念;页岩气;深股通
688566.SH,17,688566,5,创新药;肝炎概念;眼科医疗;沪股通;融资融券
688349.SH,17,688349,8,绿色电力;风电;氢能源;海工装备;数字经济;DeepSeek概念;沪股通;融资融券
688367.SH,17,688367,6,专精特新;无人驾驶;华为概念;工业互联网;DeepSeek概念;融资融券
688336.SH,17,688336,6,重组蛋白;创新药;阿尔茨海默概念;2025年报预增;沪股通;融资融券
002960.SZ,33,002960,22,人形机器人;MCU芯片;智能家居;机器人概念;传感器;机器视觉;芯片概念;安防;无人机;物联网;储能;人工智能;数据中心;跨境电商;智慧城市;氢能源;阿里巴巴概念;核电;新型城镇化;快手概念;融资融券;深股通
002839.SZ,33,002839,3,高股息精选;深股通;融资融券
003009.SZ,33,003009,12,军民融合;商业航天;军工;可控核聚变;无人机;央企国企改革;专精特新;光伏概念;西部大开发;国企改革;中字头股票;深股通
301310.SZ,33,301310,18,军工;可控核聚变;飞行汽车(eVTOL);铜缆高速连接;核电;人形机器人;新能源汽车;比亚迪概念;专精特新;高压快充;宁德时代概念;充电桩;机器人概念;储能;光伏概念;创投;深股通;融资融券
002755.SZ,33,002755,7,创新药;仿制药一致性评价;幽门螺杆菌概念;流感;医药电商;融资融券;深股通
002518.SZ,33,002518,20,液冷服务器;数据中心;充电桩;光伏概念;储能;比亚迪概念;2025年报预增;宁德时代概念;风电;锂电池概念;东数西算(算力);一带一路;粤港澳大湾区;海峡两岸;阿里巴巴概念;人工智能;抖音概念(字节概念);智能医疗;深股通;融资融券
603489.SH,17,603489,8,共享单车;专精特新;无人机;传感器;两轮车;锂电池概念;融资融券;沪股通
301038.SZ,33,301038,20,新型城镇化;PPP概念;地下管网;物业管理;水利;乡村振兴;污水处理;数字孪生;物联网;DeepSeek概念;粤港澳大湾区;深圳国企改革;智慧政务;华为概念;国企改革;光伏概念;雅下水电概念;抽水蓄能;深股通;融资融券
300032.SZ,33,300032,8,虚拟现实;消费电子概念;智能穿戴;OLED;元宇宙;新型烟草(电子烟);人民币贬值受益;海峡两岸
601933.SH,17,601933,11,预制菜;统一大市场;IP经济(谷子经济);跨境电商;冷链物流;福建自贸区;海峡两岸;股权转让(并购重组);腾讯概念;沪股通;融资融券
300989.SZ,33,300989,14,低空经济;粤港澳大湾区;空间计算;智慧城市;人工智能;时空大数据;旅游概念;新型城镇化;乡村振兴;数据要素;算力租赁;一带一路;AI应用;融资融券
920016.BJ,151,920016,1,融资融券
301137.SZ,33,301137,13,可控核聚变;军工;核电;海工装备;水利;中俄贸易概念;比亚迪概念;专精特新;新能源汽车;央企国企改革;国企改革;深股通;融资融券
688318.SH,17,688318,9,ChatGPT概念;互联网金融;鸿蒙概念;腾讯概念;人工智能;数字经济;AI应用;沪股通;融资融券
603986.SH,17,603986,16,存储芯片;汽车芯片;MCU芯片;芯片概念;汽车电子;无线耳机;传感器;小米概念;人形机器人;物联网;人民币贬值受益;锂电池概念;光伏概念;回购增持再贷款概念;融资融券;沪股通
920422.BJ,151,920422,2,人民币贬值受益;融资融券
300855.SZ,33,300855,9,航空发动机;特钢概念;大飞机;核电;军工;军民融合;专精特新;融资融券;深股通
600996.SH,17,600996,17,算力租赁;云计算;文化传媒概念;数字乡村;DeepSeek概念;智能医疗;人工智能;物联网;旅游概念;华为概念;数据中心;5G;智能家居;西部大开发;国企改革;沪股通;融资融券
603327.SH,17,603327,19,柔性屏(折叠屏);AI手机;小米概念;华为概念;消费电子概念;比亚迪概念;5G;MR(混合现实);AI眼镜;新能源汽车;特斯拉概念;苹果概念;西部大开发;储能;国企改革;锂电池概念;金属回收;宁德时代概念;沪股通
603859.SH,17,603859,29,智谱AI;ChatGPT概念;AIGC概念;AI智能体;AI应用;云计算;数据要素;信创;军工信息化;东数西算(算力);人工智能;DeepSeek概念;数字孪生;华为概念;商业航天;数字经济;5G;工业互联网;航空发动机;新型工业化;军民融合;军工;人形机器人;大飞机;高端装备;核电;比亚迪概念;京津冀一体化;沪股通
600232.SH,17,600232,6,中俄贸易概念;工业大麻;新能源汽车;锂电池概念;一带一路;职业教育
603316.SH,17,603316,12,数据中心;房屋检测;新型城镇化;水利;存储芯片;芯片概念;PPP概念;污水处理;共同富裕示范区;地下管网;碳中和;特色小镇
002265.SZ,33,002265,18,兵装重组概念;军民融合;军工信息化;军工;西部大开发;无人机;国企改革;央企国企改革;专精特新;长安汽车概念;新能源汽车;机器人概念;比亚迪概念;无人驾驶;汽车电子;融资融券;股权转让(并购重组);深股通
002146.SZ,33,002146,12,物业管理;特色小镇;旅游概念;养老概念;京津冀一体化;PPP概念;雄安新区;创投;低空经济;一带一路;深股通;融资融券
603733.SH,17,603733,10,超级电容;绿色电力;碳交易;回购增持再贷款概念;参股券商;固废处理;烟草;医疗器械概念;融资融券;沪股通
301399.SZ,33,301399,6,空气能热泵;液冷服务器;家用电器;数据中心;专精特新;融资融券
302132.SZ,33,302132,19,成飞概念;军民融合;大飞机;军工;商业航天;无人机;低空经济;央企国企改革;人形机器人;机器人概念;传感器;国企改革;西部大开发;专精特新;DeepSeek概念;融资融券;股权转让(并购重组);深股通;中字头股票
300885.SZ,33,300885,15,商业航天;卫星导航;减速器;低空经济;人形机器人;机器人概念;新能源汽车;海峡两岸;专精特新;消费电子概念;充电桩;人民币贬值受益;一带一路;深股通;融资融券
920924.BJ,151,920924,22,AI应用;高铁;融资融券;养老概念;信创;网络安全;抖音概念(字节概念);安防;车联网(车路协同);华为概念;算力租赁;物业管理;数字经济;阿里巴巴概念;数据中心;区块链;智慧灯杆;人工智能;智慧城市;5G;专精特新;东数西算(算力)
300915.SZ,33,300915,2,IP经济(谷子经济);融资融券
000969.SZ,33,000969,38,商业航天;航空发动机;可控核聚变;军工;大飞机;核电;海工装备;低空经济;5G;3D打印;华为概念;稀土永磁;核污染防治;飞行汽车(eVTOL);华为手机;机器人概念;小金属概念;芯片概念;碳纤维;京津冀一体化;无线充电;央企国企改革;苹果概念;小米概念;创投;一带一路;比亚迪概念;MicroLED概念;OLED;新能源汽车;燃料电池;第三代半导体;固态电池;氢能源;国企改革;中芯国际概念;深股通;融资融券
002706.SZ,33,002706,14,智能电网;数据中心;光伏概念;核电;充电桩;储能;换电概念;新能源汽车;风电;华为概念;物联网;智能家居;融资融券;深股通
605118.SH,17,605118,15,虚拟现实;富士康概念;海峡两岸;无人机;安防;AI眼镜;人工智能;机器视觉;专精特新;消费电子概念;福建自贸区;机器人概念;人民币贬值受益;智能座舱;沪股通
688062.SH,17,688062,6,重组蛋白;创新药;智能医疗;回购增持再贷款概念;沪股通;融资融券
300368.SZ,33,300368,16,互联网金融;无人零售;信创;智慧城市;京津冀一体化;云计算;雄安新区;算力租赁;风电;华为概念;国企改革;机器人概念;数据中心;股权转让(并购重组);深股通;摘帽
603798.SH,17,603798,5,氢能源;回购增持再贷款概念;燃料电池;军工;军民融合
920961.BJ,151,920961,17,卫星导航;军工;华为概念;芯片概念;股权转让(并购重组);车联网(车路协同);星闪概念;商业航天;无人驾驶;太赫兹;融资融券;毫米波雷达;军工信息化;低空经济;专精特新;5G;6G概念
688370.SH,17,688370,3,回购增持再贷款概念;固废处理;融资融券
000901.SZ,33,000901,28,商业航天;卫星导航;军民融合;军工;无人机;无人驾驶;传感器;车联网(车路协同);智能座舱;物联网;智慧城市;数字孪生;汽车电子;新能源汽车;工业互联网;央企国企改革;京津冀一体化;智能物流;黑龙江自贸区;智能电网;中俄贸易概念;一带一路;人民币贬值受益;国企改革;2025年报预增;深股通;融资融券;俄乌冲突概念
002389.SZ,33,002389,15,军民融合;军工;无人机;低空经济;央企国企改革;碳纤维;柔性屏(折叠屏);MiniLED;光伏概念;国企改革;智能物流;人工智能;人民币贬值受益;深股通;融资融券
301419.SZ,33,301419,9,共封装光学(CPO);液冷服务器;富士康概念;5G;汽车热管理;机器人概念;人形机器人;人民币贬值受益;融资融券
603238.SH,17,603238,4,宠物经济;三胎概念;人民币贬值受益;网红经济
301200.SZ,33,301200,7,PCB概念;先进封装;2025年报预增;工业母机;高端装备;深股通;融资融券
300761.SZ,33,300761,4,养鸡;猪肉;深股通;融资融券
000571.SZ,33,000571,6,航空发动机;成飞概念;海南自贸区;大飞机;上海自贸区;煤炭概念
920267.BJ,151,920267,9,粤港澳大湾区;海峡两岸;跨境电商;专精特新;MCU芯片;融资融券;智能家居;家用电器;芯片概念
688507.SH,17,688507,15,AI智能体;商业航天;数字孪生;人工智能;低空经济;传感器;军工;人形机器人;在线教育;机器人概念;AI应用;海工装备;股权转让(并购重组);沪股通;融资融券
603556.SH,17,603556,11,电力物联网;智能电网;充电桩;储能;光伏概念;一带一路;物联网;人民币贬值受益;DeepSeek概念;沪股通;融资融券
600235.SH,17,600235,6,烟草;共同富裕示范区;长三角一体化;创投;国企改革;回购增持再贷款概念
600262.SH,17,600262,8,人民币贬值受益;无人驾驶;华为概念;车联网(车路协同);央企国企改革;西部大开发;氢能源;国企改革
002251.SZ,33,002251,7,免税店;预制菜;统一大市场;冷链物流;智能物流;融资融券;深股通
000677.SZ,33,000677,4,京津冀一体化;低空经济;军工;航空发动机
920367.BJ,151,920367,11,仿制药一致性评价;人工智能;机器人概念;AI应用;医药电商;流感;智能医疗;融资融券;维生素;华为鲲鹏;创新药
601222.SH,17,601222,23,虚拟电厂;绿色电力;光伏建筑一体化;TOPCON电池;风电;电力物联网;智能电网;光伏概念;储能;充电桩;华为数字能源;氢能源;锂电池概念;物联网;华为概念;飞行汽车(eVTOL);量子科技;蚂蚁集团概念;人工智能;低空经济;区块链;沪股通;融资融券
002277.SZ,33,002277,14,机器人概念;农村电商;NMN概念;芯片概念;第三代半导体;跨境电商;免税店;参股银行;乡村振兴;互联网金融;证金持股;深股通;融资融券;股权转让(并购重组)
300700.SZ,33,300700,10,消费电子概念;第三代半导体;芯片概念;光刻胶;专精特新;光伏概念;机器人概念;燃料电池;氢能源;融资融券
300284.SZ,33,300284,27,房屋检测;网约车;DeepSeek概念;AI智能体;空间计算;智慧城市;新型城镇化;数字孪生;京津冀一体化;创投;雄安新区;车联网(车路协同);水利;乡村振兴;食品安全;PPP概念;低空经济;粤港澳大湾区;一带一路;雅下水电概念;国企改革;无人机;碳中和;储能;深股通;俄乌冲突概念;融资融券
600501.SH,17,600501,25,大飞机;卫星导航;商业航天;成飞概念;军工;可控核聚变;核污染防治;核电;高端装备;无人驾驶;机器人概念;新型工业化;新能源汽车;央企国企改革;充电桩;特高压;光热发电;长三角一体化;氢能源;国企改革;垃圾分类;煤化工概念;天然气;沪股通;融资融券
920075.BJ,151,920075,7,AI应用;融资融券;人工智能;AIGC概念;文化传媒概念;多模态AI;IP经济(谷子经济)
688602.SH,17,688602,10,有机硅概念;减肥药;CRO概念;锂电池概念;光刻胶;超级电容;OLED;固态电池;氟化工概念;融资融券
605287.SH,17,605287,11,Sora概念(文生视频);短剧游戏;AI应用;AIGC概念;虚拟现实;文化传媒概念;回购增持再贷款概念;光伏建筑一体化;装配式建筑;新型城镇化;乡村振兴
688270.SH,22,688270,10,军工信息化;卫星导航;6G概念;商业航天;军民融合;军工;无人机;芯片概念;2025年报预增;ST板块
300533.SZ,33,300533,9,网络游戏;手机游戏;IP经济(谷子经济);阿里巴巴概念;创投;粤港澳大湾区;人民币贬值受益;新能源汽车;深股通
300433.SZ,33,300433,41,商业航天;同花顺果指数;TOPCON电池;AI手机;柔性屏(折叠屏);OLED;3D打印;减速器;小米汽车;智能座舱;AI眼镜;特斯拉概念;智能穿戴;人形机器人;无线耳机;传感器;光伏概念;小米概念;消费电子概念;汽车电子;新型工业化;比亚迪概念;新能源汽车;苹果概念;机器人概念;宁德时代概念;液冷服务器;充电桩;虚拟现实;新型烟草(电子烟);华为概念;工业互联网;智能家居;智能物流;元宇宙;蚂蚁集团概念;人民币贬值受益;回购增持再贷款概念;同花顺漂亮100;深股通;融资融券
300847.SZ,33,300847,6,中船系;军工;央企国企改革;国企改革;深股通;中字头股票
002424.SZ,33,002424,12,ST板块;西部大开发;乡村振兴;参股银行;仿制药一致性评价;医疗器械概念;民营医院;流感;创新药;肝炎概念;智能医疗;腾讯概念
300016.SZ,33,300016,14,阿尔茨海默概念;创新药;基因测序;仿制药一致性评价;医药电商;智能医疗;AI应用;脑机接口;人工智能;创投;京津冀一体化;独角兽概念;专精特新;2025年报预增
688726.SH,17,688726,10,BC电池;TOPCON电池;钙钛矿电池;第三代半导体;光伏概念;芯片概念;专精特新;比亚迪概念;沪股通;融资融券
002053.SZ,33,002053,12,超超临界发电;绿色电力;天然气;页岩气;风电;钠离子电池;国企改革;储能;西部大开发;证金持股;深股通;融资融券
300898.SZ,33,300898,5,乳业;三胎概念;网红经济;自由贸易港;融资融券
003039.SZ,33,003039,19,地下管网;净水概念;污水处理;绿色电力;固废处理;光伏建筑一体化;垃圾分类;水利;乡村振兴;国企改革;旅游概念;氢能源;充电桩;粤港澳大湾区;数据确权;储能;高压快充;融资融券;深股通
688517.SH,17,688517,11,柔性直流输电;特高压;智能电网;高压快充;充电桩;储能;新能源汽车;高端装备;回购增持再贷款概念;高股息精选;融资融券
300913.SZ,33,300913,12,共封装光学(CPO);铜缆高速连接;光纤概念;5G;数据中心;机器视觉;新型工业化;机器人概念;光伏概念;人民币贬值受益;深股通;融资融券
603030.SH,17,603030,10,建筑节能;装配式建筑;新型城镇化;养老概念;跨境电商;长三角一体化;一带一路;智能家居;人工智能;物联网
600855.SH,17,600855,20,军工信息化;军民融合;商业航天;军工;无人机;低空经济;车联网(车路协同);ETC;安防;智慧城市;信创;物联网;数据中心;人工智能;央企国企改革;储能;医疗器械概念;国企改革;融资融券;沪股通
600775.SH,17,600775,18,脑机接口;商业航天;卫星导航;智慧城市;军工;人工智能;无人机;工业互联网;东数西算(算力);新型工业化;机器人概念;消费电子概念;储能;汽车电子;国企改革;央企国企改革;沪股通;融资融券
002324.SZ,33,002324,22,商业航天;卫星导航;碳纤维;军工;PEEK材料;低空经济;6G概念;毫米波雷达;脑机接口;机器人概念;消费电子概念;新能源汽车;专精特新;光刻胶;固态电池;储能;长三角一体化;锂电池概念;钠离子电池;2025年报预增;深股通;融资融券
002982.SZ,33,002982,5,养鸡;猪肉;预制菜;冷链物流;乡村振兴
002870.SZ,33,002870,21,人形机器人;华为汽车;长安汽车概念;机器人概念;特斯拉概念;智能座舱;汽车电子;比亚迪概念;新能源汽车;高压快充;飞行汽车(eVTOL);芯片概念;低空经济;充电桩;信创;人工智能;数字经济;人民币贬值受益;跨境电商;三胎概念;回购增持再贷款概念
000723.SZ,33,000723,15,煤炭概念;煤化工概念;天然气;氢能源;碳中和;污水处理;燃料电池;储能;深股通;超级电容;机器人概念;新能源汽车;无人驾驶;股权转让(并购重组);融资融券
002485.SZ,33,002485,3,特色小镇;旅游概念;ST板块
920768.BJ,151,920768,5,小米概念;融资融券;家用电器;华为概念;粤港澳大湾区
688390.SH,17,688390,8,光伏建筑一体化;虚拟电厂;光伏概念;储能;智能电网;回购增持再贷款概念;沪股通;融资融券
688186.SH,17,688186,19,航空发动机;可控核聚变;大飞机;核电;特钢概念;军工;海工装备;雅下水电概念;高端装备;高铁;风电;芯片概念;专精特新;储能;2025年报预增;回购增持再贷款概念;人形机器人;沪股通;融资融券
920578.BJ,151,920578,8,新能源汽车;融资融券;新型工业化;工业母机;机器人概念;西部大开发;专精特新;工业互联网
600629.SH,17,600629,21,上海国企改革;房屋检测;低空经济;装配式建筑;新型城镇化;创投;乡村振兴;PPP概念;建筑节能;人工智能;数字孪生;一带一路;水利;数字经济;地下管网;雄安新区;国企改革;碳中和;参股券商;融资融券;沪股通
600505.SH,17,600505,9,绿色电力;风电;国企改革;充电桩;西部大开发;央企国企改革;光伏概念;沪股通;融资融券
001388.SZ,33,001388,23,电力物联网;注册制次新股;智能电网;物联网;工业互联网;特高压;人工智能;鸿蒙概念;算力租赁;风电;新型工业化;核电;机器人概念;电子身份证;华为概念;传感器;中俄贸易概念;专精特新;芯片概念;PCB概念;深股通;新股与次新股;融资融券
600984.SH,17,600984,3,一带一路;西部大开发;国企改革
002583.SZ,33,002583,29,卫星导航;量子科技;商业航天;6G概念;无人机;低空经济;安防;智慧城市;物联网;5G;工业互联网;星闪概念;人工智能;信创;机器人概念;华为汽车;芯片概念;智慧政务;DeepSeek概念;互联网金融;区块链;新能源汽车;汽车电子;粤港澳大湾区;一带一路;中俄贸易概念;俄乌冲突概念;深股通;融资融券
603037.SH,17,603037,13,小米汽车;华为汽车;特斯拉概念;小米概念;比亚迪概念;同花顺新质50;专精特新;长安汽车概念;新能源汽车;无人驾驶;储能;氢能源;股权转让(并购重组)
300563.SZ,33,300563,23,EDR概念;铜缆高速连接;苹果概念;消费电子概念;汽车电子;5G;芯片概念;WiFi 6;新能源汽车;虚拟现实;专精特新;华为概念;军工;无人机;钙钛矿电池;商业航天;光伏概念;卫星导航;医疗器械概念;军工信息化;数字经济;深股通;融资融券
688516.SH,17,688516,13,BC电池;TOPCON电池;钙钛矿电池;光伏概念;固态电池;高端装备;共封装光学(CPO);芯片概念;锂电池概念;机器视觉;储能;沪股通;融资融券
605218.SH,17,605218,11,虚拟现实;MiniLED;智能家居;元宇宙;长安汽车概念;汽车电子;消费电子概念;智能座舱;比亚迪概念;OLED;特斯拉概念
000657.SZ,33,000657,22,金属铜;小金属概念;金属钴;金属回收;PCB概念;工业母机;光伏概念;2026一季报预增;海南自贸区;可控核聚变;军工;高端装备;雅下水电概念;DeepSeek概念;创投;国企改革;乡村振兴;医疗器械概念;深股通;股权转让(并购重组);中字头股票;融资融券
