所属概念数量,股票代码,所属概念,code,market_code
19,605111.SH,汽车芯片;先进封装;第三代半导体;汽车电子;芯片概念;东数西算(算力);数据中心;无人机;无人驾驶;比亚迪概念;专精特新;低空经济;机器人概念;新能源汽车;充电桩;光伏概念;宁德时代概念;融资融券;沪股通,605111,17
20,601969.SH,天然气;海南自贸区;黄金概念;金属铜;小金属概念;氟化工概念;金属钴;自由贸易港;参股保险;碳中和;固废处理;乡村振兴;参股银行;土壤修复;回购增持再贷款概念;旅游概念;锂电池概念;创投;沪股通;融资融券,601969,17
14,688626.SH,脑机接口;AI应用;智能医疗;AI智能体;医疗器械概念;人工智能;养老概念;DeepSeek概念;专精特新;机器人概念;旅游概念;回购增持再贷款概念;沪股通;融资融券,688626,17
15,300033.SZ,AI语料;多模态AI;ChatGPT概念;AIGC概念;AI智能体;鸿蒙概念;互联网金融;数据要素;AI应用;人工智能;智能医疗;2025年报预增;证金持股;融资融券;深股通,300033,33
5,688156.SH,污水处理;固废处理;专精特新;合成生物;融资融券,688156,17
6,002694.SZ,地下管网;新型城镇化;体育产业;旅游概念;水利;空气能热泵,002694,33
6,688300.SH,存储芯片;先进封装;芯片概念;专精特新;沪股通;融资融券,688300,17
4,603208.SH,新型城镇化;共同富裕示范区;养老概念;安防,603208,17
12,002196.SZ,人形机器人;特斯拉概念;新能源汽车;汽车电子;机器人概念;家用电器;无人机;航空发动机;低空经济;共同富裕示范区;一带一路;国企改革,002196,33
28,002474.SZ,智慧政务;鸿蒙概念;华为鲲鹏;数据安全;信创;网络安全;数据要素;在线教育;智慧城市;区块链;Web3.0;数字经济;军工信息化;人工智能;安防;云办公;物联网;虚拟现实;华为概念;军工;福建自贸区;核污染防治;海峡两岸;电力物联网;物业管理;智能电网;AI应用;融资融券,002474,33
17,603186.SH,先进封装;PCB概念;芯片概念;消费电子概念;5G;MiniLED;毫米波雷达;6G概念;海峡两岸;华为概念;石墨烯;储能;固态电池;锂电池概念;冷链物流;绿色电力;沪股通,603186,17
26,300373.SZ,汽车芯片;中芯国际概念;第三代半导体;英伟达概念;芯片概念;AI眼镜;5G;小米概念;比亚迪概念;人形机器人;无人机;小米汽车;宁德时代概念;高压快充;新能源汽车;特斯拉概念;华为概念;低空经济;光伏概念;固态电池;华为汽车;充电桩;回购增持再贷款概念;储能;深股通;融资融券,300373,33
17,301123.SZ,共封装光学(CPO);铜缆高速连接;PCB概念;液冷服务器;消费电子概念;汽车电子;新型烟草(电子烟);小米概念;比亚迪概念;新能源汽车;宁德时代概念;人形机器人;机器人概念;锂电池概念;储能;深股通;融资融券,301123,33
10,300135.SZ,俄乌冲突概念;新疆振兴;中俄贸易概念;国企改革;一带一路;雅下水电概念;高铁;低空经济;芯片概念;股权转让(并购重组),300135,33
25,300451.SZ,DRG/DIP;家庭医生;AIGC概念;AI智能体;智能医疗;数据要素;华为鲲鹏;蚂蚁集团概念;鸿蒙概念;云计算;阿里巴巴概念;信创;区块链;华为昇腾;DeepSeek概念;人工智能;养老概念;AI应用;物联网;华为概念;医疗器械概念;医药电商;深股通;股权转让(并购重组);融资融券,300451,33
21,000779.SZ,新型城镇化;土壤修复;房屋检测;建筑节能;水利;数字孪生;乡村振兴;数字经济;数据要素;DeepSeek概念;算力租赁;国资云;西部大开发;一带一路;国企改革;低空经济;数据中心;光伏概念;新疆振兴;抽水蓄能;污水处理,000779,33
30,300624.SZ,Sora概念(文生视频);多模态AI;ChatGPT概念;AIGC概念;Web3.0;虚拟数字人;云办公;AI智能体;阿里巴巴概念;百度概念;数据安全;信创;鸿蒙概念;元宇宙;AI应用;DeepSeek概念;人工智能;虚拟现实;同花顺新质50;网红经济;华为概念;物联网;创投;机器人概念;智能家居;人民币贬值受益;回购增持再贷款概念;西部大开发;融资融券;深股通,300624,33
24,002512.SZ,卫星导航;商业航天;6G概念;虚拟数字人;智慧政务;华为鲲鹏;在线教育;数字乡村;鸿蒙概念;人工智能;数字经济;智慧城市;DeepSeek概念;互联网金融;福建自贸区;海峡两岸;物联网;5G;机器人概念;小米概念;消费电子概念;一带一路;乡村振兴;ST板块,002512,33
21,300197.SZ,PPP概念;土壤修复;雄安新区;新型城镇化;垃圾分类;污水处理;水利;旅游概念;碳中和;地下管网;乡村振兴;智慧城市;国企改革;粤港澳大湾区;一带一路;回购增持再贷款概念;充电桩;央企国企改革;农业种植;深股通;融资融券,300197,33
6,603527.SH,锂电池概念;3D打印;新能源汽车;高端装备;固态电池;融资融券,603527,17
7,301288.SZ,新型城镇化;污水处理;专精特新;粤港澳大湾区;ST板块;金属回收;金属镍,301288,33
16,300866.SZ,无线耳机;无线充电;储能;智能家居;跨境电商;充电桩;AI眼镜;人民币贬值受益;机器人概念;消费电子概念;3D打印;芯片概念;人工智能;安防;深股通;融资融券,300866,33
26,688499.SH,钠离子电池;固态电池;宁德时代概念;HJT电池;钙钛矿电池;锂电池概念;PET铜箔;比亚迪概念;光伏概念;人形机器人;储能;消费电子概念;新型工业化;华为数字能源;机器人概念;华为概念;燃料电池;高端装备;物联网;人工智能;智能物流;数字孪生;氢能源;回购增持再贷款概念;沪股通;融资融券,688499,17
31,301169.SZ,华为昇腾;数据安全;信创;云办公;阿里巴巴概念;AI智能体;数据要素;智慧政务;时空大数据;腾讯概念;AIGC概念;鸿蒙概念;人工智能;云计算;元宇宙;华为概念;财税数字化;智慧城市;数据确权;数字孪生;DeepSeek概念;数字乡村;数字经济;蚂蚁集团概念;互联网金融;烟草;跨境电商;苹果概念;跨境支付(CIPS);一带一路;融资融券,301169,33
25,301338.SZ,共封装光学(CPO);MiniLED;先进封装;PCB概念;第三代半导体;富士康概念;工业母机;华为手机;汽车芯片;苹果概念;芯片概念;消费电子概念;高端装备;机器视觉;专精特新;军工;小米概念;新型工业化;2025年报预增;比亚迪概念;工业互联网;华为概念;锂电池概念;深股通;融资融券,301338,33
27,688787.SH,AI语料;智谱AI;ChatGPT概念;AIGC概念;AI智能体;虚拟数字人;抖音概念(字节概念);数字水印;数据安全;阿里巴巴概念;数据要素;腾讯概念;百度概念;中国AI 50;语音技术;DeepSeek概念;人脸识别;人工智能;华为概念;车联网(车路协同);小米概念;无人驾驶;专精特新;旅游概念;人形机器人;沪股通;融资融券,688787,17
9,688028.SH,培育钻石;OLED;核电;工业母机;芯片概念;新能源汽车;人形机器人;沪股通;融资融券,688028,17
12,920185.BJ,氢能源;储能;锂电池概念;融资融券;石墨电极;一带一路;比亚迪概念;固态电池;宁德时代概念;钠离子电池;石墨烯;燃料电池,920185,151
8,600639.SH,物业管理;参股券商;国企改革;融资融券;创投;上海自贸区;回购增持再贷款概念;沪股通,600639,17
6,600992.SH,国企改革;西部大开发;国产航母;军工;海工装备;商业航天,600992,17
9,300260.SZ,光刻机;中芯国际概念;OLED;芯片概念;数据中心;海峡两岸;食品安全;融资融券;深股通,300260,33
12,600497.SH,金属铅;金属锌;小金属概念;黄金概念;金属回收;央企国企改革;军工;西部大开发;国企改革;光纤概念;沪股通;融资融券,600497,17
3,301373.SZ,光伏概念;专精特新;融资融券,301373,33
27,300252.SZ,6G概念;商业航天;铜缆高速连接;光纤概念;F5G概念;卫星导航;WiFi 6;军民融合;军工;国产航母;共封装光学(CPO);5G;毫米波雷达;富士康概念;PCB概念;芯片概念;东数西算(算力);汽车电子;数据中心;无线耳机;华为概念;车联网(车路协同);物联网;新能源汽车;人工智能;粤港澳大湾区;深股通,300252,33
16,002108.SZ,钠离子电池;国企改革;参股银行;固态电池;锂电池概念;地下管网;雄安新区;宁德时代概念;储能;核电;新能源汽车;比亚迪概念;物联网;深股通;融资融券;股权转让(并购重组),002108,33
6,002269.SZ,三胎概念;IP经济(谷子经济);参股银行;上海自贸区;深股通;融资融券,002269,33
2,603922.SH,新能源汽车;动力电池回收,603922,17
12,688090.SH,机器视觉;新型工业化;专精特新;传感器;人工智能;芯片概念;比亚迪概念;数字孪生;机器人概念;新能源汽车;AI应用;融资融券,688090,17
7,000926.SZ,装配式建筑;新型城镇化;碳交易;碳中和;文化传媒概念;华为概念;融资融券,000926,33
5,001269.SZ,硅能源;光伏概念;西部大开发;芯片概念;深股通,001269,33
11,300426.SZ,短剧游戏;文化传媒概念;NFT概念;AIGC概念;抖音概念(字节概念);IP经济(谷子经济);阿里巴巴概念;DeepSeek概念;人工智能;AI应用;国企改革,300426,33
13,300947.SZ,租售同权;物业管理;旅游概念;IP经济(谷子经济);新型城镇化;建筑节能;元宇宙;人工智能;ChatGPT概念;DeepSeek概念;空间计算;AI应用;融资融券,300947,33
8,000631.SZ,物业管理;绿色电力;风电;储能;回购增持再贷款概念;证金持股;深股通;融资融券,000631,33
11,920821.BJ,消费电子概念;新能源汽车;专精特新;传感器;虚拟现实;共封装光学(CPO);汽车电子;融资融券;人民币贬值受益;AI眼镜;PCB概念,920821,151
10,600127.SH,玉米;粮食概念;俄乌冲突概念;乳业;预制菜;乡村振兴;国企改革;养老概念;沪股通;融资融券,600127,17
5,920405.BJ,工业互联网;数据中心;融资融券;固态电池;储能,920405,151
9,000603.SZ,金属铅;金属锌;黄金概念;金属铜;金属镍;小金属概念;文化传媒概念;深股通;融资融券,000603,33
24,688559.SH,BC电池;钙钛矿电池;第三代半导体;MicroLED概念;TOPCON电池;3D打印;富士康概念;电子纸;飞行汽车(eVTOL);苹果概念;比亚迪概念;PCB概念;光伏概念;固态电池;特斯拉概念;宁德时代概念;新型工业化;华为概念;新能源汽车;锂电池概念;医疗器械概念;医美概念;沪股通;融资融券,688559,17
17,300350.SZ,广东自贸区;跨境电商;数字经济;中俄贸易概念;碳中和;创投;智慧城市;统一大市场;数据要素;智能物流;时空大数据;一带一路;航运概念;物联网;粤港澳大湾区;军工;卫星导航,300350,33
3,002394.SZ,数字经济;创投;一带一路,002394,33
8,688150.SH,PCB概念;OLED;柔性屏(折叠屏);专精特新;钙钛矿电池;西部大开发;沪股通;融资融券,688150,17
15,600563.SH,超级电容;高压快充;储能;数据中心;特高压;光伏概念;柔性直流输电;新能源汽车;人形机器人;军工;海峡两岸;高铁;福建自贸区;沪股通;融资融券,600563,17
15,600982.SH,生物质能发电;绿色电力;抽水蓄能;碳中和;光伏建筑一体化;风电;华为数字能源;储能;国企改革;航运概念;光伏概念;统一大市场;共同富裕示范区;华为概念;沪股通,600982,17
6,600322.SH,物业管理;天津自贸区;国企改革;京津冀一体化;股权转让(并购重组);融资融券,600322,17
8,000509.SZ,碳交易;碳中和;人民币贬值受益;国企改革;工业母机;网络安全;西部大开发;信创,000509,33
13,600310.SH,超超临界发电;绿色电力;抽水蓄能;参股券商;风电;国企改革;储能;西部大开发;创投;沪股通;融资融券;DeepSeek概念;人工智能,600310,17
12,600180.SH,统一大市场;粮食概念;大豆;煤化工概念;航运概念;一带一路;煤炭概念;互联网金融;工业互联网;数据要素;沪股通;融资融券,600180,17
25,603799.SH,金属钴;金属镍;小金属概念;金属铜;盐湖提锂;金属回收;磷化工;动力电池回收;固态电池;钠离子电池;锂电池概念;宁德时代概念;特斯拉概念;回购增持再贷款概念;同花顺漂亮100;储能;比亚迪概念;新能源汽车;飞行汽车(eVTOL);人形机器人;长三角一体化;人民币贬值受益;沪股通;俄乌冲突概念;融资融券,603799,17
9,603668.SH,养鸡;预制菜;福建自贸区;海峡两岸;C2M概念;回购增持再贷款概念;乡村振兴;沪股通;融资融券,603668,17
15,920790.BJ,AI应用;手机游戏;数据要素;DeepSeek概念;人民币贬值受益;电力物联网;互联网金融;乡村振兴;智慧城市;水利;融资融券;储能;车联网(车路协同);云办公;数字乡村,920790,151
4,002486.SZ,露营经济;体育产业;医疗器械概念;人民币贬值受益,002486,33
15,600654.SH,网络安全;信创;鸿蒙概念;华为概念;东数西算(算力);安防;智慧城市;人工智能;数据中心;传感器;智能医疗;比亚迪概念;养老概念;物业管理;沪股通,600654,17
4,605258.SH,PCB概念;汽车电子;5G;毫米波雷达,605258,17
5,300803.SZ,互联网金融;参股券商;AI应用;融资融券;深股通,300803,33
28,300450.SZ,BC电池;TOPCON电池;钙钛矿电池;固态电池;HJT电池;钠离子电池;OLED;宁德时代概念;PET铜箔;锂电池概念;光伏概念;2025年报预增;特斯拉概念;比亚迪概念;3D打印;消费电子概念;机器视觉;储能;新能源汽车;新型工业化;PCB概念;高端装备;燃料电池;智能物流;氢能源;同花顺漂亮100;深股通;融资融券,300450,33
13,600328.SH,水泥概念;小金属概念;锂电池概念;回购增持再贷款概念;国企改革;央企国企改革;西部大开发;核电;DeepSeek概念;股权转让(并购重组);中字头股票;沪股通;融资融券,600328,17
0,002998.SZ,,002998,33
7,600681.SH,天然气;氢能源;京津冀一体化;机器人概念;人形机器人;沪股通;融资融券,600681,17
34,300846.SZ,算力租赁;华为昇腾;智谱AI;云游戏;云计算;东数西算(算力);数据安全;网络安全;信创;快手概念;智慧政务;国产操作系统;数据中心;小红书概念;AI智能体;百度概念;AIGC概念;虚拟数字人;数据要素;在线教育;数字乡村;车联网(车路协同);华为概念;商业航天;DeepSeek概念;人工智能;芯片概念;无人驾驶;专精特新;京津冀一体化;创投;一带一路;融资融券;深股通,300846,33
10,002470.SZ,化肥;磷化工;生态农业;农村电商;水泥概念;土壤修复;乡村振兴;国企改革;锂电池概念;深股通,002470,33
12,600376.SH,冰雪产业;雄安新区;体育产业;新型城镇化;京津冀一体化;物业管理;租售同权;国企改革;养老概念;融资融券;证金持股;沪股通,600376,17
19,688316.SH,智谱AI;算力租赁;华为欧拉;云计算;华为鲲鹏;信创;智慧政务;网络安全;东数西算(算力);英伟达概念;数据中心;DeepSeek概念;数字经济;互联网金融;华为概念;物联网;低空经济;无人驾驶;融资融券,688316,17
4,002476.SZ,页岩气;污水处理;一带一路;融资融券,002476,33
4,002856.SZ,新型城镇化;粤港澳大湾区;垃圾分类;国企改革,002856,33
17,688099.SH,汽车芯片;智能座舱;智能音箱;小米概念;WiFi 6;芯片概念;汽车电子;机器视觉;东数西算(算力);共封装光学(CPO);机器人概念;智能家居;人工智能;上海自贸区;人民币贬值受益;沪股通;融资融券,688099,17
27,000016.SZ,网约车;星闪概念;无线耳机;鸿蒙概念;存储芯片;智能穿戴;智能家居;人工智能;芯片概念;腾讯概念;家用电器;消费电子概念;工业互联网;DeepSeek概念;创投;海峡两岸;MiniLED;5G;PCB概念;污水处理;PPP概念;MicroLED概念;国企改革;央企国企改革;深股通;股权转让(并购重组);融资融券,000016,33
22,002514.SZ,医疗废物处理;养老概念;污水处理;机器人概念;碳中和;人形机器人;工业母机;换电概念;华为概念;光伏概念;一带一路;新能源汽车;HJT电池;充电桩;高端装备;储能;华为数字能源;智能电网;钙钛矿电池;高压快充;TOPCON电池;深股通,002514,33
47,002579.SZ,MiniLED;PCB概念;共封装光学(CPO);AI PC;MicroLED概念;先进封装;柔性屏(折叠屏);5G;AI手机;消费电子概念;WiFi 6;汽车电子;AI眼镜;OLED;毫米波雷达;芯片概念;6G概念;新型烟草(电子烟);智能穿戴;存储芯片;数据中心;小米概念;无线耳机;无人驾驶;比亚迪概念;智能音箱;商业航天;新能源汽车;无人机;机器人概念;人形机器人;军工;卫星导航;物联网;海峡两岸;粤港澳大湾区;工业互联网;低空经济;储能;医疗器械概念;军民融合;创投;数字经济;养老概念;广东自贸区;融资融券;深股通,002579,33
10,603007.SH,储能;新能源汽车;ST板块;机器人概念;新型城镇化;传感器;PPP概念;装配式建筑;汽车芯片;股权转让(并购重组),603007,22
22,300503.SZ,商业航天;减速器;人形机器人;新型工业化;传感器;工业母机;机器人概念;高端装备;比亚迪概念;富士康概念;新能源汽车;海峡两岸;专精特新;芯片概念;人工智能;PCB概念;光伏概念;粤港澳大湾区;燃料电池;2025年报预增;氢能源;深股通,300503,33
4,000637.SZ,国企改革;碳中和;回购增持再贷款概念;旅游概念,000637,33
16,300713.SZ,智能电网;智慧灯杆;换电概念;柔性直流输电;充电桩;高压快充;数据中心;储能;光伏概念;粤港澳大湾区;军工;新能源汽车;比亚迪概念;PCB概念;特斯拉概念;锂电池概念,300713,33
28,002313.SZ,智慧灯杆;物联网;智慧城市;车联网(车路协同);华为概念;人工智能;智能家居;无人驾驶;工业互联网;机器人概念;东数西算(算力);5G;阿里巴巴概念;DeepSeek概念;粤港澳大湾区;小米概念;智能座舱;无人机;数据中心;卫星导航;汽车电子;比亚迪概念;充电桩;液冷服务器;储能;国企改革;新疆振兴;股权转让(并购重组),002313,33
2,002247.SZ,共同富裕示范区;长三角一体化,002247,33
11,301202.SZ,液冷服务器;数据中心;东数西算(算力);腾讯概念;机器人概念;阿里巴巴概念;光纤概念;换电概念;储能;深股通;融资融券,301202,33
15,600499.SH,盐湖提锂;光伏建筑一体化;锂电池概念;宁德时代概念;人民币贬值受益;同花顺出海50;新型工业化;储能;高端装备;机器人概念;一带一路;充电桩;海工装备;沪股通;融资融券,600499,17
9,600825.SH,文化传媒概念;AI语料;无人零售;独角兽概念;创投;上海国企改革;国企改革;融资融券;沪股通,600825,17
17,002582.SZ,人造肉;跨境电商;职业教育;智能物流;网红经济;海峡两岸;特色小镇;创投;旅游概念;IP经济(谷子经济);啤酒概念;参股银行;乡村振兴;预制菜;农业种植;生态农业;新疆振兴,002582,33
22,603598.SH,快手概念;短剧游戏;小红书概念;AIGC概念;多模态AI;AI应用;文化传媒概念;抖音概念(字节概念);虚拟数字人;拼多多概念;腾讯概念;AI智能体;百度概念;阿里巴巴概念;元宇宙;数据要素;鸿蒙概念;人工智能;DeepSeek概念;网红经济;华为概念;京津冀一体化,603598,17
21,603501.SH,中芯国际概念;MCU芯片;汽车芯片;小米概念;AI眼镜;无线耳机;汽车电子;芯片概念;传感器;OLED;消费电子概念;机器视觉;英伟达概念;无人驾驶;华为手机;华为概念;人民币贬值受益;医疗器械概念;同花顺漂亮100;融资融券;沪股通,603501,17
8,688543.SH,军民融合;商业航天;军工;无人机;人工智能;国企改革;沪股通;融资融券,688543,17
13,601808.SH,可燃冰;俄乌冲突概念;天然气;同花顺中特估100;证金持股;央企国企改革;沪股通;融资融券;国企改革;一带一路;海工装备;高端装备;中字头股票,601808,17
3,301119.SZ,新能源汽车;比亚迪概念;融资融券,301119,33
16,300143.SZ,高压氧舱;脑机接口;智能医疗;医美概念;民营医院;养老概念;医疗器械概念;AI智能体;人工智能;DeepSeek概念;创投;物联网;机器人概念;AI应用;融资融券;深股通,300143,33
14,600216.SH,青蒿素;NMN概念;维生素;合成生物;钠离子电池;医药电商;辅助生殖;医美概念;创新药;肝炎概念;回购增持再贷款概念;储能;沪股通;融资融券,600216,17
10,688556.SH,光伏概念;第三代半导体;减速器;芯片概念;机器视觉;人形机器人;机器人概念;多模态AI;沪股通;融资融券,688556,17
6,600595.SH,煤炭概念;超导概念;风电;2025年报预增;融资融券;沪股通,600595,17
16,300679.SZ,消费电子概念;柔性屏(折叠屏);PCB概念;5G;小米概念;新型烟草(电子烟);人形机器人;无人驾驶;比亚迪概念;华为概念;数据中心;新能源汽车;无人机;物联网;深股通;融资融券,300679,33
15,002497.SZ,固态电池;锂电池概念;宁德时代概念;民爆概念;特斯拉概念;西部大开发;比亚迪概念;雅下水电概念;2025年报预增;工业互联网;机器人概念;军工;深股通;军民融合;融资融券,002497,33
8,601388.SH,金属回收;汽车拆解概念;固废处理;2025年报预增;人民币贬值受益;海峡两岸;融资融券;沪股通,601388,17
36,300352.SZ,华为鲲鹏;数据安全;数字水印;财税数字化;云计算;智谱AI;网络安全;国产操作系统;云办公;信创;华为盘古;智慧政务;ChatGPT概念;鸿蒙概念;百度概念;区块链;数字货币;量子科技;语音技术;智慧城市;DeepSeek概念;安防;人工智能;物联网;军工信息化;互联网金融;华为概念;工业互联网;低空经济;脑机接口;商业航天;军工;军民融合;智能家居;深股通;融资融券,300352,33
9,920627.BJ,人形机器人;人民币贬值受益;锂电池概念;融资融券;新型烟草(电子烟);储能;固态电池;两轮车;消费电子概念,920627,151
6,301399.SZ,空气能热泵;家用电器;专精特新;液冷服务器;数据中心;融资融券,301399,33
9,601118.SH,海南自贸区;可降解塑料;碳中和;农业种植;国企改革;乡村振兴;军工;融资融券;沪股通,601118,17
20,920799.BJ,蚂蚁集团概念;华为昇腾;鸿蒙概念;量子科技;融资融券;跨境支付(CIPS);虚拟现实;虚拟数字人;百度概念;汽车电子;星闪概念;数字货币;华为鲲鹏;华为欧拉;华为概念;信创;人工智能;上海自贸区;互联网金融;ChatGPT概念,920799,151
10,300769.SZ,固态电池;磷化工;锂电池概念;宁德时代概念;储能;比亚迪概念;新能源汽车;专精特新;融资融券;深股通,300769,33
10,688139.SH,智能医疗;AI应用;AI智能体;医疗器械概念;DeepSeek概念;人工智能;物联网;机器人概念;沪股通;融资融券,688139,17
7,603135.SH,新型工业化;高端装备;机器人概念;中俄贸易概念;数字经济;沪股通;融资融券,603135,17
7,002487.SZ,绿色电力;风电;航运概念;2025年报预增;海工装备;融资融券;深股通,002487,33
21,002672.SZ,医疗废物处理;广东自贸区;土壤修复;金属回收;生物质能发电;固废处理;PPP概念;污水处理;碳中和;汽车拆解概念;磷化工;垃圾分类;国企改革;金属铜;黄金概念;金属锌;氟化工概念;粤港澳大湾区;DeepSeek概念;深股通;融资融券,002672,33
8,600537.SH,光伏建筑一体化;钙钛矿电池;硅能源;TOPCON电池;光伏概念;绿色电力;5G;融资融券,600537,17
18,603051.SH,TOPCON电池;BC电池;HJT电池;钙钛矿电池;光伏概念;POE胶膜;固态电池;锂电池概念;比亚迪概念;人形机器人;商业航天;传感器;OLED;柔性屏(折叠屏);氢能源;智能穿戴;水利;融资融券,603051,17
17,300537.SZ,光刻胶;OLED;PCB概念;华为手机;芯片概念;消费电子概念;富士康概念;石墨烯;5G;比亚迪概念;智能穿戴;新能源汽车;华为概念;光伏概念;海工装备;BC电池;深股通,300537,33
2,600527.SH,互联网金融;新型工业化,600527,17
16,600895.SH,光刻机;芯片概念;新能源汽车;上海自贸区;创投;新型城镇化;数字乡村;蚂蚁集团概念;租售同权;物业管理;乡村振兴;国企改革;参股券商;证金持股;沪股通;融资融券,600895,17
13,600684.SH,冰雪产业;体育产业;物业管理;家庭医生;养老概念;三胎概念;土壤修复;粤港澳大湾区;国企改革;智慧城市;2025年报预增;AI应用;融资融券,600684,17
7,000729.SZ,啤酒概念;国企改革;乡村振兴;深股通;融资融券;2026一季报预增;2025年报预增,000729,33
27,920932.BJ,AI应用;知识产权保护;数字经济;新型工业化;碳中和;机器人概念;融资融券;机器视觉;智慧政务;钠离子电池;智慧城市;无人驾驶;物联网;ERP概念;换电概念;工业互联网;储能;华为盘古;人形机器人;人工智能;华为鲲鹏;充电桩;专精特新;华为概念;DeepSeek概念;信创;5G,920932,151
10,688627.SH,存储芯片;OLED;MicroLED概念;芯片概念;专精特新;机器人概念;粤港澳大湾区;东数西算(算力);沪股通;融资融券,688627,17
11,002725.SZ,新能源汽车;碳纤维;中俄贸易概念;5G;芯片概念;燃料电池;人民币贬值受益;一带一路;回购增持再贷款概念;共同富裕示范区;股权转让(并购重组),002725,33
8,600675.SH,物业管理;预制菜;土地流转;上海国企改革;国企改革;乡村振兴;沪股通;融资融券,600675,17
17,301421.SZ,光刻机;PCB概念;AI眼镜;消费电子概念;芯片概念;3D打印;机器视觉;无人驾驶;专精特新;机器人概念;安防;无人机;锂电池概念;医疗器械概念;基因测序;深股通;融资融券,301421,33
9,002443.SZ,核电;氢能源;石墨烯;水利;回购增持再贷款概念;新型城镇化;国企改革;地下管网;天然气,002443,33
4,300528.SZ,短剧游戏;文化传媒概念;国企改革;深股通,300528,33
14,300539.SZ,PEEK材料;减速器;比亚迪概念;智能座舱;小米概念;华为汽车;新能源汽车;专精特新;机器人概念;无人机;华为概念;家用电器;智能家居;深股通,300539,33
31,002429.SZ,MicroLED概念;MiniLED;WiFi 6;共封装光学(CPO);F5G概念;第三代半导体;拼多多概念;富士康概念;5G;光纤概念;短剧游戏;先进封装;汽车芯片;抖音概念(字节概念);智能音箱;AIGC概念;阿里巴巴概念;AI应用;芯片概念;消费电子概念;PCB概念;小米概念;数据中心;鸿蒙概念;智能家居;粤港澳大湾区;人民币贬值受益;深圳国企改革;国企改革;深股通;融资融券,002429,33
10,920090.BJ,虚拟现实;数据中心;融资融券;数字经济;职业教育;DeepSeek概念;元宇宙;互联网金融;MR(混合现实);京津冀一体化,920090,151
31,002912.SZ,网络安全;数据安全;国产操作系统;信创;智慧政务;车联网(车路协同);云计算;华为鲲鹏;数据要素;东数西算(算力);AI智能体;财税数字化;多模态AI;数字孪生;ChatGPT概念;人工智能;华为概念;数字经济;DeepSeek概念;职业教育;工业互联网;数据中心;低空经济;智能医疗;无人机;专精特新;粤港澳大湾区;AI应用;深圳国企改革;国企改革;融资融券,002912,33
14,603200.SH,钠离子电池;固态电池;锂电池概念;低空经济;2025年报预增;华为概念;液冷服务器;腾讯概念;数据中心;海工装备;消毒剂;风电;污水处理;沪股通,603200,17
7,000751.SZ,金属锌;金属铅;黄金概念;金属铜;小金属概念;金属回收;深股通,000751,33
28,002421.SZ,抖音概念(字节概念);AI智能体;腾讯概念;华为鲲鹏;鸿蒙概念;信创;云计算;DeepSeek概念;数字经济;智慧城市;人工智能;人脸识别;物联网;华为概念;智能医疗;养老概念;工业互联网;数据中心;粤港澳大湾区;雄安新区;机器人概念;建筑节能;PPP概念;碳中和;AI应用;液冷服务器;深股通;融资融券,002421,33
6,605016.SH,代糖概念;专精特新;人民币贬值受益;海峡两岸;参股银行;沪股通,605016,17
22,600166.SH,动力电池回收;燃料电池;锂电池概念;固态电池;新能源汽车;华为汽车;宁德时代概念;氢能源;冷链物流;无人驾驶;军工;国企改革;智能座舱;2025年报预增;工业互联网;车联网(车路协同);华为概念;智慧城市;DeepSeek概念;百度概念;沪股通;融资融券,600166,17
36,301172.SZ,共封装光学(CPO);光纤概念;华为昇腾;腾讯概念;AIGC概念;空间计算;数据中心;网络安全;信创;华为鲲鹏;智慧政务;AI智能体;鸿蒙概念;华为概念;时空大数据;数据要素;区块链;安防;物联网;数字乡村;人工智能;DeepSeek概念;智慧城市;数字经济;智能医疗;海峡两岸;低空经济;机器人概念;军工;AI应用;水利;新型城镇化;乡村振兴;西部大开发;地下管网;融资融券,301172,33
7,000856.SZ,水泥概念;建筑节能;京津冀一体化;智能电网;机器人概念;高端装备;国企改革,000856,33
17,600606.SH,特色小镇;物业管理;旅游概念;参股银行;养老概念;PPP概念;新型城镇化;互联网金融;碳交易;蚂蚁集团概念;煤炭概念;独角兽概念;一带一路;智慧城市;元宇宙;沪股通;融资融券,600606,17
6,002021.SZ,智能物流;高端装备;一带一路;机器人概念;物联网;股权转让(并购重组),002021,33
3,603117.SH,统一大市场;自由贸易港;航运概念,603117,17
3,300313.SZ,ST板块;乳业;西部大开发,300313,33
8,002971.SZ,氟化工概念;有机硅概念;氢能源;燃料电池;天然气;芯片概念;专精特新;深股通,002971,33
19,300377.SZ,Web3.0;数字货币;华为鲲鹏;互联网金融;华为昇腾;AI智能体;区块链;信创;阿里巴巴概念;腾讯概念;DeepSeek概念;人工智能;华为概念;AI应用;机器人概念;粤港澳大湾区;深股通;股权转让(并购重组);融资融券,300377,33
7,601002.SH,高铁;海峡两岸;长三角一体化;核电;新能源汽车;2025年报预增;融资融券,601002,17
14,003019.SZ,智能座舱;汽车电子;人形机器人;新能源汽车;特斯拉概念;芯片概念;机器人概念;数字货币;福建自贸区;海峡两岸;物联网;人民币贬值受益;人工智能;深股通,003019,33
24,301308.SZ,存储芯片;国家大基金持股;AI PC;AI手机;先进封装;EDR概念;芯片概念;AI眼镜;消费电子概念;智能穿戴;智能座舱;小米概念;2025年报预增;数据中心;专精特新;信创;数据安全;华为概念;机器人概念;华为鲲鹏;小米汽车;人民币贬值受益;深股通;融资融券,301308,33
